Time [s],ia [A],ib [A],ic [A],ua [V],ub [V],uc [V]
0.0,-19.54853623,12.19365704,7.354879194,-85.67514038,-73.39581478,159.0709552
0.00025,-19.76572021,10.88500867,8.880711538,-73.05054474,-83.66006708,156.7106118
0.0005,-19.85493894,9.504010405,10.35092853,-60.0771637,-93.25649922,153.3336629
0.00075,-19.82511983,8.170822399,11.65429743,-47.41172409,-104.3113277,151.7230518
0.001,-19.66140378,6.637508008,13.02389577,-33.63873291,-111.8199751,145.458708
0.00125,-19.35366035,5.134656745,14.21900361,-20.77327156,-119.7964104,140.5696819
0.0015,-18.90379079,3.603034465,15.30075632,-8.398580551,-126.9158802,135.3144607
0.00175,-18.34427224,2.105260901,16.23901134,3.791754484,-134.3640935,130.572339
0.002,-17.65785546,0.595216488,17.06263897,15.58897209,-140.9125913,125.3236192
0.00225,-16.85124997,-0.902557706,17.75380768,26.87035561,-146.8299286,119.959573
0.0025,-15.95727742,-2.427410119,18.38468754,38.65667343,-151.3698832,112.7132098
0.00275,-14.95467486,-3.967494106,18.92216897,50.15885162,-154.3426107,104.1837591
0.003,-13.8871569,-5.519847548,19.40700445,62.33996201,-155.8719173,93.53195526
0.00325,-12.72821847,-7.030737309,19.75895578,73.93615723,-156.5288216,82.59266433
0.0035,-11.46180392,-8.522589235,19.98439316,84.4954834,-155.5376499,71.04216648
0.00375,-10.12903128,-9.977206746,20.10623803,94.75281525,-153.3120111,58.55919581
0.004,-8.676907384,-11.416169,20.09307639,103.2567978,-148.8288948,45.57209697
0.00425,-7.230291409,-12.72778025,19.95807166,112.2294006,-144.9065132,32.67711253
0.0045,-5.723890346,-13.93826854,19.66215888,119.9323044,-140.3911522,20.45884778
0.00475,-4.232310309,-15.01336548,19.24567579,127.8362274,-136.3097885,8.473561097
0.005,-2.698705698,-15.9666096,18.6653153,134.3192444,-131.8359127,-2.483331713
0.00525,-1.16819382,-16.83100387,17.99919769,140.5638733,-126.5332506,-14.03062266
