t,i
0.00000000,2.780
0.00000500,2.765
0.00001000,2.786
0.00001500,2.768
0.00002000,2.687
0.00002500,2.607
0.00003000,2.585
0.00003500,2.613
0.00004000,2.623
0.00004500,2.561
0.00005000,2.471
0.00005500,2.434
0.00006000,2.469
0.00006500,2.492
0.00007000,2.438
0.00007500,2.351
0.00008000,2.329
0.00008500,2.383
0.00009000,2.405
0.00009500,2.315
0.00010000,2.207
0.00010500,2.170
0.00011000,2.170
0.00011500,2.132
0.00012000,2.025
0.00012500,1.924
0.00013000,1.911
0.00013500,1.953
0.00014000,1.978
0.00014500,1.926
0.00015000,1.868
0.00015500,1.885
0.00016000,1.943
0.00016500,1.958
0.00017000,1.859
0.00017500,1.744
0.00018000,1.706
0.00018500,1.727
0.00019000,1.688
0.00019500,1.566
0.00020000,1.460
0.00020500,1.460
0.00021000,1.498
0.00021500,1.497
0.00022000,1.413
0.00022500,1.336
0.00023000,1.343
0.00023500,1.388
0.00024000,1.386
0.00024500,1.298
0.00025000,1.205
0.00025500,1.287
0.00026000,1.487
0.00026500,1.630
0.00027000,1.603
0.00027500,1.544
0.00028000,1.678
0.00028500,1.943
0.00029000,2.138
0.00029500,2.142
0.00030000,2.055
0.00030500,2.105
0.00031000,2.306
0.00031500,2.503
0.00032000,2.501
0.00032500,2.387
0.00033000,2.399
0.00033500,2.568
0.00034000,2.687
0.00034500,2.647
0.00035000,2.534
0.00035500,2.521
0.00036000,2.605
0.00036500,2.629
0.00037000,2.532
0.00037500,2.411
0.00038000,2.423
0.00038500,2.501
0.00039000,2.518
0.00039500,2.437
0.00040000,2.329
0.00040500,2.353
0.00041000,2.441
0.00041500,2.481
0.00042000,2.385
0.00042500,2.249
0.00043000,2.255
0.00043500,2.366
0.00044000,2.427
0.00044500,2.338
0.00045000,2.182
0.00045500,2.182
0.00046000,2.315
0.00046500,2.388
0.00047000,2.304
0.00047500,2.156
0.00048000,2.175
0.00048500,2.320
0.00049000,2.415
0.00049500,2.352
0.00050000,2.215
0.00050500,2.213
0.00051000,2.337
0.00051500,2.419
0.00052000,2.350
0.00052500,2.192
0.00053000,2.164
0.00053500,2.298
0.00054000,2.403
0.00054500,2.322
0.00055000,2.161
0.00055500,2.147
0.00056000,2.287
0.00056500,2.374
0.00057000,2.290
0.00057500,2.125
0.00058000,2.119
