# Time (seconds),Pressure (normalized),Temp (normalized),Temperature (slope)
0.0078125,0.6494278680710572,0.5553680419921875,0.0
0.0234375,0.6480643862769717,0.5549560546875,0.0
0.0390625,0.6479982648577008,0.5553237915039062,0.0
0.0546875,0.6479681105840773,0.555206298828125,0.0
0.0703125,0.6480447678338914,0.555308837890625,0.0
0.0859375,0.6480422247023809,0.5549267578125,0.0
0.1015625,0.6479619344075521,0.555162353515625,0.0
0.1171875,0.6479477655319941,0.555279541015625,0.0
0.1328125,0.6480422247023809,0.5550152587890623,-0.07055664062502842
0.1484375,0.6480912708100819,0.5552505493164064,0.05889892578127842
0.1640625,0.6480026245117188,0.55558837890625,0.05291748046875
0.1796875,0.6480465843563988,0.5549560546875,-0.050048828125
0.1953125,0.6479626610165551,0.5548828125,-0.085205078125
0.2109375,0.6480643862769717,0.5551031494140624,0.03527832031247158
0.2265625,0.6481355939592633,0.555191650390625,0.005859375
0.2421875,0.6480622064499628,0.5556472778320313,0.07354736328125
0.2578125,0.6481435866582961,0.5556765747070312,0.13226318359377842
0.2734375,0.6479557582310261,0.5553530883789063,0.02050781249997158
0.2890625,0.6481392270042783,0.5554412841796875,-0.0294189453125
0.3046875,0.6480978102911086,0.5552505493164064,0.05889892578127842
0.3203125,0.6480952671595975,0.5550442504882812,0.03228759765625
0.3359375,0.6481345040457596,0.5554412841796875,0.06762695312502842
0.3515625,0.6479877290271571,0.5547653198242187,-0.08526611328125
0.3671875,0.6480342320033475,0.5553530883789063,-0.058837890625
0.3828125,0.6480040777297247,0.5553680419921875,-0.06170654296875
0.3984375,0.6479684738885789,0.5551031494140624,-0.04998779296877842
0.4140625,0.6479474022274926,0.55554443359375,0.0206298828125
0.4296875,0.6480672927129836,0.555191650390625,-0.011779785156278422
0.4453125,0.6479484921409977,0.555162353515625,0.02362060546875
0.4609375,0.6479477655319941,0.5551766967773439,-0.05291748046872158
0.4765625,0.6480760120210194,0.5552505493164064,0.09704589843752842
0.4921875,0.6480454944428944,0.555162353515625,-0.03814697265625
0.5078125,0.6480440412248883,0.5553237915039062,-0.00885009765625
0.5234375,0.6480963570731026,0.5547357177734376,-0.07348632812497158
0.5390625,0.6480298723493311,0.5553237915039062,-0.04412841796875
0.5546875,0.6480640229724702,0.5550003051757812,-0.03826904296875
0.5703125,0.6480171566917783,0.5553387451171875,0.0352783203125
0.5859375,0.6480109805152523,0.5550299072265625,-0.02935791015627842
0.6015625,0.6481345040457596,0.5547946166992187,-0.09118652343752842
0.6171875,0.6479426792689739,0.555264892578125,0.0205078125
0.6328125,0.6480026245117188,0.5547503662109377,-0.11468505859372158
0.6484375,0.6479844592866444,0.5548678588867187,0.02642822265625
0.6640625,0.6480360485258556,0.5543685913085937,-0.1910400390625
0.6796875,0.6479325067429309,0.5548095703125,-0.03814697265625
0.6953125,0.6481308710007441,0.5545449829101561,-0.15875244140627842
0.7109375,0.6479386829194569,0.5547213745117188,-0.06170654296875
0.7265625,0.6479840959821429,0.5542947387695313,-0.0999755859375
0.7421875,0.647935049874442,0.5543685913085937,-0.17926025390625
0.7578125,0.6478682018461681,0.5548239135742188,0.014709472656221578
0.7734375,0.6478932698567715,0.5546182250976562,-0.0499267578125
0.7890625,0.6480858212425595,0.55422119140625,-0.02947998046875
0.8046875,0.647994631812686,0.5547357177734376,-0.0147705078125
0.8203125,0.6480127970377604,0.5548095703125,0.05291748046877842
0.8359375,0.6480349586123512,0.55422119140625,-0.10003662109375
0.8515625,0.6479412260509666,0.55413330078125,-0.03228759765625
0.8671875,0.6478936331612724,0.5544125366210938,0.0087890625
0.8828125,0.6480858212425595,0.5544125366210938,-0.082275390625
0.8984375,0.6482140677315849,0.5542361450195312,-0.076416015625
0.9140625,0.6482682001023072,0.5539569091796875,-0.0528564453125
0.9296875,0.6480440412248883,0.5540890502929687,-0.12933349609375
0.9453125,0.6480454944428944,0.5540597534179688,-0.14996337890625
0.9609375,0.6481203351702008,0.5540890502929687,-0.02642822265625
0.9765625,0.6480778285435261,0.5542654418945312,0.02642822265625
0.9921875,0.6482122512090773,0.5543829345703124,-0.005920410156278422
1.0078125,0.6482533046177456,0.5548095703125,0.07940673828125
1.0234375,0.6481490362258191,0.5542654418945312,0.005859375
1.0390625,0.6482122512090773,0.554500732421875,0.1087646484375
1.0546875,0.6482721964518229,0.5542654418945312,0.0352783203125
1.0703125,0.6486387706938237,0.5547357177734376,0.13519287109375
1.0859375,0.648820059640067,0.5546182250976562,0.1058349609375
1.1015625,0.6486118861607143,0.5546624755859376,0.07940673828127842
1.1171875,0.648758297874814,0.5550741577148437,0.13824462890627842
1.1328125,0.6483877272832961,0.5557940673828125,0.1968994140625
1.1484375,0.6484160650344122,0.5552944946289062,0.205810546875
1.1640625,0.6483626592726928,0.5557940673828125,0.2586669921875
1.1796875,0.6486009870256689,0.5561325073242187,0.3734130859375
1.1953125,0.6485170636858258,0.555867919921875,0.2264404296875
1.2109375,0.6484988984607515,0.5562350463867187,0.3233642578125
1.2265625,0.6485181535993311,0.5572491455078125,0.5173339843749716
1.2421875,0.6486474900018594,0.5575579833984375,0.49676513671875
1.2578125,0.6487513950892857,0.5576019287109376,0.3615722656250284
1.2734375,0.6486533028738832,0.5582049560546875,0.58209228515625
1.2890625,0.6486899966285342,0.558057861328125,0.4527587890625
1.3046875,0.6485206967308408,0.5584988403320312,0.4732666015625
1.3203125,0.6488011678059896,0.5586459350585937,0.55560302734375
1.3359375,0.6485791887555811,0.5594100952148438,0.635009765625
1.3515625,0.6487717401413691,0.5592193603515625,0.39404296875
1.3671875,0.6488400413876488,0.5600131225585937,0.49102783203125
1.3828125,0.6487379528227306,0.5601596069335938,0.5115356445312216
1.3984375,0.6489820934477306,0.56118896484375,0.5968017578125
1.4140625,0.6486558460053944,0.5615856933593748,0.7055664062499716
1.4296875,0.6492273239862358,0.56201171875,0.70257568359375
1.4453125,0.6486289614722842,0.562247314453125,0.72027587890625
1.4609375,0.6484894525437128,0.5628054809570312,0.6790771484375
1.4765625,0.6483775547572544,0.56260009765625,0.6761474609375
1.4921875,0.6489464896065849,0.5638198852539062,0.7613525390625
1.5078125,0.6486907232375372,0.5641583251953124,0.7997436523437216
1.5234375,0.6485610235305059,0.565040283203125,0.770263671875
1.5390625,0.6486983526320691,0.5659515380859377,0.8731689453125568
1.5546875,0.6488044375465023,0.5658041381835938,0.75848388671875
1.5703125,0.6485995338076643,0.56687744140625,0.926025390625
1.5859375,0.6488712855747761,0.5668624877929688,0.8114013671875
1.6015625,0.6489243280319941,0.5675830078125,0.99658203125
1.6171875,0.6486823672340023,0.5679946899414063,0.8349609375000284
1.6328125,0.6485675630115334,0.56825927734375,0.8201904296875284
1.6484375,0.6487488519577753,0.5689501953125,0.781982421875
1.6640625,0.6491299583798357,0.56965576171875,0.7408447265624716
1.6796875,0.6487092517671131,0.5698760986328125,0.81439208984375
1.6953125,0.6486024402436763,0.5708755493164064,0.7996215820312784
1.7109375,0.6486849103655133,0.5716549682617188,0.95849609375
1.7265625,0.6491408575148809,0.5718014526367188,0.84368896484375
1.7421875,0.6488262358165929,0.5726394653320312,0.9289550781249716
1.7578125,0.6487430390857515,0.5728598022460938,0.92010498046875
1.7734375,0.6487423124767485,0.5737274169921875,0.9554443359375
1.7890625,0.6485810052780878,0.574256591796875,0.920166015625
1.8046875,0.6487350463867188,0.5748590087890624,0.9965820312499716
1.8203125,0.6490213303338914,0.5756088256835937,0.9466552734374716
1.8359375,0.6486765543619785,0.5759616088867188,0.861328125
1.8515625,0.6486921764555431,0.5762554931640623,0.8908081054687216
1.8671875,0.6493831816173735,0.5769168090820312,0.85546875
1.8828125,0.6486638387044271,0.5775341796875,0.93487548828125
1.8984375,0.6488651093982515,0.5779019165039062,0.83489990234375
1.9140625,0.6488204229445691,0.5786367797851562,0.8760375976562216
1.9296875,0.6492084321521571,0.5788870239257813,0.8056030273437784
1.9453125,0.6487390427362358,0.579180908203125,0.71441650390625
1.9609375,0.6493766421363467,0.5798129272460938,0.770263671875
1.9765625,0.6487172444661452,0.5800479125976562,0.7584838867187784
1.9921875,0.6493646530877977,0.5804745483398438,0.7115478515625
2.0078125,0.6489795503162202,0.581429748535156,0.7791137695312216
2.0234375,0.6486522129603794,0.5815911865234376,0.73785400390625
2.0390625,0.6489355904715401,0.5823117065429687,0.7349853515625284
2.0546875,0.6485374087379092,0.5832818603515625,0.87896728515625
