# Time (seconds),Pressure (envelope),Temperature (high-pass)
0.0078125,0.0,0.0
0.0234375,0.02276841551065445,0.0011051893234217403
0.0390625,0.04295584323699586,-0.0033393418416380882
0.0546875,0.05870237387227917,0.003340592076710891
0.0703125,0.07447656865631203,0.0018308148833625637
0.0859375,0.0851107983314886,0.014389932643521064
0.1015625,0.09386350638028168,0.017608218844792134
0.1171875,0.10095817210335567,0.011921998648279697
0.1328125,0.10501385286588569,0.011828858033840817
0.1484375,0.10786151153093988,0.004711680065803137
0.1640625,0.11128134966908802,0.011699635079938986
0.1796875,0.1126581702148007,0.005688655989654734
0.1953125,0.11185443594669842,0.021169852421895285
0.2109375,0.11384033080953299,0.021753872148615017
0.2265625,0.11382672293137387,0.014930074712239616
0.2421875,0.11495482004936068,0.02035451970045088
0.2578125,0.11545309294698093,0.018711821197538114
0.2734375,0.11539140831920601,0.01375881851652494
0.2890625,0.11236074731361505,0.021417932170386678
0.3046875,0.11038026757045526,0.020137845461992043
0.3203125,0.1093400691086373,0.020729927743083465
0.3359375,0.10900610822449536,0.030174038548523185
0.3515625,0.10611565520151135,0.017001532956378185
0.3671875,0.1045974906486833,0.0072550753243376676
0.3828125,0.10285404306319436,0.0038676874983138987
0.3984375,0.09915295510530774,0.010869805994268233
0.4140625,0.09751840193561886,0.015591702212848446
0.4296875,0.09530755304096364,0.029511852278719886
0.4453125,0.09434718673609466,0.0011822308741997745
0.4609375,0.09186220745379561,0.011157547555754377
0.4765625,0.09014324776260378,0.015142926174398497
0.4921875,0.09002633863706237,0.018347759823821974
0.5078125,0.08764453167357462,0.012663331753298479
0.5234375,0.08616405190371054,0.012927749388527587
0.5390625,0.08494750671493882,0.012826751346430854
0.5546875,0.08096086625467612,0.020122227070626053
0.5703125,0.08083803840614982,0.0251351886640947
0.5859375,0.07783419249788379,0.015696106551271072
0.6015625,0.07712202117250799,0.017428079241025074
0.6171875,0.07606374314166342,0.002129633229344563
0.6328125,0.07497483377258261,0.013202737653426055
0.6484375,0.07356469177170376,0.017535488138982203
0.6640625,0.07263179471352314,-0.0040315830307129374
0.6796875,0.07127371317621378,0.009670954246686847
0.6953125,0.07194305517172953,0.015507405817967168
0.7109375,0.07218372449709823,-0.0005103045515788551
0.7265625,0.07144254903097853,-0.0005063177972708388
0.7421875,0.07061137106958479,0.008006081642918161
0.7578125,0.06871712251523936,0.00941964315794408
0.7734375,0.06762294347766849,0.003797396208987891
0.7890625,0.06500596552105377,0.011534333474628511
0.8046875,0.06257718102426729,0.014404009339969548
0.8203125,0.059301643794495075,0.0028308161288777
0.8359375,0.057261807749402066,0.005397568519043716
0.8515625,0.05693304087781694,-0.0064761815775717935
0.8671875,0.05648731588871352,0.008365783029173457
0.8828125,0.05666618199906369,0.012357832728408624
0.8984375,0.05417269483001726,0.011156097836792611
0.9140625,0.05285158091773209,0.01735943621810776
0.9296875,0.0534955192814279,0.006868343057952586
0.9453125,0.051901374613356525,0.004225815986639958
0.9609375,0.050573802977204055,0.00899961837715324
0.9765625,0.04921834785211588,0.01631742378778256
0.9921875,0.04834888790680221,0.012503456239727484
1.0078125,0.04713609252990228,0.009438415352356344
1.0234375,0.04584867756422088,0.011582626169154508
1.0390625,0.0457190231164898,0.01038694757878389
1.0546875,0.04601456819135414,0.010305799550824446
1.0703125,0.04460386105639059,0.012079884014021047
1.0859375,0.04304824154349381,0.027874498891868882
1.1015625,0.042284484097068156,0.011018331198808795
1.1171875,0.040588560216949544,0.009085221754016715
1.1328125,0.037518876974566365,0.011610681390124
1.1484375,0.03753915692755327,0.003753368518239597
1.1640625,0.0357115349690517,0.003724045326691794
1.1796875,0.034567488678609745,-0.004442572905382747
1.1953125,0.03364646802041334,0.007423716287998872
1.2109375,0.034315332419617185,0.00922031702668491
1.2265625,0.03439927345969257,0.007293684777728515
1.2421875,0.03387751226526817,0.01685033602122843
1.2578125,0.03237003887477337,0.011540956488708787
1.2734375,0.029817953332730997,0.011087442851589913
1.2890625,0.028934108547876355,0.01468730987902589
1.3046875,0.030040828533775148,0.004966501904661413
1.3203125,0.028162419675765226,-0.0013552244972458993
1.3359375,0.026616027328143155,0.02268187629381302
1.3515625,0.027350024093519887,0.016221748529495983
1.3671875,0.02625613951436718,0.012393388864616384
1.3828125,0.02596300910420983,0.0086025080495169
1.3984375,0.024921291289088633,0.00853530095537991
1.4140625,0.022852047201218785,0.005137911366613679
1.4296875,0.023735370095305183,0.024325037745711597
1.4453125,0.024057065241971414,0.007875089712175765
1.4609375,0.021921508628864567,0.02074276669989672
1.4765625,0.021901919347811678,0.013555948820403785
1.4921875,0.02160381335092408,0.015304641492434712
1.5078125,0.021328671359917374,0.02146799958654455
1.5234375,0.01963339276847369,0.011315727979511081
1.5390625,0.019517491352950216,0.01751024946045021
1.5546875,0.019923075592304825,0.0048151692148792336
1.5703125,0.019524568607624335,0.01992470026822346
1.5859375,0.02041632685218508,0.017558659900526408
1.6015625,0.02107304550574732,0.017792402574485777
1.6171875,0.021552019648517072,0.01062106462483925
1.6328125,0.02100354429346712,0.008698628615047
1.6484375,0.02093453205273788,0.011953808339153937
1.6640625,0.020392781600358807,0.013707447943804851
1.6796875,0.020667813804475268,0.01211667968899377
1.6953125,0.020523700877996928,0.006480931932024703
1.7109375,0.01883642007710936,0.0193746403571744
1.7265625,0.017888024087054394,0.01625591834389084
1.7421875,0.016226012016379167,0.016128918981827667
1.7578125,0.015465444571807548,0.020438808675756093
1.7734375,0.013367780009749333,0.025093516850773767
1.7890625,0.012601500449337265,0.025268393454815907
1.8046875,0.01637060059914111,0.016562540298551198
1.8203125,0.016381100367512145,0.024192180086103576
1.8359375,0.014675410165671064,0.01809874256772659
1.8515625,0.01556652730952766,0.033482985198581616
1.8671875,0.015498828199718973,0.025818144867745474
1.8828125,0.016209015695216114,0.020817193822939117
1.8984375,0.015718514223571352,0.03137338197544537
