t,i
0.00000000,5.695
0.00000500,5.686
0.00001000,5.663
0.00001500,5.644
0.00002000,5.609
0.00002500,5.580
0.00003000,5.548
0.00003500,5.522
0.00004000,5.529
0.00004500,5.487
0.00005000,5.487
0.00005500,5.485
0.00006000,5.440
0.00006500,5.444
0.00007000,5.438
0.00007500,5.395
0.00008000,5.380
0.00008500,5.379
0.00009000,5.342
0.00009500,5.311
0.00010000,5.286
0.00010500,5.274
0.00011000,5.247
0.00011500,5.222
0.00012000,5.222
0.00012500,5.198
0.00013000,5.175
0.00013500,5.162
0.00014000,5.166
0.00014500,5.116
0.00015000,5.087
0.00015500,5.083
0.00016000,5.086
0.00016500,5.080
0.00017000,5.057
0.00017500,5.001
0.00018000,4.992
0.00018500,4.966
0.00019000,4.955
0.00019500,4.967
0.00020000,4.945
0.00020500,4.906
0.00021000,4.895
0.00021500,4.863
0.00022000,4.861
0.00022500,4.824
0.00023000,4.828
0.00023500,4.826
0.00024000,4.799
0.00024500,4.788
0.00025000,4.755
0.00025500,4.730
0.00026000,4.711
0.00026500,4.697
0.00027000,4.679
0.00027500,4.672
0.00028000,4.642
0.00028500,4.633
0.00029000,4.627
0.00029500,4.608
0.00030000,4.594
0.00030500,4.580
0.00031000,4.530
0.00031500,4.548
0.00032000,4.521
0.00032500,4.478
0.00033000,4.469
0.00033500,4.430
0.00034000,4.418
0.00034500,4.396
0.00035000,4.399
0.00035500,4.368
0.00036000,4.349
0.00036500,4.345
0.00037000,4.330
0.00037500,4.301
0.00038000,4.274
0.00038500,4.256
0.00039000,4.262
0.00039500,4.263
0.00040000,4.238
0.00040500,4.201
0.00041000,4.185
0.00041500,4.175
0.00042000,4.153
0.00042500,4.176
0.00043000,4.132
0.00043500,4.133
0.00044000,4.116
0.00044500,4.075
0.00045000,4.059
0.00045500,4.033
0.00046000,4.038
0.00046500,4.009
0.00047000,4.022
0.00047500,4.005
0.00048000,3.972
0.00048500,3.940
0.00049000,3.939
0.00049500,3.909
0.00050000,3.892
0.00050500,3.873
0.00051000,3.872
0.00051500,3.864
0.00052000,3.828
0.00052500,3.828
0.00053000,3.807
0.00053500,3.781
0.00054000,3.778
0.00054500,3.757
0.00055000,3.769
0.00055500,3.737
0.00056000,3.714
0.00056500,3.701
0.00057000,3.670
0.00057500,3.656
0.00058000,3.639
0.00058500,3.640
0.00059000,3.614
0.00059500,3.596
0.00060000,3.573
0.00060500,3.573
0.00061000,3.549
0.00061500,3.545
0.00062000,3.517
0.00062500,3.519
0.00063000,3.472
0.00063500,3.482
0.00064000,3.455
0.00064500,3.427
0.00065000,3.415
0.00065500,3.432
0.00066000,3.389
0.00066500,3.403
0.00067000,3.360
0.00067500,3.346
0.00068000,3.336
0.00068500,3.283
0.00069000,3.272
0.00069500,3.266
0.00070000,3.259
0.00070500,3.254
0.00071000,3.233
0.00071500,3.241
0.00072000,3.203
0.00072500,3.185
0.00073000,3.171
0.00073500,3.150
0.00074000,3.156
0.00074500,3.150
0.00075000,3.131
0.00075500,3.123
0.00076000,3.100
0.00076500,3.094
0.00077000,3.075
0.00077500,3.083
0.00078000,3.047
0.00078500,3.026
0.00079000,2.994
0.00079500,2.982
0.00080000,2.960
0.00080500,2.956
0.00081000,2.947
0.00081500,2.925
0.00082000,2.920
0.00082500,2.907
0.00083000,2.903
0.00083500,2.880
0.00084000,2.875
0.00084500,2.853
0.00085000,2.851
0.00085500,2.839
0.00086000,2.834
0.00086500,2.809
0.00087000,2.792
0.00087500,2.754
0.00088000,2.773
0.00088500,2.757
0.00089000,2.730
0.00089500,2.731
0.00090000,2.711
0.00090500,2.692
0.00091000,2.690
0.00091500,2.657
0.00092000,2.642
0.00092500,2.634
0.00093000,2.619
0.00093500,2.595
0.00094000,2.590
0.00094500,2.552
0.00095000,2.533
0.00095500,2.508
0.00096000,2.529
0.00096500,2.471
0.00097000,2.491
0.00097500,2.465
0.00098000,2.470
0.00098500,2.457
0.00099000,2.431
0.00099500,2.402
0.00100000,2.415
0.00100500,2.391
0.00101000,2.383
0.00101500,2.378
0.00102000,2.345
0.00102500,2.328
0.00103000,2.299
0.00103500,2.295
0.00104000,2.273
0.00104500,2.246
0.00105000,2.227
0.00105500,2.229
0.00106000,2.206
0.00106500,2.160
0.00107000,2.171
0.00107500,2.147
0.00108000,2.143
0.00108500,2.139
0.00109000,2.105
0.00109500,2.079
0.00110000,2.071
0.00110500,2.054
0.00111000,2.038
0.00111500,2.031
0.00112000,1.997
0.00112500,1.988
0.00113000,1.971
0.00113500,1.970
0.00114000,1.916
0.00114500,1.933
0.00115000,1.896
0.00115500,1.902
0.00116000,1.830
0.00116500,1.833
0.00117000,1.840
0.00117500,1.802
0.00118000,1.793
0.00118500,1.784
0.00119000,1.747
0.00119500,1.737
0.00120000,1.714
0.00120500,1.709
0.00121000,1.702
0.00121500,1.671
0.00122000,1.650
0.00122500,1.648
0.00123000,1.618
0.00123500,1.603
0.00124000,1.585
0.00124500,1.578
0.00125000,1.543
0.00125500,1.531
0.00126000,1.497
0.00126500,1.510
0.00127000,1.478
0.00127500,1.468
0.00128000,1.437
0.00128500,1.434
0.00129000,1.410
0.00129500,1.406
0.00130000,1.377
0.00130500,1.348
0.00131000,1.343
0.00131500,1.329
0.00132000,1.298
0.00132500,1.281
0.00133000,1.232
0.00133500,1.244
0.00134000,1.249
0.00134500,1.223
0.00135000,1.202
0.00135500,1.184
0.00136000,1.169
0.00136500,1.150
0.00137000,1.144
0.00137500,1.100
0.00138000,1.073
0.00138500,1.084
0.00139000,1.074
0.00139500,1.047
0.00140000,1.036
0.00140500,1.016
0.00141000,0.994
0.00141500,0.974
0.00142000,0.968
0.00142500,0.970
0.00143000,0.943
0.00143500,0.920
0.00144000,0.904
0.00144500,0.872
0.00145000,0.870
0.00145500,0.857
0.00146000,0.846
0.00146500,0.834
0.00147000,0.781
0.00147500,0.794
0.00148000,0.780
0.00148500,0.754
0.00149000,0.745
0.00149500,0.731
0.00150000,0.684
0.00150500,0.651
0.00151000,0.641
0.00151500,0.632
0.00152000,0.590
0.00152500,0.579
0.00153000,0.569
0.00153500,0.563
0.00154000,0.519
0.00154500,0.505
0.00155000,0.484
0.00155500,0.469
0.00156000,0.453
0.00156500,0.436
0.00157000,0.410
0.00157500,0.405
0.00158000,0.388
0.00158500,0.341
0.00159000,0.329
0.00159500,0.322
0.00160000,0.304
0.00160500,0.309
0.00161000,0.286
0.00161500,0.260
0.00162000,0.221
0.00162500,0.221
0.00163000,0.210
0.00163500,0.182
