Time [s],ia [A],ib [A],ic [A],ua [V],ub [V],uc [V]
0.0,3.695004498,8.201233966,-11.89623846,-69.95492554,78.214788,-8.25986246
0.00025,2.770152058,8.891309448,-11.66146151,-73.61132813,74.95417164,-1.342843511
0.0005,1.827734995,9.535269037,-11.36300403,-76.86135101,71.06235111,5.798999905
0.00075,0.909227363,10.09460665,-11.00383402,-80.37002563,67.47883858,12.89118706
0.001,-0.037908553,10.6002108,-10.56230225,-82.84764862,63.15373814,19.69391048
0.00125,-0.972557053,11.03346538,-10.06090832,-85.08637238,58.6649063,26.42146607
0.0015,-1.87650389,11.38167595,-9.505172061,-87.33125305,54.3242919,33.00696115
0.00175,-2.825049364,11.72396492,-8.898915557,-88.0451355,48.02524816,40.01988734
0.002,-3.762491222,11.96132405,-8.198832824,-87.80263519,41.99059355,45.81204164
0.00225,-4.675090765,12.13860211,-7.463511343,-87.15428162,35.44933445,51.70494717
0.0025,-5.530319895,12.20841469,-6.678094798,-86.47240448,29.51444079,56.95796369
0.00275,-6.395465737,12.23379966,-5.838333927,-84.32739258,22.49470746,61.83268512
0.003,-7.175122244,12.18048975,-5.005367501,-82.83934021,15.73465839,67.10468182
0.00325,-7.908445516,12.02013504,-4.111689528,-80.66363525,9.497254419,71.16638084
0.0035,-8.594390839,11.80943075,-3.215039912,-78.13388824,2.749166627,75.38472162
0.00375,-9.243652444,11.52553109,-2.281878642,-74.69390869,-4.128356199,78.82226489
0.004,-9.820991819,11.16801189,-1.347020072,-71.16634369,-10.82118315,81.98752684
0.00425,-10.32125109,10.75548841,-0.434237312,-67.74123383,-17.58718052,85.32841435
0.0045,-10.74449689,10.26892339,0.475573502,-64.20274353,-24.00407398,88.20681751
0.00475,-11.1500921,9.729894708,1.420197394,-59.08042145,-30.84013204,89.92055349
0.005,-11.45492846,9.107514222,2.347414239,-54.26026917,-36.81358372,91.07385288
0.00525,-11.72766764,8.436054176,3.291613462,-48.14855576,-42.97731879,91.12587454
0.0055,-11.92123212,7.701552571,4.219679553,-41.83239365,-48.61712239,90.44951604
0.00575,-12.04620148,6.914163678,5.132037798,-35.08486557,-53.88727275,88.97213832
0.006,-12.08763875,6.096311758,5.991326995,-28.44937706,-58.98175924,87.4311363
0.00625,-12.02051716,5.241649806,6.778867355,-22.53923607,-63.47450188,86.01373794
0.0065,-11.9178694,4.347216279,7.570653122,-15.42837143,-67.71769601,83.14606744
0.00675,-11.76557387,3.445590154,8.319983719,-7.735636234,-72.08712651,79.82276274
0.007,-11.49787948,2.521116543,8.976762933,-1.101405621,-75.66781161,76.76921723
0.00725,-11.16528108,1.580988052,9.584293032,5.694639683,-78.82570699,73.13106731
0.0075,-10.76987584,0.633667159,10.13620868,12.59453773,-81.59247963,68.9979419
0.00775,-10.33701682,-0.286575386,10.62359221,19.95247841,-84.66053047,64.70805206
0.008,-9.817198375,-1.228395591,11.04559397,26.7594738,-86.6057091,59.8462353
0.00825,-9.19940026,-2.196448364,11.39584862,32.66781235,-87.10418178,54.43636943
0.0085,-8.573863821,-3.136999894,11.71086372,39.55329132,-87.68499776,48.13170644
0.00875,-7.843918123,-4.085589374,11.9295075,45.04579926,-86.82330368,41.77750443
0.009,-7.065494192,-5.011333481,12.07682767,50.26345062,-85.36935148,35.10590086
0.00925,-6.278800541,-5.87784188,12.15664242,55.88048172,-84.17513583,28.29465411
0.0095,-5.45747647,-6.673692192,12.13116866,61.00733566,-83.14342291,22.13608725
0.00975,-4.583483373,-7.462351907,12.04583528,65.50965118,-80.82482193,15.31517075
0.01,-3.676652807,-8.208276138,11.88492895,69.50753021,-77.91077922,8.403249005
0.01025,-2.745471035,-8.90935308,11.65482412,73.0693512,-74.39259964,1.323248447
0.0105,-1.828876463,-9.531310011,11.36018647,76.82663727,-71.10350473,-5.723132535
0.01075,-0.90016936,-10.08768608,10.98785544,80.04312897,-67.50393802,-12.53919095
0.011,0.016405104,-10.59159836,10.57519326,83.30901337,-63.44067794,-19.86833543
0.01125,0.968831985,-11.04008471,10.07125273,85.19787598,-58.53651406,-26.66136192
0.0115,1.88125795,-11.39210388,9.51084593,87.24739838,-54.0604956,-33.18690278
0.01175,2.818865869,-11.70477508,8.885909213,88.02827454,-48.40249687,-39.62577767
0.012,3.774909098,-11.96540485,8.190495748,87.46867371,-41.79803552,-45.67063818
0.01225,4.669267033,-12.13845182,7.469184787,87.26516724,-35.47272549,-51.79244175
0.0125,5.508771805,-12.21291775,6.704145949,87.03388214,-29.56802651,-57.46585563
0.01275,6.379834605,-12.24591909,5.866084483,84.79634094,-22.36050703,-62.43583391
0.013,7.148101312,-12.17145404,5.023352724,83.45726013,-16.08309832,-67.37416181
0.01325,7.887315907,-12.02633118,4.13901527,81.24727631,-9.5171602,-71.73011611
0.0135,8.595343806,-11.81393457,3.218590762,78.12935638,-2.636470433,-75.49288595
0.01375,9.219974755,-11.53172683,2.311752071,75.34922028,4.093051375,-79.44227165
