spi_time,die_temp_filtered,dqCommand_combined,outputSpeed_rpm
5320.0,0.7173913043478262,0.6544409969939706,0.6603858232391207
5330.0,0.7173913043478262,0.6542392319993375,0.6608344549125168
5340.0,0.7173913043478262,0.654182565279582,0.6624046657694033
5350.0,0.7043478260869565,0.6560675337031792,0.6626289816061014
5360.0,0.7173913043478262,0.6536814818102505,0.6603858232391207
5370.0,0.7173913043478262,0.651225101773313,0.6722745625841184
5380.0,0.7173913043478262,0.6513541731055226,0.6733961417676088
5390.0,0.7173913043478262,0.6512655678226887,0.6724988784208165
5400.0,0.7260869565217392,0.6508463617152396,0.6727231942575146
5410.0,0.7173913043478262,0.6520067549566124,0.6718259309107223
5420.0,0.7260869565217392,0.6513541731055226,0.6738447734410049
5430.0,0.7260869565217392,0.6482790239348093,0.6953790937640197
5440.0,0.7173913043478262,0.6490044891712519,0.6942575145805293
5450.0,0.7173913043478262,0.6485037797800539,0.6942575145805293
5460.0,0.7173913043478262,0.6485704196239431,0.6960520412741139
5470.0,0.7173913043478262,0.648977010147612,0.6967249887842082
5480.0,0.7173913043478262,0.6490989762647961,0.6951547779273216
5490.0,0.7043478260869565,0.6535151521946834,0.7173620457604306
5500.0,0.7260869565217392,0.6521940661713708,0.7175863615971287
5510.0,0.7173913043478262,0.6529883309738542,0.7180349932705249
5520.0,0.7173913043478262,0.6523976153630603,0.7171377299237326
5530.0,0.7260869565217392,0.6523595565554314,0.7178106774338268
5540.0,0.7173913043478262,0.6529883309738542,0.7171377299237326
5550.0,0.7260869565217392,0.663659844659372,0.7391206819201436
5560.0,0.7260869565217392,0.6630207917582754,0.7411395244504262
5570.0,0.7260869565217392,0.6640129853590405,0.7402422611036339
5580.0,0.7260869565217392,0.6663961145064621,0.7386720502467474
5590.0,0.7260869565217392,0.6641291425206709,0.74069089277703
