Time (seconds),Left,Center,Up,Right,Down
0.0166228,0.0,0.0,0.0,0.0,0.0
0.0665104,0.0,0.0,0.0,0.0,0.0
0.1160614,0.0,0.0,0.0,0.0,0.0
0.1659937,0.0,0.0,0.0,0.0,0.0
0.215281,0.0,0.0,0.0,0.0,0.0
0.2652938,0.0,0.0,0.0,0.0,0.0
0.3149724,0.0,0.0,0.0,0.0,0.0
0.3642738,0.0,0.0,0.0,0.0,0.0
0.4137304,0.0,0.0,0.0,0.0,0.0
0.4635882,0.0,0.0,0.0,0.0,0.0
0.5132098,0.0,0.0,0.0,0.0,0.0
0.5628612,0.0,0.0,0.0,0.0,0.0
0.612946,0.0,0.0,0.0,0.0,0.0
0.662421,0.0,0.0,0.0,0.0,0.0
0.7122788,0.0,0.0,0.0,0.0,0.0
0.761492,0.0,0.0,0.0,0.0,0.0
0.8118303,0.0,0.0,0.0,0.0,0.0
0.8614697,0.0,0.0,0.0,0.0,0.0
0.9107192,0.0,0.0,0.0,0.0,0.0
0.9601095,0.0,0.0,0.0,0.0,0.0
1.0096202,0.0,0.0,0.0,0.0,0.0
1.0597532,0.0,0.0,0.0,0.0,0.0
1.1098962,0.0,0.0,0.0,0.0,0.0
1.1591854,0.0,0.0,0.0,0.0,0.0
1.2085505,0.0,0.0,0.0,0.0,0.0
1.2582934,0.0,0.0,0.0,0.0,0.0
1.3085227,0.0,0.0,0.0,0.0,0.0
1.3573272,0.0,0.0,0.0,0.0,0.0
1.4078481,0.0,0.0,0.0,0.0,0.0
1.4568403,0.0,0.0,0.0,0.0,0.0
1.5070302,0.0,0.0,0.0,0.0,0.0
1.5567472,0.0,0.0,0.0,0.0,0.0
1.6059911,0.0,0.0,0.0,0.0,0.0
1.6562464,0.0,0.0,0.0,0.0,0.0
1.7056935,0.0,0.0,0.0,0.0,0.0
1.7556098,0.0,0.0,0.0,0.0,0.0
1.8045731,0.0755556,0.0,0.0,0.0,0.0
1.8548131,0.1511111,0.0,0.0,0.0,0.0
1.9040673,0.3511111,0.0,0.0,0.0,0.0
1.9539735,0.5844445,0.0,0.0,0.0,0.0
2.0034683,0.7711111,0.0,0.1,0.0,0.0
2.0535955,0.8044444,0.0,0.5355555,0.0,0.0
2.1029463,0.8088889,0.2466667,0.78,0.0,0.0
2.1529965,0.8088889,0.6977777,0.8111111,0.0,0.0
2.2024415,0.8088889,0.8022223,0.8133333,0.0888889,0.0
2.2523308,0.8111111,0.8155556,0.8133333,0.52,0.0
2.3018882,0.6444445,0.8155556,0.8155556,0.78,0.0
2.3518991,0.1644444,0.8155556,0.8155556,0.8133333,0.0
2.4018083,0.0,0.8177778,0.8155556,0.8177778,0.0
2.4510202,0.0,0.1888889,0.3044444,0.8177778,0.0
2.5008938,0.0,0.0,0.0,0.1577778,0.0
2.551384,0.0,0.0,0.0,0.0,0.0
2.6001534,0.0,0.0,0.0,0.0,0.0
2.6497505,0.0,0.0,0.0,0.0,0.0
2.6998568,0.0,0.0,0.0,0.0,0.0
2.7498546,0.0,0.0,0.0,0.0,0.0
2.7990279,0.0,0.0,0.0,0.0,0.0
2.8484826,0.0,0.0,0.0,0.0,0.0
2.8987935,0.0,0.0,0.0,0.0,0.0
2.9480162,0.0,0.0,0.0,0.0,0.0
2.9977691,0.0,0.0,0.0,0.0,0.0
3.0476317,0.0,0.0,0.0,0.0,0.0
3.0975688,0.0,0.0,0.0,0.0,0.0
3.1470451,0.0,0.0,0.0,0.0,0.0
3.1971824,0.0,0.0,0.0,0.0,0.0
3.2469068,0.0,0.0,0.0,0.0,0.0
3.2963698,0.0,0.0,0.0,0.0,0.0
3.3460338,0.0,0.0,0.0,0.0,0.0
3.3952682,0.0,0.0,0.0,0.0,0.0
3.4452035,0.0,0.0,0.0,0.0,0.0
3.4951539,0.0,0.0,0.0,0.0,0.0
3.5444276,0.0,0.0,0.0,0.0,0.0
3.594934,0.0,0.0,0.0,0.0,0.0
3.64449,0.0,0.0,0.0,0.0,0.0
3.6937006,0.0,0.0,0.0,0.0,0.0
3.7439346,0.0,0.0,0.0,0.0,0.0
3.7930143,0.0,0.0,0.0,0.0,0.0
3.8429742,0.0,0.0,0.0,0.0,0.0
3.8929868,0.0,0.0,0.0,0.0,0.0
3.9417641,0.0,0.0,0.0,0.0,0.0
3.9923484,0.0,0.0,0.0,0.0,0.0
4.0418966,0.1155556,0.0,0.0,0.0,0.0
