Time (seconds),right-pad,center-pad,down-pad,left-pad,top-pad
0.016995,0.1022222,0.0977778,0.0911111,0.1,0.1044444
0.0665202,0.1044444,0.1022222,0.1,0.1066667,0.1066667
0.1163917,0.1066667,0.1088889,0.1022222,0.1111111,0.1155556
0.1665828,0.1133333,0.1133333,0.1088889,0.1133333,0.1177778
0.2167733,0.1111111,0.1111111,0.1111111,0.12,0.1222222
0.266844,0.1111111,0.1133333,0.1133333,0.1177778,0.1222222
0.316632,0.1133333,0.1111111,0.1111111,0.1222222,0.1222222
0.3662064,0.1177778,0.1133333,0.1111111,0.12,0.1222222
0.4162686,0.1155556,0.1133333,0.1111111,0.12,0.1222222
0.4659653,0.1111111,0.1111111,0.1088889,0.12,0.1222222
0.5156949,0.1111111,0.1111111,0.1111111,0.12,0.1244444
0.5663066,0.1133333,0.1133333,0.1111111,0.12,0.1244444
0.6157651,0.1133333,0.1133333,0.1111111,0.1222222,0.1244444
0.6658261,0.1155556,0.1111111,0.1111111,0.1222222,0.1222222
0.7153776,0.1155556,0.1133333,0.1133333,0.12,0.1244444
0.7651196,0.1133333,0.1133333,0.1133333,0.12,0.1222222
0.814847,0.1155556,0.1133333,0.1088889,0.12,0.1244444
0.8649201,0.1177778,0.1133333,0.1088889,0.1222222,0.1244444
0.914407,0.1155556,0.1133333,0.1088889,0.1222222,0.1244444
0.9644794,0.1155556,0.1177778,0.1155556,0.12,0.1222222
1.015233,0.1155556,0.1155556,0.1155556,0.1288889,0.1244444
1.0650671,0.1155556,0.1133333,0.1088889,0.1244444,0.1266667
1.1149549,0.1155556,0.1133333,0.1088889,0.12,0.1222222
1.1649013,0.1133333,0.12,0.1133333,0.1177778,0.1244444
1.215117,0.1133333,0.1155556,0.1133333,0.1244444,0.1288889
1.2651253,0.1133333,0.1155556,0.1111111,0.1244444,0.1266667
1.3145049,0.1177778,0.1155556,0.1133333,0.12,0.1266667
1.3639855,0.12,0.1133333,0.1133333,0.1244444,0.1288889
1.4140377,0.1177778,0.1177778,0.1133333,0.1244444,0.1288889
1.4637735,0.1155556,0.1133333,0.1111111,0.1244444,0.1288889
1.5132279,0.1133333,0.1111111,0.1111111,0.1222222,0.1266667
1.5637836,0.1066667,0.1066667,0.1088889,0.12,0.1266667
1.6134176,0.1022222,0.0977778,0.1,0.1111111,0.1222222
1.6622815,0.0977778,0.0955556,0.0955556,0.1044444,0.1111111
1.7128694,0.0977778,0.0933333,0.0933333,0.1022222,0.1066667
1.7630553,0.0955556,0.0911111,0.0911111,0.1,0.1066667
1.8127623,0.0977778,0.0933333,0.0911111,0.1,0.1066667
1.8627477,0.0977778,0.0955556,0.0955556,0.1022222,0.1066667
1.9125121,0.1066667,0.1022222,0.1,0.1088889,0.1155556
1.9622071,0.1133333,0.1088889,0.1088889,0.1177778,0.1244444
2.0128284,0.1222222,0.1155556,0.1133333,0.1244444,0.1311111
2.0619576,0.1311111,0.1266667,0.1244444,0.1377778,0.1422222
2.111902,0.1466667,0.1444445,0.1422222,0.1533333,0.16
2.1622779,0.2,0.1955556,0.2022222,0.2155555,0.2244444
2.2117269,0.3266667,0.3222222,0.32,0.3422222,0.36
2.2618501,0.4,0.3977778,0.3955556,0.4222222,0.4288889
2.3110623,0.4288889,0.4266667,0.4222222,0.4511111,0.4577778
2.3626149,0.4466667,0.4422222,0.44,0.4688889,0.4755556
2.4117861,0.52,0.5177778,0.5133333,0.5488889,0.7888889
2.4616141,0.5822222,0.5822222,0.5777778,0.6244444,1.0977777
2.5116224,0.6222222,0.6222222,0.6155556,0.7711111,1.2488889
2.5609322,0.6488889,0.6488889,0.6422222,0.8955556,1.3466667
2.6110792,0.6666667,0.6666667,0.6577778,0.9822222,1.4222223
2.661449,0.6844444,0.6888889,0.6755555,1.0666667,1.4844445
2.7106779,0.7022222,0.7088889,0.6911111,1.1333333,1.5088888
2.7611866,0.7088889,0.7155555,0.6955556,1.1733333,1.5133333
2.8106494,0.7133333,0.7266667,0.7,1.2044444,1.5155555
2.8607306,0.7222222,0.7355555,0.7088889,1.2244444,1.5155555
2.9105451,0.7244444,0.7355555,0.7088889,1.2333333,1.5177778
2.9607587,0.7288889,0.7466667,0.7155555,1.2466667,1.5177778
3.0105429,0.74,0.7577778,0.72,1.2666667,1.5177778
3.0600438,0.7422222,0.7622222,0.72,1.2777778,1.5155555
3.1099651,0.7488889,0.78,0.7288889,1.2933333,1.5155555
3.1598577,0.7622222,0.8133333,0.7377778,1.3133334,1.5155555
3.209795,0.7688889,0.8288889,0.7422222,1.3266667,1.5177778
3.259331,0.7755556,0.8466667,0.7466667,1.3311111,1.5177778
3.3098769,0.7866667,0.8755556,0.7533333,1.3377777,1.5177778
3.3594022,0.8,0.9,0.7555556,1.34,1.5177778
3.4095283,0.82,0.9488889,0.7577778,1.3444444,1.5177778
3.4596267,0.8488889,0.9888889,0.7688889,1.3466667,1.5177778
3.5098567,0.8933333,1.0288889,0.78,1.3488889,1.5177778
3.5586348,0.9155555,1.0488889,0.8,1.3488889,1.5177778
3.6088128,0.9533333,1.0577778,0.8111111,1.3533334,1.5177778
3.6588311,0.9644445,1.0688889,0.8155556,1.3577778,1.5177778
3.7084899,0.9711111,1.0866667,0.8355556,1.3622222,1.5177778
3.7586846,1.0022222,1.1044445,0.84,1.3666667,1.5177778
3.8089471,1.0044445,1.1222222,0.8333333,1.3711112,1.5177778
3.8584213,0.9977778,1.1244445,0.8488889,1.3711112,1.5177778
3.9085321,1.0133333,1.1333333,0.8533334,1.3711112,1.5177778
3.9578769,1.0177778,1.1355555,0.8555555,1.3688889,1.5177778
4.0084329,1.0155555,1.1422222,0.8622222,1.3711112,1.5155555
4.0584059,1.0311111,1.1466666,0.8622222,1.3711112,1.5155555
4.1080046,1.0355556,1.1511111,0.8666667,1.3733333,1.5177778
4.1577499,1.0333333,1.1622223,0.8666667,1.3733333,1.5155555
4.207232,1.04,1.16,0.8666667,1.3733333,1.5155555
4.2581396,1.0466666,1.1622223,0.8666667,1.3733333,1.5155555
4.3073668,1.0511111,1.1644444,0.8688889,1.3733333,1.5155555
4.3574917,1.0488889,1.16,0.8688889,1.3688889,1.5155555
4.4075656,1.0733334,1.1644444,0.8666667,1.3711112,1.5177778
4.4570265,1.0866667,1.16,0.88,1.3711112,1.5177778
4.5073256,1.0822222,1.1666666,0.8644444,1.3733333,1.5155555
4.5572484,1.1133333,1.1711111,0.8822222,1.3711112,1.5155555
4.6069179,1.1466666,1.1755556,0.88,1.3688889,1.5177778
4.656512,1.1666666,1.1799999,0.88,1.3711112,1.5177778
4.7068467,1.1755556,1.1844444,0.8733333,1.3688889,1.5177778
4.7566283,1.1799999,1.1888889,0.8822222,1.3711112,1.5177778
4.8068807,1.1888889,1.1955556,0.8822222,1.3711112,1.5177778
4.8559103,1.1955556,1.2022222,0.8911111,1.3711112,1.5155555
4.9062574,1.1933334,1.2133334,0.8955556,1.3711112,1.5155555
4.9562471,1.2022222,1.2088889,0.8955556,1.3733333,1.5155555
5.0063808,1.2022222,1.2288889,0.9288889,1.3733333,1.5177778
5.0555038,1.2111111,1.2377778,0.9533333,1.3733333,1.5177778
5.1056466,1.2177777,1.2266667,0.96,1.3733333,1.5177778
5.1554356,1.2222222,1.2266667,0.9355556,1.3733333,1.5155555
5.2058156,1.2066667,1.2088889,0.8955556,1.3733333,1.5155555
5.2555468,1.1644444,1.1733333,0.8488889,1.3711112,1.5155555
5.3054056,1.0555556,1.1044445,0.8244445,1.3666667,1.5177778
5.3556545,0.8955556,0.8911111,0.78,1.3355556,1.5177778
5.4050491,0.7688889,0.7577778,0.7311111,1.2644445,1.5133333
5.4549084,0.7066666,0.7088889,0.7,1.2222222,1.4866667
5.5048106,0.6755555,0.6888889,0.6777778,1.1844444,1.46
5.5548692,0.6511111,0.6577778,0.6488889,1.0355556,1.4044445
5.6048112,0.5377778,0.5422222,0.54,0.6133333,0.9044445
5.6541715,0.4,0.3933333,0.3933333,0.4244444,0.4644445
5.7045946,0.32,0.3244444,0.32,0.3422222,0.3511111
5.7544138,0.2444444,0.24,0.2422222,0.2688889,0.2844445
5.8043287,0.1977778,0.1933333,0.1933333,0.2088889,0.2222222
5.8540795,0.18,0.1711111,0.1733333,0.1844444,0.1955556
5.9045594,0.18,0.1733333,0.1711111,0.1844444,0.1955556
5.9518769,0.1711111,0.1666667,0.1666667,0.18,0.1866667
6.0041308,0.1622222,0.1555556,0.1555556,0.1666667,0.1755556
6.0540903,0.1488889,0.1422222,0.1444445,0.1577778,0.1666667
6.1038549,0.1355556,0.1311111,0.1311111,0.1444445,0.1533333
6.1537006,0.1288889,0.1244444,0.1222222,0.1333333,0.1422222
6.2035756,0.1266667,0.12,0.12,0.1288889,0.1377778
6.2534013,0.1222222,0.1177778,0.1177778,0.1288889,0.1355556
6.3030627,0.1177778,0.1111111,0.1111111,0.1222222,0.1288889
6.3530996,0.1111111,0.1066667,0.1066667,0.1155556,0.1244444
6.4031577,0.1044444,0.1,0.1,0.1088889,0.1155556
6.4526117,0.0911111,0.0866667,0.0844444,0.0955556,0.1022222
6.5031786,0.0866667,0.0822222,0.0822222,0.0911111,0.0955556
6.5529966,0.0822222,0.08,0.0777778,0.0866667,0.0911111
6.6033006,0.0822222,0.08,0.0755556,0.0844444,0.0933333
6.6528533,0.0822222,0.0777778,0.0755556,0.0844444,0.0933333
6.7027664,0.0755556,0.0755556,0.0733333,0.08,0.0866667
6.7528355,0.0733333,0.0733333,0.0711111,0.08,0.0844444
6.8023717,0.0733333,0.0733333,0.0688889,0.08,0.0844444
6.8514524,0.0755556,0.0733333,0.0733333,0.08,0.0844444
6.9027905,0.0777778,0.0755556,0.0755556,0.0822222,0.0844444
6.9523463,0.08,0.0777778,0.0755556,0.0822222,0.0888889
7.001826,0.0822222,0.08,0.0755556,0.0844444,0.0888889
7.0515125,0.0822222,0.08,0.0777778,0.0844444,0.0933333
7.1016731,0.0844444,0.08,0.0755556,0.0844444,0.0911111
7.151829,0.0911111,0.0844444,0.0777778,0.0866667,0.0933333
7.2009766,0.0933333,0.0888889,0.0866667,0.0933333,0.0955556
7.2513781,0.0955556,0.0933333,0.0888889,0.0977778,0.1044444
7.3011291,0.0933333,0.0933333,0.0933333,0.0977778,0.1066667
7.3515024,0.1,0.1,0.0977778,0.1044444,0.1088889
