Time (seconds),Left,Center,Up,Right,Down
0.0162494,0.0,0.0,0.0,0.0,0.0
0.0661328,0.0,0.0,0.0,0.0,0.0
0.1157701,0.0,0.0,0.0,0.0,0.0
0.1655698,0.0,0.0,0.0,0.0,0.0
0.2155385,0.0,0.0,0.0,0.0,0.0
0.2650518,0.0,0.0,0.0,0.0,0.0
0.3152616,0.0,0.0,0.0,0.0,0.0
0.3645399,0.0,0.0,0.0,0.0,0.0
0.4140916,0.0,0.0,0.0,0.0,0.0
0.4636428,0.0,0.0,0.0,0.0,0.0
0.5134895,0.0,0.0,0.0,0.0,0.0
0.5639238,0.0,0.0,0.0,0.0,0.0
0.6134565,0.0,0.0,0.0,0.0,0.0
0.662555,0.0,0.0,0.0,0.0,0.0
0.7130804,0.0,0.0,0.0,0.0,0.0
0.7626629,0.0,0.0,0.0,0.0,0.0
0.8115416,0.0,0.0,0.0,0.0,0.0
0.8614745,0.0,0.0,0.0,0.0,0.0
0.9109812,0.0,0.0,0.0,0.0,0.0
0.9607558,0.0,0.0,0.0,0.0,0.0
1.0108998,0.0,0.0,0.0,0.0,0.0
1.0608575,0.0,0.0,0.0,0.0,0.0
1.1099277,0.0,0.0,0.0,0.0,0.0
1.1597593,0.0,0.0,0.0,0.0,0.0
1.2097697,0.0,0.0,0.0,0.0,0.0
1.2597733,0.0,0.0,0.0,0.0,0.0
1.3093572,0.0,0.0,0.0,0.0,0.0
1.3590806,0.0,0.0,0.2933333,0.0,0.0
1.40855,0.6022222,0.5266666,0.7488889,0.0844444,0.0
1.4581463,0.7711111,0.7777778,0.4044445,0.3266667,0.7311111
1.5080247,0.1711111,0.1555556,0.0,0.0,0.3822222
1.5584295,0.0,0.0,0.0,0.0,0.0
1.607403,0.0,0.0,0.0,0.0,0.0
1.6571119,0.0,0.0,0.0,0.0,0.0
1.7071378,0.0,0.0,0.0,0.0,0.0
1.7571511,0.0,0.0,0.0,0.0,0.0
1.8063281,0.0,0.0,0.0,0.0,0.0
1.8565781,0.0,0.0,0.0,0.0,0.0
1.9063663,0.0,0.0,0.0,0.0,0.0
1.9553747,0.0,0.0,0.0,0.0,0.0
2.0055308,0.0,0.0,0.0,0.0,0.0
2.0550008,0.0,0.0,0.2177778,0.0,0.0
2.1046698,0.0,0.0,0.7222222,0.0,0.0
2.1549137,0.4844444,0.6177778,0.8,0.6222222,0.1333333
2.2048168,0.1577778,0.1977778,0.1066667,0.2111111,0.4022222
2.2541595,0.0,0.0,0.0,0.0,0.0
2.3035622,0.0,0.0,0.0,0.0,0.0
2.3537688,0.0,0.0,0.0,0.0,0.0
2.4033232,0.0,0.0,0.0,0.0,0.0
2.4534545,0.0,0.0,0.0,0.0,0.0
2.5026827,0.0,0.0,0.0,0.0,0.0
2.552139,0.0,0.0,0.0,0.0,0.0
2.6019897,0.0,0.0,0.0,0.0,0.0
2.6524045,0.0,0.0,0.4177778,0.0,0.0
2.701792,0.4444444,0.4155556,0.7622222,0.0,0.0
2.7508864,0.36,0.3555556,0.2,0.0,0.4377778
2.8008375,0.0,0.0,0.0,0.0,0.0
2.8515399,0.0,0.0,0.0,0.0,0.0
2.9004986,0.0,0.0,0.0,0.0,0.0
2.9506743,0.0,0.0,0.0,0.0,0.0
3.0006196,0.0,0.0,0.0,0.0,0.0
3.0503745,0.0,0.0,0.0,0.0,0.0
3.0995796,0.0,0.0,0.0,0.0,0.0
3.149322,0.0,0.0,0.0,0.0,0.0
3.1990542,0.0,0.0,0.0,0.0,0.0
3.2489471,0.0,0.0,0.0,0.0,0.0
3.298691,0.0,0.0,0.0,0.0,0.0
3.3484139,0.0,0.0,0.1088889,0.0,0.0
3.3979712,0.0,0.0,0.5511111,0.0,0.0
3.447717,0.6911111,0.6933333,0.3711111,0.2911111,0.7133333
3.498076,0.0933333,0.0933333,0.0,0.0,0.1044444
3.5475695,0.0,0.0,0.0,0.0,0.0
3.5970912,0.0,0.0,0.0,0.0,0.0
3.6463456,0.0,0.0,0.0,0.0,0.0
3.6961496,0.0,0.0,0.0,0.0,0.0
3.7461162,0.0,0.0,0.0,0.0,0.0
3.7963257,0.0,0.0,0.0,0.0,0.0
3.8458219,0.0,0.0,0.0,0.0,0.0
3.8956242,0.0,0.0,0.0,0.0,0.0
3.9446588,0.0,0.0,0.0,0.0,0.0
3.9948463,0.0,0.0,0.0,0.0,0.0
4.0445645,0.0,0.0,0.0,0.0,0.0
4.0944903,0.0,0.0,0.0,0.0,0.0
4.1437545,0.0,0.0,0.0,0.0,0.0
4.1936214,0.0,0.0,0.0,0.0,0.0
4.2428358,0.0,0.0,0.0,0.0,0.0
4.2932236,0.0,0.0,0.0,0.0,0.0
4.3427498,0.0,0.0,0.0,0.0,0.0
4.3919349,0.0,0.0,0.2644444,0.0,0.0
4.4417262,0.0,0.0,0.6955556,0.0,0.0
4.4916906,0.6244444,0.6622222,0.7955555,0.6288889,0.3622222
4.5416775,0.2066667,0.2622222,0.1066667,0.2377778,0.4955555
4.5912886,0.0,0.0,0.0,0.0,0.0688889
4.6411631,0.0,0.0,0.0,0.0,0.0
4.6910775,0.0,0.0,0.0,0.0,0.0
4.7407961,0.0,0.0,0.0,0.0,0.0
4.7900178,0.0,0.0,0.0,0.0,0.0
4.8400998,0.0,0.0,0.0,0.0,0.0
4.8899629,0.0,0.0,0.0,0.0,0.0
4.9395044,0.0,0.0,0.0,0.0,0.0
4.9887908,0.0,0.0,0.5733333,0.0,0.0
5.0387895,0.0,0.0,0.78,0.0,0.0
5.0889401,0.5955555,0.6133333,0.7844445,0.6022222,0.4777778
5.1385651,0.1266667,0.1666667,0.1,0.12,0.2
5.1885347,0.0,0.0,0.0,0.0,0.0
5.2375174,0.0,0.0,0.0,0.0,0.0
5.2877195,0.0,0.0,0.0,0.0,0.0
5.3373718,0.0,0.0,0.0,0.0,0.0
5.3872042,0.0,0.0,0.0,0.0,0.0
5.4373224,0.0,0.0,0.0,0.0,0.0
5.4864659,0.0,0.0,0.0,0.0,0.0
5.5364745,0.0,0.0,0.0,0.0,0.0
5.5859251,0.0,0.0,0.0,0.0,0.0
5.6360526,0.0,0.0,0.0,0.0,0.0
5.6852918,0.0,0.0,0.0,0.0,0.0
5.734658,0.0,0.0,0.0,0.0,0.0
5.7850354,0.0,0.0,0.0,0.0,0.0
5.8345084,0.0,0.0,0.0,0.0,0.0
5.8846281,0.0,0.0,0.4177778,0.0,0.0
5.9339643,0.5977778,0.6022222,0.76,0.2844445,0.14
