spi_time,water_temp_filtered,coil_temp_filtered,die_temp_filtered,temp_sensor_filtered_value,coil_temp_estimate,referenceSpeed_rpm,outputSpeed_rpm,dqCommand_imag,dqCommand_real,measurement_running,water_temp_estimate,T_mot_ode_16bit
68830.0,0.7874015748031497,0.5933014354066986,0.8210526315789475,0.7545605306799337,0.6463414634146342,0.6741573033707865,0.6693476318141197,0.5701870974338002,0.4011976047904192,1.0,0.7816173013634227,
68840.0,0.7795275590551182,0.6220095693779903,0.8157894736842106,0.75787728026534,0.6445993031358885,0.6741573033707865,0.669124218051832,0.5705960535732543,0.4007369875633349,1.0,0.7810296191819464,
68850.0,0.7795275590551182,0.5933014354066986,0.8026315789473684,0.7545605306799337,0.6445993031358885,0.6741573033707865,0.6706881143878463,0.5656885798998058,0.40396130815292497,1.0,0.7804419370004702,
68860.0,0.7795275590551182,0.6028708133971292,0.8157894736842106,0.7529021558872305,0.6428571428571429,0.6741573033707865,0.6693476318141197,0.5710050097127083,0.4007369875633349,1.0,0.7797954866008462,
68870.0,0.7795275590551182,0.5980861244019138,0.8026315789473684,0.746268656716418,0.6428571428571429,0.6741573033707865,0.6713583556747095,0.5671199263878949,0.4030400736987564,1.0,0.77920780441937,
68880.0,0.7795275590551182,0.5885167464114831,0.8026315789473684,0.7346600331674958,0.6411149825783972,0.6741573033707865,0.6711349419124217,0.5645639505163071,0.40442192538000926,1.0,0.7785613540197461,
68890.0,0.7795275590551182,0.6172248803827751,0.7973684210526315,0.7346600331674958,0.6411149825783972,0.6741573033707865,0.6700178731009829,0.5710050097127083,0.4007369875633349,1.0,0.7779736718382698,
68900.0,0.7874015748031497,0.569377990430622,0.7894736842105263,0.724709784411277,0.6411149825783972,0.6741573033707865,0.670911528150134,0.5678355996319395,0.4025794564716721,1.0,0.777327221438646,
68910.0,0.7795275590551182,0.5789473684210527,0.7894736842105263,0.7263681592039801,0.6411149825783972,0.6741573033707865,0.670911528150134,0.5720274000613434,0.39981575310916634,1.0,0.7767395392571697,
68920.0,0.7795275590551182,0.5885167464114831,0.7973684210526315,0.7296849087893864,0.6428571428571429,0.6741573033707865,0.6700178731009829,0.5667109702484409,0.4035006909258407,1.0,0.7760930888575458,
68930.0,0.7795275590551182,0.569377990430622,0.7894736842105263,0.7280265339966833,0.6428571428571429,0.6741573033707865,0.6697944593386952,0.5705960535732543,0.4007369875633349,1.0,0.7755054066760695,
68940.0,0.7795275590551182,0.5933014354066986,0.7894736842105263,0.7263681592039801,0.6428571428571429,0.6741573033707865,0.6695710455764075,0.5698803803292097,0.4011976047904192,1.0,0.7749177244945933,
68950.0,0.7795275590551182,0.5789473684210527,0.7973684210526315,0.7213930348258707,0.6428571428571429,0.6741573033707865,0.6697944593386952,0.5698803803292097,0.4011976047904192,1.0,0.774330042313117,
68960.0,0.7874015748031497,0.5502392344497606,0.7842105263157895,0.7197346600331676,0.6445993031358885,0.6741573033707865,0.6713583556747095,0.5649729066557612,0.40442192538000926,1.0,0.7736835919134931,
68970.0,0.7795275590551182,0.5598086124401913,0.7894736842105263,0.7180762852404644,0.6445993031358885,0.6741573033707865,0.6724754244861483,0.5663020141089868,0.4035006909258407,1.0,0.7730959097320169,
68980.0,0.7795275590551182,0.5550239234449761,0.7894736842105263,0.7180762852404644,0.6463414634146342,0.6741573033707865,0.6697944593386952,0.56814231673653,0.4025794564716721,1.0,0.7725082275505406,
68990.0,0.7795275590551182,0.5598086124401913,0.7842105263157895,0.714759535655058,0.6480836236933798,0.6741573033707865,0.6706881143878463,0.5667109702484409,0.4035006909258407,1.0,0.7719205453690644,
69000.0,0.7795275590551182,0.5741626794258372,0.7894736842105263,0.7180762852404644,0.6498257839721254,0.6741573033707865,0.6700178731009829,0.5698803803292097,0.4011976047904192,1.0,0.7713328631875881,
69010.0,0.7874015748031497,0.5454545454545454,0.7894736842105263,0.7114427860696517,0.6515679442508711,0.6741573033707865,0.6720285969615728,0.5620079746447194,0.40626439428834643,1.0,0.7707451810061119,
69020.0,0.7795275590551182,0.5933014354066986,0.7842105263157895,0.714759535655058,0.6533101045296167,0.6741573033707865,0.6718051831992851,0.5663020141089868,0.4035006909258407,1.0,0.7702162670427832,
69030.0,0.7795275590551182,0.5741626794258372,0.7789473684210526,0.7131011608623549,0.6533101045296167,0.6741573033707865,0.6697944593386952,0.5695736632246192,0.4016582220175035,1.0,0.7696285848613069,
69040.0,0.7795275590551182,0.5598086124401913,0.7842105263157895,0.714759535655058,0.6550522648083623,0.6741573033707865,0.6711349419124217,0.5698803803292097,0.4011976047904192,1.0,0.7690409026798307,
69050.0,0.7795275590551182,0.5645933014354068,0.7842105263157895,0.7230514096185738,0.6567944250871081,0.6741573033707865,0.6706881143878463,0.56814231673653,0.4025794564716721,1.0,0.7684532204983544,
69060.0,0.7795275590551182,0.5406698564593302,0.7789473684210526,0.7164179104477613,0.6567944250871081,0.6741573033707865,0.6715817694369973,0.5656885798998058,0.40396130815292497,1.0,0.7678655383168782,
69070.0,0.7795275590551182,0.5645933014354068,0.7789473684210526,0.7164179104477613,0.6585365853658537,0.6741573033707865,0.6711349419124217,0.5695736632246192,0.4016582220175035,1.0,0.7672778561354019,
69080.0,0.7795275590551182,0.5454545454545454,0.7842105263157895,0.7114427860696517,0.6585365853658537,0.6741573033707865,0.6711349419124217,0.5698803803292097,0.4011976047904192,1.0,0.7666901739539257,
69090.0,0.7795275590551182,0.5550239234449761,0.7710526315789474,0.714759535655058,0.6585365853658537,0.6741573033707865,0.6702412868632708,0.5671199263878949,0.4030400736987564,1.0,0.7661024917724494,
69100.0,0.7795275590551182,0.5741626794258372,0.7789473684210526,0.714759535655058,0.6585365853658537,0.6741573033707865,0.6702412868632708,0.5623146917493099,0.40626439428834643,1.0,0.7655148095909732,
69110.0,0.7795275590551182,0.5550239234449761,0.7842105263157895,0.7081260364842454,0.6602787456445993,0.6741573033707865,0.6715817694369973,0.5685512728759841,0.4021188392445878,1.0,0.7649271274094969,
69120.0,0.7795275590551182,0.5789473684210527,0.7710526315789474,0.714759535655058,0.6602787456445993,0.6741573033707865,0.6697944593386952,0.5685512728759841,0.4021188392445878,1.0,0.7643394452280207,
69130.0,0.7795275590551182,0.5454545454545454,0.7710526315789474,0.7164179104477613,0.6602787456445993,0.6741573033707865,0.6700178731009829,0.5695736632246192,0.4016582220175035,1.0,0.7637517630465444,
69140.0,0.7795275590551182,0.5645933014354068,0.7789473684210526,0.7180762852404644,0.662020905923345,0.6741573033707865,0.6711349419124217,0.56814231673653,0.4025794564716721,1.0,0.7631640808650682,
69150.0,0.7795275590551182,0.569377990430622,0.7789473684210526,0.7213930348258707,0.662020905923345,0.6741573033707865,0.6702412868632708,0.5720274000613434,0.39981575310916634,1.0,0.7625763986835918,
69160.0,0.7795275590551182,0.5550239234449761,0.7789473684210526,0.714759535655058,0.662020905923345,0.6741573033707865,0.6704647006255585,0.5695736632246192,0.4016582220175035,1.0,0.7619887165021156,
69170.0,0.7795275590551182,0.5885167464114831,0.7710526315789474,0.714759535655058,0.662020905923345,0.6741573033707865,0.6695710455764075,0.5724363562007975,0.39935513588208205,1.0,0.761459802538787,
69180.0,0.7795275590551182,0.5358851674641147,0.7710526315789474,0.7081260364842454,0.662020905923345,0.6741573033707865,0.6713583556747095,0.5674266434924854,0.4030400736987564,1.0,0.7608721203573108,
69190.0,0.7716535433070867,0.5550239234449761,0.7789473684210526,0.7114427860696517,0.662020905923345,0.6741573033707865,0.6720285969615728,0.5667109702484409,0.4035006909258407,1.0,0.7602844381758345,
69200.0,0.7795275590551182,0.5502392344497606,0.7710526315789474,0.714759535655058,0.662020905923345,0.6741573033707865,0.6700178731009829,0.5692669461200286,0.4016582220175035,1.0,0.7597555242125058,
69210.0,0.7716535433070867,0.5598086124401913,0.7710526315789474,0.7131011608623549,0.6637630662020906,0.6741573033707865,0.670911528150134,0.5692669461200286,0.4016582220175035,1.0,0.7591678420310296,
69220.0,0.7795275590551182,0.5645933014354068,0.7657894736842106,0.7230514096185738,0.6637630662020906,0.6741573033707865,0.6700178731009829,0.5724363562007975,0.39935513588208205,1.0,0.758638928067701,
69230.0,0.7795275590551182,0.5454545454545454,0.7710526315789474,0.7213930348258707,0.662020905923345,0.6741573033707865,0.6704647006255585,0.5645639505163071,0.40442192538000926,1.0,0.7580512458862246,
69240.0,0.7795275590551182,0.5837320574162679,0.7710526315789474,0.724709784411277,0.6637630662020906,0.6741573033707865,0.6697944593386952,0.5689602290154381,0.4021188392445878,1.0,0.7575223319228961,
69250.0,0.7795275590551182,0.5358851674641147,0.7710526315789474,0.714759535655058,0.6637630662020906,0.6741573033707865,0.672698838248436,0.5656885798998058,0.40396130815292497,1.0,0.7569346497414198,
69260.0,0.7795275590551182,0.5550239234449761,0.7789473684210526,0.7114427860696517,0.6637630662020906,0.6741573033707865,0.6720285969615728,0.5671199263878949,0.4030400736987564,1.0,0.7564057357780911,
