Time [s],ia [A],ib [A],ic [A],ua [V],ub [V],uc [V]
0.0,-17.58135102,0.485515382,17.09583564,13.82859325,-140.5197394,126.6911462
0.00025,-16.78500408,-1.032566137,17.81757022,25.75672913,-146.2809384,120.5242093
0.0005,-15.90040759,-2.567573411,18.467981,38.10054016,-150.828782,112.7282418
0.00075,-14.86943027,-4.12838915,18.99781942,49.24952316,-153.3099971,104.060474
0.001,-13.78355155,-5.64985685,19.4334084,60.95179749,-155.3766339,94.42483645
0.00125,-12.63049534,-7.142553625,19.77304896,72.79530334,-156.5019334,83.70663004
0.0015,-11.30941044,-8.66317511,19.97258555,82.35333252,-154.6294696,72.27613705
0.00175,-9.963055531,-10.11821592,20.08127145,92.46099091,-152.3350727,59.87408178
0.002,-8.549350363,-11.49455905,20.04390941,101.7118835,-149.3445077,47.63262416
0.00225,-7.074699237,-12.80236147,19.8770607,110.1223907,-145.3115057,35.18911494
0.0025,-5.596269452,-13.99846592,19.59473537,118.6452103,-141.2812534,22.63604316
0.00275,-4.078378602,-15.07652511,19.15490371,126.0686798,-136.94072,10.87204024
0.003,-2.533832513,-16.05769305,18.59152557,132.6417542,-131.8262981,-0.815456073
0.00325,-1.021501499,-16.90093171,17.92243321,139.3669434,-126.9994977,-12.36744569
0.0035,0.521707529,-17.65235656,17.13064903,144.6909637,-120.9959779,-23.69498581
0.00375,2.043228198,-18.29208589,16.24885769,149.5957184,-114.4552511,-35.14046727
0.004,3.590938545,-18.84550123,15.25456268,152.7658386,-106.4396705,-46.32616812
0.00425,5.126282476,-19.29102458,14.16474211,154.7995911,-97.54820969,-57.25138138
0.0045,6.672076286,-19.66039118,12.9883149,155.0849915,-86.94071842,-68.14427304
0.00475,8.147409157,-19.90198133,11.75457217,155.122879,-76.13113611,-78.99174292
0.005,9.570942444,-20.0204482,10.44950576,154.2370758,-64.86762286,-89.36945294
0.00525,10.92820251,-20.02848755,9.100285043,152.6825714,-53.00715318,-99.67541823
0.0055,12.19796902,-19.92228818,7.72431916,150.7818298,-40.78420691,-109.9976229
0.00575,13.3527656,-19.66885225,6.316086649,148.8222656,-29.05361391,-119.7686517
0.006,14.47987224,-19.3189491,4.839076865,144.7038879,-16.26505139,-128.4388366
0.00625,15.48647362,-18.82519119,3.338717571,140.3292236,-4.061439562,-136.2677841
0.0065,16.36281534,-18.18504076,1.822225423,135.7879028,7.341873393,-143.1297762
0.00675,17.14479833,-17.45307767,0.30827934,130.4043732,19.13080985,-149.535183
0.007,17.81730011,-16.58106715,-1.236232966,124.0912399,30.16416929,-154.2554092
0.00725,18.41752786,-15.61555433,-2.80197354,116.1020737,41.44980597,-157.5518796
0.0075,18.88448384,-14.51549509,-4.368988747,107.6364517,51.60698076,-159.2434325
0.00775,19.24442749,-13.29866053,-5.945766965,98.06760406,60.98297386,-159.0505779
0.008,19.53567806,-12.05643696,-7.479241108,87.00284576,71.40093168,-158.4037774
0.00825,19.70917186,-10.73721197,-8.971959886,75.3024292,81.34220348,-156.6446327
0.0085,19.78434432,-9.366791546,-10.41755277,62.62848282,91.22999182,-153.8584746
0.00875,19.75769714,-7.973944769,-11.78375237,49.28161621,101.3703546,-150.6519709
0.009,19.60637575,-6.540482185,-13.06589356,35.74661636,111.0337063,-146.7803227
0.00925,19.28922153,-5.059210017,-14.23001152,23.09915924,119.547487,-142.6466462
0.0095,18.79272657,-3.505586576,-15.28714,11.59231091,126.1031105,-137.6954214
0.00975,18.23332598,-1.973117921,-16.26020805,-1.050692201,133.0751354,-132.0244432
0.01,17.5499303,-0.448688707,-17.10124159,-13.23673725,139.5319135,-126.2951762
0.01025,16.76960615,1.037239035,-17.80684518,-25.33493805,146.0097583,-120.6748202
0.0105,15.87349863,2.558283203,-18.43178183,-37.26338196,150.7382925,-113.4749105
0.01075,14.87173247,4.09455862,-18.96629109,-48.98921204,153.9074187,-104.9182066
0.011,13.75039505,5.675683544,-19.42607859,-60.19636536,154.5966157,-94.4002503
0.01125,12.59398023,7.179803662,-19.77378389,-72.02288055,155.4764442,-83.45356362
0.0115,11.33090037,8.653885177,-19.98478555,-82.75263977,154.9078288,-72.15518898
0.01175,10.00946955,10.07296163,-20.08243118,-93.25933838,153.4891049,-60.22976647
0.012,8.557226866,11.4772314,-20.03445827,-101.7177658,149.7059978,-47.98823203
0.01225,7.126276093,12.77614742,-19.90242351,-111.2188492,146.1754425,-34.95659332
0.0125,5.619887388,13.99002226,-19.60990965,-119.1562271,141.6156128,-22.45938566
0.01275,4.12569248,15.04565714,-19.17134962,-127.0495529,137.8821939,-10.83264096
0.013,2.599742864,16.00313221,-18.60287508,-133.9575958,133.3682557,0.589340145
0.01325,1.043834729,16.88952695,-17.93336168,-139.8792114,127.421771,12.45744043
0.0135,-0.475210184,17.6312189,-17.15600872,-145.779541,121.7855838,23.99395718
0.01375,-1.996328369,18.2637546,-16.26742623,-150.6615143,115.3909138,35.2706005
0.014,-3.551687266,18.81547764,-15.26379038,-153.6372681,107.3588013,46.27846674
0.01425,-5.127290712,19.28215532,-14.15486461,-154.7828064,97.77621813,57.00658826
0.0145,-6.692568547,19.66506173,-12.97249318,-154.6569214,86.76747654,67.88944485
0.01475,-8.208626749,19.91553737,-11.70691062,-153.6822968,75.48387387,78.19842288
