t,i
0.00000000,-1.489
0.00000500,-1.516
0.00001000,-1.533
0.00001500,-1.543
0.00002000,-1.537
0.00002500,-1.552
0.00003000,-1.552
0.00003500,-1.566
0.00004000,-1.549
0.00004500,-1.561
0.00005000,-1.568
0.00005500,-1.565
0.00006000,-1.570
0.00006500,-1.592
0.00007000,-1.581
0.00007500,-1.604
0.00008000,-1.624
0.00008500,-1.634
0.00009000,-1.619
0.00009500,-1.629
0.00010000,-1.656
0.00010500,-1.668
0.00011000,-1.699
0.00011500,-1.705
0.00012000,-1.698
0.00012500,-1.698
0.00013000,-1.702
0.00013500,-1.707
0.00014000,-1.701
0.00014500,-1.709
0.00015000,-1.733
0.00015500,-1.749
0.00016000,-1.753
0.00016500,-1.744
0.00017000,-1.744
0.00017500,-1.774
0.00018000,-1.753
0.00018500,-1.758
0.00019000,-1.806
0.00019500,-1.800
0.00020000,-1.815
0.00020500,-1.845
0.00021000,-1.856
0.00021500,-1.876
0.00022000,-1.882
0.00022500,-1.880
0.00023000,-1.873
0.00023500,-1.865
0.00024000,-1.864
0.00024500,-1.874
0.00025000,-1.890
0.00025500,-1.896
0.00026000,-1.888
0.00026500,-1.895
0.00027000,-1.914
0.00027500,-1.923
0.00028000,-1.927
0.00028500,-1.941
0.00029000,-1.948
0.00029500,-1.954
0.00030000,-1.960
0.00030500,-1.987
0.00031000,-1.980
0.00031500,-2.008
0.00032000,-2.008
0.00032500,-1.997
0.00033000,-2.016
0.00033500,-1.977
0.00034000,-1.987
0.00034500,-1.984
0.00035000,-2.010
0.00035500,-1.998
0.00036000,-2.017
0.00036500,-2.022
0.00037000,-2.043
0.00037500,-2.036
0.00038000,-2.031
0.00038500,-2.059
0.00039000,-2.092
0.00039500,-2.077
0.00040000,-2.084
0.00040500,-2.077
0.00041000,-2.101
0.00041500,-2.092
0.00042000,-2.091
0.00042500,-2.112
0.00043000,-2.114
0.00043500,-2.103
0.00044000,-2.115
0.00044500,-2.143
0.00045000,-2.154
0.00045500,-2.159
0.00046000,-2.160
0.00046500,-2.142
0.00047000,-2.152
0.00047500,-2.143
0.00048000,-2.153
0.00048500,-2.156
0.00049000,-2.181
0.00049500,-2.201
0.00050000,-2.233
