Time (seconds),Left,Center,Up,Right,Down
0.0165887,0.0,0.0,0.0,0.0,0.0
0.0666928,0.0,0.0,0.0,0.0,0.0
0.1166945,0.0,0.0,0.0,0.0,0.0
0.1665068,0.0,0.0,0.0,0.0,0.0
0.2155471,0.0,0.0,0.0,0.0,0.0
0.2660532,0.0,0.0,0.0,0.0,0.0
0.3152266,0.0,0.0,0.0,0.0,0.0
0.3652601,0.0,0.0,0.0,0.0,0.0
0.414474,0.0,0.0,0.0,0.0,0.0
0.4646132,0.0,0.0,0.0,0.0,0.0
0.5145495,0.0,0.0,0.0,0.0,0.0
0.5638599,0.0,0.0,0.0,0.0,0.0
0.6142671,0.0,0.0,0.0,0.0,0.0
0.6630039,0.0,0.0,0.0,0.0,0.0
0.7133753,0.0,0.0,0.0,0.0,0.0
0.7633715,0.0,0.0,0.0,0.0,0.0
0.8128581,0.0,0.0,0.0,0.0,0.0
0.8625023,0.0,0.0,0.0,0.0,0.0
0.9126117,0.0,0.0,0.0,0.0,0.0
0.961632,0.0,0.0,0.0,0.0,0.0
1.0116785,0.0,0.0,0.0,0.0,0.0
1.0610611,0.0,0.0,0.0,0.0,0.0
1.1112447,0.0,0.0,0.0,0.0,0.0
1.1611953,0.0,0.0,0.0,0.0,0.0
1.2105715,0.0,0.0,0.0,0.0,0.0
1.2600341,0.0,0.0,0.0,0.0,0.0
1.3101909,0.0,0.0,0.0,0.0,0.0
1.3599653,0.0,0.0,0.0,0.0,0.0
1.409193,0.0,0.0,0.0,0.0,0.0
1.4590847,0.1177778,0.0,0.0,0.0,0.0
1.5087917,0.7,0.0,0.0,0.0,0.0
1.5589876,0.8377778,0.5044444,0.5266666,0.0,0.0
1.6084132,0.68,0.78,0.78,0.6511111,0.0
1.6591027,0.0933333,0.2133333,0.4044445,0.4488889,0.0
1.7089207,0.0,0.0,0.0,0.0733333,0.0
1.7587247,0.0,0.0,0.0,0.0,0.0
1.8080235,0.0,0.0,0.0,0.0,0.0
1.8580449,0.0,0.0,0.0,0.0,0.0
1.9073272,0.0,0.0,0.0,0.0,0.0
1.9572802,0.0,0.0,0.0,0.0,0.0
2.0072708,0.0,0.0,0.0,0.0,0.0
2.0565257,0.0,0.0,0.0,0.0,0.0
2.1059844,0.0,0.0,0.0,0.0,0.0
2.1561711,0.0,0.0,0.0,0.0,0.0
2.2062459,0.0,0.0,0.0,0.0,0.0
2.255825,0.0,0.0,0.0,0.0,0.0
2.3054852,0.0,0.0,0.0,0.0,0.0
2.355551,0.0,0.0,0.0,0.0,0.0
2.4049749,0.0,0.0,0.0,0.0,0.0
2.4552166,0.3755555,0.0,0.0,0.0,0.0
