t,i
0.00000000,2.640
0.00000500,2.490
0.00001000,2.284
0.00001500,2.329
0.00002000,2.556
0.00002500,2.672
0.00003000,2.498
0.00003500,2.289
0.00004000,2.356
0.00004500,2.597
0.00005000,2.690
0.00005500,2.510
0.00006000,2.320
0.00006500,2.398
0.00007000,2.622
0.00007500,2.699
0.00008000,2.513
0.00008500,2.334
0.00009000,2.409
0.00009500,2.623
0.00010000,2.704
0.00010500,2.544
0.00011000,2.343
0.00011500,2.405
0.00012000,2.626
0.00012500,2.714
0.00013000,2.533
0.00013500,2.344
0.00014000,2.430
0.00014500,2.692
0.00015000,2.808
0.00015500,2.653
0.00016000,2.484
0.00016500,2.578
0.00017000,2.787
0.00017500,2.837
0.00018000,2.651
0.00018500,2.474
0.00019000,2.534
0.00019500,2.718
0.00020000,2.764
0.00020500,2.585
0.00021000,2.410
0.00021500,2.487
0.00022000,2.696
0.00022500,2.760
0.00023000,2.564
0.00023500,2.390
0.00024000,2.496
0.00024500,2.731
0.00025000,2.787
0.00025500,2.604
0.00026000,2.448
0.00026500,2.557
0.00027000,2.771
0.00027500,2.819
0.00028000,2.637
0.00028500,2.481
0.00029000,2.553
0.00029500,2.750
0.00030000,2.808
0.00030500,2.644
0.00031000,2.490
0.00031500,2.580
0.00032000,2.794
0.00032500,2.855
0.00033000,2.669
0.00033500,2.514
0.00034000,2.618
0.00034500,2.815
0.00035000,2.839
0.00035500,2.643
0.00036000,2.507
0.00036500,2.618
0.00037000,2.807
0.00037500,2.836
0.00038000,2.658
0.00038500,2.530
0.00039000,2.635
0.00039500,2.831
0.00040000,2.878
0.00040500,2.713
0.00041000,2.584
0.00041500,2.692
0.00042000,2.879
0.00042500,2.917
0.00043000,2.733
0.00043500,2.600
0.00044000,2.710
0.00044500,2.878
0.00045000,2.890
0.00045500,2.703
0.00046000,2.586
0.00046500,2.687
0.00047000,2.856
0.00047500,2.883
0.00048000,2.732
0.00048500,2.614
0.00049000,2.716
0.00049500,2.899
0.00050000,2.937
0.00050500,2.779
0.00051000,2.670
0.00051500,2.767
0.00052000,2.951
0.00052500,2.968
0.00053000,2.797
0.00053500,2.683
0.00054000,2.785
0.00054500,2.944
0.00055000,2.935
0.00055500,2.765
0.00056000,2.671
0.00056500,2.779
0.00057000,2.933
0.00057500,2.957
0.00058000,2.810
0.00058500,2.713
0.00059000,2.818
0.00059500,2.962
0.00060000,2.980
0.00060500,2.804
0.00061000,2.703
0.00061500,2.812
0.00062000,2.974
0.00062500,2.984
0.00063000,2.813
0.00063500,2.735
0.00064000,2.862
0.00064500,3.017
0.00065000,3.014
0.00065500,2.857
0.00066000,2.794
0.00066500,2.908
0.00067000,3.052
0.00067500,3.061
0.00068000,2.926
