t,i
0.00000000,-3.694
0.00000500,-3.682
0.00001000,-3.669
0.00001500,-3.653
0.00002000,-3.632
0.00002500,-3.622
0.00003000,-3.606
0.00003500,-3.598
0.00004000,-3.593
0.00004500,-3.584
0.00005000,-3.564
0.00005500,-3.555
0.00006000,-3.539
0.00006500,-3.526
0.00007000,-3.505
0.00007500,-3.498
0.00008000,-3.494
0.00008500,-3.484
0.00009000,-3.471
0.00009500,-3.458
0.00010000,-3.437
0.00010500,-3.429
0.00011000,-3.407
0.00011500,-3.398
0.00012000,-3.388
0.00012500,-3.382
0.00013000,-3.373
0.00013500,-3.355
0.00014000,-3.338
0.00014500,-3.326
0.00015000,-3.303
0.00015500,-3.297
0.00016000,-3.292
0.00016500,-3.286
0.00017000,-3.268
0.00017500,-3.262
0.00018000,-3.244
0.00018500,-3.224
0.00019000,-3.212
0.00019500,-3.194
0.00020000,-3.190
0.00020500,-3.179
0.00021000,-3.170
0.00021500,-3.159
0.00022000,-3.139
0.00022500,-3.128
0.00023000,-3.110
0.00023500,-3.094
0.00024000,-3.086
0.00024500,-3.080
0.00025000,-3.070
0.00025500,-3.055
0.00026000,-3.043
0.00026500,-3.028
0.00027000,-3.011
0.00027500,-2.995
0.00028000,-2.985
0.00028500,-2.979
0.00029000,-2.971
0.00029500,-2.955
0.00030000,-2.944
0.00030500,-2.929
0.00031000,-2.916
0.00031500,-2.892
0.00032000,-2.885
0.00032500,-2.880
0.00033000,-2.873
0.00033500,-2.854
0.00034000,-2.848
0.00034500,-2.828
0.00035000,-2.810
0.00035500,-2.792
0.00036000,-2.786
0.00036500,-2.775
0.00037000,-2.765
0.00037500,-2.754
0.00038000,-2.743
0.00038500,-2.727
0.00039000,-2.712
0.00039500,-2.694
0.00040000,-2.683
0.00040500,-2.676
0.00041000,-2.665
0.00041500,-2.656
0.00042000,-2.643
0.00042500,-2.625
0.00043000,-2.610
0.00043500,-2.594
0.00044000,-2.578
0.00044500,-2.573
0.00045000,-2.563
0.00045500,-2.552
0.00046000,-2.540
0.00046500,-2.523
0.00047000,-2.513
0.00047500,-2.493
0.00048000,-2.477
0.00048500,-2.464
0.00049000,-2.463
0.00049500,-2.452
0.00050000,-2.442
0.00050500,-2.426
0.00051000,-2.411
0.00051500,-2.392
0.00052000,-2.374
0.00052500,-2.365
0.00053000,-2.353
0.00053500,-2.347
0.00054000,-2.339
0.00054500,-2.323
0.00055000,-2.310
0.00055500,-2.288
0.00056000,-2.273
0.00056500,-2.263
0.00057000,-2.257
0.00057500,-2.249
0.00058000,-2.235
0.00058500,-2.218
0.00059000,-2.205
0.00059500,-2.184
0.00060000,-2.167
0.00060500,-2.153
0.00061000,-2.150
0.00061500,-2.136
0.00062000,-2.135
0.00062500,-2.117
0.00063000,-2.102
0.00063500,-2.084
0.00064000,-2.063
0.00064500,-2.052
0.00065000,-2.041
0.00065500,-2.035
0.00066000,-2.026
0.00066500,-2.008
0.00067000,-1.997
0.00067500,-1.981
0.00068000,-1.964
0.00068500,-1.949
0.00069000,-1.943
0.00069500,-1.930
0.00070000,-1.919
0.00070500,-1.909
0.00071000,-1.894
0.00071500,-1.878
0.00072000,-1.858
0.00072500,-1.842
0.00073000,-1.826
0.00073500,-1.822
0.00074000,-1.812
0.00074500,-1.802
0.00075000,-1.784
0.00075500,-1.771
0.00076000,-1.751
0.00076500,-1.733
0.00077000,-1.722
0.00077500,-1.718
0.00078000,-1.705
0.00078500,-1.693
0.00079000,-1.679
0.00079500,-1.668
0.00080000,-1.642
0.00080500,-1.623
0.00081000,-1.614
0.00081500,-1.601
0.00082000,-1.596
0.00082500,-1.582
0.00083000,-1.568
0.00083500,-1.551
0.00084000,-1.536
0.00084500,-1.513
0.00085000,-1.498
0.00085500,-1.486
0.00086000,-1.481
0.00086500,-1.466
0.00087000,-1.457
0.00087500,-1.438
0.00088000,-1.418
0.00088500,-1.404
0.00089000,-1.388
0.00089500,-1.375
0.00090000,-1.370
0.00090500,-1.356
0.00091000,-1.346
0.00091500,-1.331
0.00092000,-1.312
0.00092500,-1.295
0.00093000,-1.274
0.00093500,-1.261
0.00094000,-1.252
0.00094500,-1.247
0.00095000,-1.232
0.00095500,-1.219
0.00096000,-1.199
0.00096500,-1.180
0.00097000,-1.165
0.00097500,-1.151
0.00098000,-1.138
0.00098500,-1.132
0.00099000,-1.121
0.00099500,-1.111
0.00100000,-1.093
0.00100500,-1.069
0.00101000,-1.051
0.00101500,-1.038
0.00102000,-1.032
0.00102500,-1.027
0.00103000,-1.011
0.00103500,-0.999
0.00104000,-0.983
0.00104500,-0.966
0.00105000,-0.945
0.00105500,-0.930
0.00106000,-0.912
0.00106500,-0.914
0.00107000,-0.905
0.00107500,-0.892
0.00108000,-0.876
0.00108500,-0.857
0.00109000,-0.841
0.00109500,-0.823
0.00110000,-0.808
0.00110500,-0.804
0.00111000,-0.796
0.00111500,-0.779
0.00112000,-0.762
0.00112500,-0.747
0.00113000,-0.731
0.00113500,-0.710
0.00114000,-0.700
0.00114500,-0.689
0.00115000,-0.686
0.00115500,-0.671
0.00116000,-0.649
0.00116500,-0.636
0.00117000,-0.624
0.00117500,-0.600
0.00118000,-0.586
0.00118500,-0.579
0.00119000,-0.574
0.00119500,-0.559
0.00120000,-0.542
0.00120500,-0.528
0.00121000,-0.509
0.00121500,-0.492
0.00122000,-0.477
0.00122500,-0.461
0.00123000,-0.462
0.00123500,-0.449
0.00124000,-0.430
0.00124500,-0.414
0.00125000,-0.399
0.00125500,-0.380
0.00126000,-0.361
0.00126500,-0.351
0.00127000,-0.343
0.00127500,-0.333
0.00128000,-0.316
0.00128500,-0.303
0.00129000,-0.284
0.00129500,-0.270
0.00130000,-0.249
0.00130500,-0.235
0.00131000,-0.231
0.00131500,-0.221
0.00132000,-0.206
0.00132500,-0.190
0.00133000,-0.174
0.00133500,-0.157
0.00134000,-0.137
0.00134500,-0.125
0.00135000,-0.118
0.00135500,-0.108
0.00136000,-0.096
0.00136500,-0.079
0.00137000,-0.065
0.00137500,-0.047
0.00138000,-0.030
0.00138500,-0.021
0.00139000,-0.003
0.00139500,0.002
0.00140000,0.015
0.00140500,0.034
0.00141000,0.047
0.00141500,0.065
0.00142000,0.090
0.00142500,0.100
0.00143000,0.112
0.00143500,0.116
0.00144000,0.130
0.00144500,0.141
0.00145000,0.161
0.00145500,0.176
0.00146000,0.193
0.00146500,0.210
0.00147000,0.224
0.00147500,0.231
0.00148000,0.241
0.00148500,0.257
0.00149000,0.275
0.00149500,0.288
0.00150000,0.304
0.00150500,0.326
0.00151000,0.334
0.00151500,0.341
0.00152000,0.355
0.00152500,0.367
0.00153000,0.380
0.00153500,0.403
0.00154000,0.418
0.00154500,0.432
0.00155000,0.444
0.00155500,0.453
0.00156000,0.463
0.00156500,0.474
0.00157000,0.486
0.00157500,0.502
0.00158000,0.519
0.00158500,0.542
0.00159000,0.555
0.00159500,0.561
0.00160000,0.567
0.00160500,0.581
0.00161000,0.594
0.00161500,0.605
0.00162000,0.623
0.00162500,0.641
0.00163000,0.656
0.00163500,0.659
0.00164000,0.669
0.00164500,0.679
0.00165000,0.691
0.00165500,0.707
0.00166000,0.724
0.00166500,0.738
0.00167000,0.756
0.00167500,0.763
0.00168000,0.772
0.00168500,0.780
0.00169000,0.791
0.00169500,0.805
0.00170000,0.824
0.00170500,0.842
0.00171000,0.856
0.00171500,0.867
0.00172000,0.877
0.00172500,0.888
0.00173000,0.893
0.00173500,0.917
0.00174000,0.930
0.00174500,0.947
0.00175000,0.970
0.00175500,0.981
0.00176000,0.995
0.00176500,1.003
0.00177000,1.021
0.00177500,1.026
0.00178000,1.052
0.00178500,1.071
0.00179000,1.091
0.00179500,1.105
0.00180000,1.115
0.00180500,1.127
0.00181000,1.137
0.00181500,1.154
0.00182000,1.173
0.00182500,1.193
0.00183000,1.210
0.00183500,1.231
