Time(Seconds), Inputs 
0.0,0.0919816493988037
1.0,0.1974712759256363
2.0,0.252942830324173
3.0,0.3001820147037506
4.0,0.3382340669631958
5.0,0.3730303347110748
6.0,0.4043949544429779
7.0,0.4308148026466369
8.0,0.454582929611206
9.0,0.479105144739151
10.0,0.4962434768676758
11.0,0.5131165385246277
12.0,0.5292215943336487
13.0,0.5439714789390564
14.0,0.5569688081741333
15.0,0.5691524147987366
16.0,0.5799838304519653
17.0,0.5876756906509399
18.0,0.5953665971755981
19.0,0.6067136526107788
20.0,0.6152142882347107
21.0,0.6223726272583008
22.0,0.6287878155708313
23.0,0.6354206204414368
24.0,0.6432008743286133
25.0,0.650979220867157
26.0,0.6559855937957764
27.0,0.6623839139938354
28.0,0.6680310964584351
29.0,0.6725288033485413
30.0,0.6770384311676025
31.0,0.682176947593689
32.0,0.6873154640197754
33.0,0.6941449642181396
34.0,0.6983107924461365
35.0,0.7027300000190735
36.0,0.707857608795166
37.0,0.7129852175712585
38.0,0.717553436756134
39.0,0.7220441699028015
40.0,0.7271906137466431
41.0,0.7329898476600647
42.0,0.737033486366272
43.0,0.7415242195129395
44.0,0.7460149526596069
45.0,0.7509796023368835
46.0,0.7561121582984924
47.0,0.7610172033309937
48.0,0.7655089497566223
49.0,0.770000696182251
50.0,0.7757998704910278
51.0,0.7807973027229309
52.0,0.784995973110199
53.0,0.7894877195358276
54.0,0.7938433289527893
55.0,0.7976981997489929
56.0,0.8015530705451965
57.0,0.8075589537620544
58.0,0.8139850497245789
59.0,0.8195070624351501
60.0,0.8235060572624207
61.0,0.8269376754760742
62.0,0.8307746648788452
63.0,0.8346116542816162
64.0,0.8389067053794861
65.0,0.8434043526649475
66.0,0.8479000926017761
67.0,0.8523927927017212
68.0,0.856885552406311
69.0,0.8632918000221252
70.0,0.8686895966529846
71.0,0.8734267354011536
72.0,0.8779125213623047
73.0,0.882286012172699
74.0,0.8861319422721863
75.0,0.8899779319763184
76.0,0.8943384885787964
77.0,0.8988322019577026
78.0,0.9037621021270752
79.0,0.9086929559707642
80.0,0.912312388420105
81.0,0.9168120622634888
82.0,0.9213117361068726
83.0,0.9253742694854736
84.0,0.9292112588882446
85.0,0.933402955532074
86.0,0.9385424852371216
87.0,0.9436819553375244
88.0,0.9496818780899048
89.0,0.9543047547340392
90.0,0.9577771425247192
91.0,0.9603473544120787
92.0,0.9631928205490112
93.0,0.9676835536956788
94.0,0.9721753001213074
95.0,0.9771459102630616
96.0,0.9822655320167542
97.0,0.9883171319961548
98.0,0.994750201702118
99.0,0.9992071390151978
100.0,0.8856067348268388
101.0,0.1381359100341797
102.0,0.2259387820959091
103.0,0.2766612768173218
104.0,0.3163894116878509
105.0,0.3507832884788513
106.0,0.3810013830661773
107.0,0.409893125295639
108.0,0.4374028742313385
109.0,0.4605560302734375
110.0,0.4823738634586334
111.0,0.5030739903450012
112.0,0.522375226020813
113.0,0.540505051612854
114.0,0.5586339235305786
115.0,0.5715925097465515
116.0,0.5849723219871521
117.0,0.5986531972885132
118.0,0.6110712885856628
119.0,0.6222027540206909
120.0,0.6332089900970459
121.0,0.6442142724990845
122.0,0.6517114639282227
123.0,0.6601117253303528
124.0,0.6685119867324829
125.0,0.6768655180931091
126.0,0.6846488118171692
127.0,0.6918767094612122
128.0,0.6953341960906982
129.0,0.7005084753036499
130.0,0.7060791850090027
131.0,0.7116498947143555
132.0,0.7169672250747681
133.0,0.7220739722251892
134.0,0.7271816730499268
135.0,0.7347424030303955
136.0,0.738007128238678
137.0,0.7412728667259216
138.0,0.7445574402809143
139.0,0.7491981983184814
140.0,0.7538389563560486
141.0,0.7584787607192993
142.0,0.7631334066390991
143.0,0.7677940726280212
144.0,0.7724536657333374
145.0,0.776231050491333
146.0,0.7800750136375427
147.0,0.7839497923851013
148.0,0.787680447101593
149.0,0.7909293174743652
150.0,0.7941771149635315
151.0,0.7974249720573425
152.0,0.8024601936340332
153.0,0.8075639009475708
154.0,0.8126686215400696
155.0,0.8172169923782349
156.0,0.8214017748832703
157.0,0.8255179524421692
158.0,0.8292645215988159
159.0,0.8325222730636597
160.0,0.8357800841331482
161.0,0.8392772674560547
162.0,0.8439150452613831
163.0,0.8485538363456726
164.0,0.853191614151001
165.0,0.8585188984870911
166.0,0.8628436923027039
167.0,0.8660975098609924
168.0,0.8696523308753967
169.0,0.8733790516853333
170.0,0.8771057724952698
171.0,0.8806496858596802
172.0,0.8838984966278076
173.0,0.8871473670005798
174.0,0.8905819654464722
175.0,0.8954144716262817
176.0,0.9002469778060913
177.0,0.9056686758995056
178.0,0.9102388620376588
179.0,0.9144107103347778
180.0,0.9185824990272522
181.0,0.9222257733345032
182.0,0.9254875183105468
183.0,0.9287482500076294
184.0,0.9324610829353333
185.0,0.9371028542518616
186.0,0.9417445659637452
187.0,0.9463009238243104
188.0,0.9495487213134766
189.0,0.9527965784072876
190.0,0.9560434222221376
191.0,0.9600374102592468
192.0,0.9642261266708374
193.0,0.9684138298034668
194.0,0.97160005569458
195.0,0.973918914794922
196.0,0.9762378334999084
197.0,0.9790514707565308
198.0,0.9832163453102112
199.0,0.9873822331428528
200.0,0.98854660987854
201.0,0.6458786658093417
202.0,0.1579199880361557
203.0,0.2327722609043121
204.0,0.2779965698719024
205.0,0.3140337467193603
206.0,0.3453417420387268
207.0,0.3771256506443023
208.0,0.4024377167224884
209.0,0.4266350567340851
210.0,0.4492447078227997
211.0,0.4689910411834717
212.0,0.4911218583583832
213.0,0.5114752054214478
214.0,0.5298594236373901
215.0,0.5479058623313904
216.0,0.5638896822929382
217.0,0.5798308253288269
218.0,0.5943929553031921
219.0,0.6074299812316895
220.0,0.620914101600647
221.0,0.6342472434043884
222.0,0.6444875001907349
223.0,0.6547268033027649
224.0,0.6649670600891113
225.0,0.6757925152778625
226.0,0.6844998002052307
227.0,0.6932060718536377
228.0,0.7019123435020447
229.0,0.7111362218856812
230.0,0.719950795173645
231.0,0.7267236709594727
232.0,0.7334965467453003
233.0,0.7402694225311279
234.0,0.7471804022789001
235.0,0.754150927066803
