Time [s],ia [A],ib [A],ic [A],ua [V],ub [V],uc [V]
0.0,5.037981967,-18.27255675,13.23457478,128.2704315,-68.73646548,-59.53396604
0.00025,6.426891014,-18.58395695,12.15706593,128.8502045,-60.22455081,-68.62565366
0.0005,7.822895949,-18.80693021,10.98403426,127.6012039,-50.50158059,-77.09962333
0.00075,9.160324449,-18.90297663,9.742652181,125.7446289,-40.74420813,-85.00042078
0.001,10.43309064,-18.91312917,8.480038523,123.5454559,-30.21102704,-93.33442889
0.00125,11.61423496,-18.77562114,7.161386184,121.0682144,-20.26825038,-100.799964
0.0015,12.73299705,-18.5069545,5.773957448,117.4903717,-10.42156694,-107.0688048
0.00175,13.7663956,-18.12235632,4.355960717,113.3547668,-0.598194891,-112.756572
0.002,14.68385532,-17.62479021,2.940934895,109.3317184,8.973608454,-118.3053269
0.00225,15.52271318,-17.02060294,1.497889759,104.347908,18.61443207,-122.9623401
0.0025,16.25655793,-16.33687487,0.080316942,99.16135406,28.55314026,-127.7144943
0.00275,16.86645263,-15.52282875,-1.343623878,93.78066254,37.58869859,-131.3693611
0.003,17.42659986,-14.60766488,-2.818934976,86.3703537,46.68998705,-133.0603408
0.00325,17.89751137,-13.59180184,-4.305709534,77.86813354,55.43413249,-133.302266
0.0035,18.24009699,-12.48412543,-5.75597156,69.29369354,63.54570117,-132.8393947
0.00375,18.47172348,-11.29733018,-7.174393302,60.23706436,71.22626181,-131.4633262
0.004,18.60713041,-10.06526205,-8.541868356,50.52388763,79.04998752,-129.5738752
0.00425,18.65350126,-8.798924318,-9.854576942,40.02203369,87.10047217,-127.1225059
0.0045,18.54345589,-7.461928526,-11.08152736,30.22958183,94.00361709,-124.2331989
0.00475,18.35034644,-6.081776359,-12.26857008,19.44837189,100.612143,-120.0605149
0.005,18.03721529,-4.66396753,-13.37324776,8.717240334,106.5472338,-115.2644742
0.00525,17.59381248,-3.227543061,-14.36626941,-1.498020768,111.8773305,-110.3793097
0.0055,17.02614647,-1.753886128,-15.27226034,-11.4166441,116.0758438,-104.6591997
0.00575,16.39254616,-0.317037831,-16.07550833,-21.93812752,120.7481042,-98.80997669
0.006,15.63113762,1.113885915,-16.74502354,-31.57174873,124.6428996,-93.07115085
0.00625,14.746327,2.586273734,-17.33260074,-40.65668106,126.6704286,-86.0137475
0.0065,13.80883455,4.047661555,-17.8564961,-50.5279274,128.1062445,-77.57831714
0.00675,12.75247591,5.511163725,-18.26363964,-59.4044838,127.9888969,-68.5844131
0.007,11.63396463,6.926010204,-18.55997483,-68.23426056,127.4719757,-59.23771513
0.00725,10.44186552,8.299815835,-18.74168136,-76.60554504,126.118503,-49.51295797
0.0075,9.182091976,9.623273927,-18.8053659,-84.42156982,123.9414104,-39.5198406
0.00775,7.822376899,10.89680344,-18.71918034,-90.64082336,120.4960709,-29.85524751
0.008,6.469617892,12.09417678,-18.56379467,-97.67021942,116.8763468,-19.20612739
0.00825,5.079225745,13.21116038,-18.29038612,-104.1139679,112.6577644,-8.543796478
0.0085,3.6527911,14.21813903,-17.87093013,-109.5813293,108.2482023,1.333127019
0.00875,2.193421244,15.15318934,-17.34661058,-114.2139969,102.8027722,11.4112247
0.009,0.740465139,15.9778118,-16.71827694,-118.5386581,97.19494769,21.34371045
0.00925,-0.718356144,16.70131306,-15.98295691,-122.0826721,91.03572142,31.0469507
0.0095,-2.15039351,17.31184519,-15.16145168,-125.3932877,84.67859284,40.71469482
0.00975,-3.617115929,17.83606676,-14.21895083,-126.8302689,77.07029233,49.75997653
0.01,-5.048529821,18.25705156,-13.20852174,-127.8736267,68.96012343,58.91350327
0.01025,-6.444653197,18.56929806,-12.12464486,-128.267334,60.38577906,67.88155493
0.0105,-7.828346114,18.79227145,-10.96392534,-127.338829,50.76070815,76.57812089
0.01075,-9.127174049,18.87858564,-9.751411589,-126.4287949,41.47994607,84.94884879
0.011,-10.41990776,18.88450844,-8.46460068,-123.6873245,30.88998686,92.79733766
