spi_time,die_temp_filtered,dqCommand_combined,outputSpeed_rpm
1740.0,0.7272727272727275,0.6878606866848324,0.783229670582815
1750.0,0.7272727272727275,0.6882839116919557,0.782768947247178
1760.0,0.7272727272727275,0.6864828569339683,0.783690393918452
1770.0,0.7396694214876032,0.7016128844678198,0.7945173923059202
1780.0,0.7396694214876032,0.7015463522319524,0.7945173923059202
1790.0,0.7396694214876032,0.6990163948655176,0.7954388389771941
1800.0,0.7396694214876032,0.7017947195272864,0.7935959456346464
1810.0,0.7396694214876032,0.6997537943291908,0.7945173923059202
1820.0,0.7479338842975207,0.7014813827348882,0.7935959456346464
1830.0,0.7479338842975207,0.6855506827781812,0.7848422022575443
1840.0,0.7396694214876032,0.6858881258330681,0.7816171389080857
1850.0,0.7561983471074383,0.682081416600689,0.7843814789219073
1860.0,0.7479338842975207,0.6872601167856813,0.7829993089149965
1870.0,0.7561983471074383,0.6859596660878818,0.7825385855793596
1880.0,0.7396694214876032,0.684204611119493,0.7846118405897259
1890.0,0.7396694214876032,0.6706262947141951,0.7721723105275282
1900.0,0.7479338842975207,0.6704376006443502,0.7726330338631652
1910.0,0.7396694214876032,0.6754360172134186,0.7705597788527989
1920.0,0.7479338842975207,0.6743738335219496,0.7728633955309836
1930.0,0.7479338842975207,0.6719553688452028,0.7719419488597097
1940.0,0.7479338842975207,0.6701279294555997,0.7717115871918913
1950.0,0.7561983471074383,0.6621559061220308,0.7606542271366045
1960.0,0.7561983471074383,0.6599893017112501,0.7611149504722414
1970.0,0.7561983471074383,0.6617832189819858,0.7606542271366045
1980.0,0.7479338842975207,0.6642238389956372,0.7613453121400598
1990.0,0.7561983471074383,0.6632701870007633,0.7613453121400598
2000.0,0.7561983471074383,0.6632701870007633,0.7606542271366045
2010.0,0.7479338842975207,0.6515975509283123,0.7498272287491361
2020.0,0.7479338842975207,0.6514911860317477,0.7493665054134991
2030.0,0.7561983471074383,0.6532800736497266,0.7486754204100438
2040.0,0.7479338842975207,0.6514911860317477,0.7498272287491361
2050.0,0.7479338842975207,0.652956765201971,0.7468325270674959
2060.0,0.7561983471074383,0.652956765201971,0.7479843354065884
2070.0,0.7479338842975207,0.6449381045323274,0.7390002303616678
2080.0,0.7479338842975207,0.64523212052301,0.7378484220225754
2090.0,0.7479338842975207,0.6457001683343397,0.7362358903478461
2100.0,0.7561983471074383,0.6463506997488204,0.737618060354757
2110.0,0.7561983471074383,0.6455739682656547,0.7373876986869384
2120.0,0.7561983471074383,0.6458033615073748,0.7373876986869384
2130.0,0.7479338842975207,0.640310319698149,0.7274821469707441
2140.0,0.7396694214876032,0.6420414157460822,0.7270214236351071
2150.0,0.7479338842975207,0.6427197198215732,0.7247178069569223
2160.0,0.7479338842975207,0.6417790227669771,0.7265607002994702
2170.0,0.7479338842975207,0.6418097578400244,0.7260999769638332
2180.0,0.7479338842975207,0.6417543213515511,0.7247178069569223
2190.0,0.7396694214876032,0.6382455481251151,0.7164247869154573
2200.0,0.7396694214876032,0.6388268848702878,0.7150426169085464
2210.0,0.7396694214876032,0.639412780472951,0.7129693618981802
2220.0,0.7396694214876032,0.6386768529673214,0.7134300852338171
2230.0,0.7479338842975207,0.638464749134545,0.7171158719189127
2240.0,0.7479338842975207,0.6386874365759918,0.7131997235659986
2250.0,0.7396694214876032,0.6386778052509638,0.70997466021654
2260.0,0.7479338842975207,0.6383415073560696,0.709513936880903
2270.0,0.7396694214876032,0.6381577458242856,0.7102050218843584
2280.0,0.7479338842975207,0.6387962997969647,0.7097442985487215
2290.0,0.7479338842975207,0.6383391830682481,0.7106657452199954
2300.0,0.7479338842975207,0.638127486159177,0.709513936880903
2310.0,0.7396694214876032,0.6387303760125264,0.7053674268601704
