Time (seconds),X,Y,Z
0.0,1.2114660739898682,-10.139444351196287,-0.5961562395095825
0.02,1.2641384601593018,-10.010157585144045,-0.3734954595565796
0.04,1.280897855758667,-9.691728591918944,-0.3232172429561615
0.06,1.1827356815338137,-9.83298683166504,-0.3854664862155914
0.08,1.2258312702178955,-9.95748519897461,-0.507570743560791
0.1,1.1659762859344482,-9.981427192687988,-0.6033388376235962
0.12,1.2761094570159912,-10.055646896362305,-0.6823474764823914
0.14,1.1994950771331787,-9.897629737854004,-0.5123591423034668
0.16,1.256955862045288,-9.861717224121094,-0.5027823448181152
0.18,1.213860273361206,-9.74440097808838,-0.4213795065879822
0.2,1.1875240802764893,-9.813833236694336,-0.5195417404174805
0.22,1.2090718746185305,-9.880870819091797,-0.4812345504760742
0.24,1.2306196689605713,-9.93593692779541,-0.5793967843055725
0.26,1.173158884048462,-9.792284965515137,-0.3878606855869293
0.28,1.2018892765045166,-9.861717224121094,-0.4429273009300232
0.3,0.9959878921508788,-9.90241813659668,-0.2825157940387726
0.32,1.1276689767837524,-10.192116737365724,-0.3711012601852417
0.34,1.036689281463623,-9.74679470062256,-0.0646434426307678
0.36,1.012747287750244,-10.007762908935549,-0.2442085742950439
0.38,1.0749965906143188,-10.06043529510498,-0.3734954595565796
0.4,1.2066776752471924,-10.036493301391602,-0.4979939460754394
0.42,1.1635819673538208,-9.988609313964844,-0.5841852426528931
0.44,1.0821791887283323,-10.089165687561035,-0.667982280254364
0.46,1.1013327836990356,-9.801861763000488,-0.6775590777397156
0.48,1.1420341730117798,-10.244789123535156,-0.524330198764801
0.5,1.1109095811843872,-9.983820915222168,-0.2681505978107452
0.52,1.137245774269104,-9.995792388916016,-0.2011129409074783
0.54,1.09654438495636,-9.86889934539795,-0.3567360639572143
0.56,1.2018892765045166,-9.66299819946289,-0.6344634294509888
0.58,1.070208191871643,-9.725247383117676,-0.7541735172271729
0.6,0.9193734526634216,-9.83538055419922,-0.3160346150398254
0.62,0.8882488012313843,-10.089165687561035,-0.0885854661464691
0.64,0.8571242094039917,-10.050858497619627,0.0646434426307678
0.66,0.912190854549408,-9.96706199645996,0.0670376494526863
0.68,0.993593692779541,-9.821015357971191,-0.059855043888092
