# Time (seconds),f0
0.0078125,27.042381286621094
0.0234375,27.043106079101562
0.0390625,27.05120086669922
0.0546875,27.040908813476562
0.0703125,27.028778076171875
0.0859375,27.03907012939453
0.1015625,27.0357666015625
0.1171875,27.0386962890625
0.1328125,27.03466033935547
0.1484375,27.05450439453125
0.1640625,27.0386962890625
0.1796875,27.0386962890625
0.1953125,27.044212341308594
0.2109375,27.043106079101562
0.2265625,27.05596923828125
0.2421875,27.043838500976562
0.2578125,27.041275024414062
0.2734375,27.05450439453125
0.2890625,27.047889709472656
0.3046875,27.041275024414062
0.3203125,27.048248291015625
0.3359375,27.05450439453125
0.3515625,27.049354553222656
0.3671875,27.047889709472656
0.3828125,27.045684814453125
0.3984375,27.042381286621094
0.4140625,27.040908813476562
0.4296875,27.05303192138672
0.4453125,27.05817413330078
0.4609375,27.042739868164062
0.4765625,27.058547973632812
0.4921875,27.040908813476562
0.5078125,27.047889709472656
0.5234375,27.050827026367188
0.5390625,27.041275024414062
0.5546875,27.050827026367188
0.5703125,27.03980255126953
0.5859375,27.048622131347656
0.6015625,27.05744171142578
0.6171875,27.043106079101562
0.6328125,27.03980255126953
0.6484375,27.040176391601562
0.6640625,27.034286499023438
0.6796875,27.050827026367188
0.6953125,27.046791076660156
0.7109375,27.049354553222656
0.7265625,27.049728393554688
0.7421875,27.044586181640625
0.7578125,27.05744171142578
0.7734375,27.05744171142578
0.7890625,27.05927276611328
0.8046875,27.05744171142578
0.8203125,27.062225341796875
0.8359375,27.0721435546875
0.8515625,27.05633544921875
0.8671875,27.043838500976562
0.8828125,27.05744171142578
0.8984375,27.05744171142578
0.9140625,27.065887451171875
0.9296875,27.05817413330078
0.9453125,27.05633544921875
0.9609375,27.05817413330078
0.9765625,27.05817413330078
0.9921875,27.05633544921875
1.0078125,27.05927276611328
1.0234375,27.063323974609375
1.0390625,27.064056396484375
1.0546875,27.05633544921875
1.0703125,27.060379028320312
1.0859375,27.03980255126953
1.1015625,27.043838500976562
1.1171875,27.05303192138672
1.1328125,27.05450439453125
1.1484375,27.060020446777344
1.1640625,27.062225341796875
1.1796875,27.05633544921875
1.1953125,27.043838500976562
1.2109375,27.061477661132812
1.2265625,27.047889709472656
1.2421875,27.051559448242188
1.2578125,27.05596923828125
1.2734375,27.05633544921875
1.2890625,27.051559448242188
1.3046875,27.05120086669922
1.3203125,27.051559448242188
1.3359375,27.05596923828125
1.3515625,27.05927276611328
1.3671875,27.057815551757812
1.3828125,27.044586181640625
