Time (seconds),Left,Center,Up,Right,Down
0.0160654,0.0,0.0,0.0,0.0,0.0
0.0679128,0.0,0.0,0.0,0.0,0.0
0.1176014,0.0,0.0,0.0,0.0,0.0
0.168268,0.0,0.0,0.0,0.0,0.0
0.2189007,0.0,0.0,0.0,0.0,0.0
0.2696171,0.0,0.0,0.0,0.0,0.0
0.3198752,0.0,0.0,0.0,0.0,0.0
0.3708842,0.0,0.0,0.0,0.0,0.0
0.4211512,0.0,0.0,0.0,0.0,0.0
0.4712987,0.0,0.0,0.0,0.0,0.0
0.5221539,0.0,0.0,0.0,0.0,0.0
0.5721111,0.0,0.0,0.0,0.0,0.0
0.6229,0.0,0.0,0.0,0.0,0.0
0.6738787,0.0,0.0,0.0,0.0,0.0
0.7237382,0.0,0.0,0.0,0.0,0.0
0.7743142,0.0,0.0,0.0,0.0,0.0
0.8255095,0.0,0.0,0.0,0.0,0.0
0.8753245,0.0,0.0,0.0,0.0,0.0
0.9258087,0.0,0.0,0.0,0.0,0.0
0.9767325,0.0,0.0,0.0,0.0,0.0
1.0267663,0.0,0.0,0.0,0.0,0.0
1.077635,0.0,0.0,0.0,0.0,0.0
1.1278462,0.0,0.0,0.0,0.0,0.0
1.1783819,0.0,0.0,0.0,0.0,0.0
1.2306657,0.0,0.0,0.0,0.0,0.0
1.2794309,0.0,0.0,0.0,0.0,0.0
1.3299489,0.0,0.0,0.0,0.0,0.0
1.3809175,0.0,0.0,0.0,0.0,0.0
1.4312627,0.0,0.0,0.0,0.0,0.0
1.4814639,0.0,0.0,0.0,0.0,0.0
1.5320482,0.0,0.0,0.0,0.0,0.0
1.5825524,0.0,0.0,0.0,0.0,0.0
1.6333055,0.0,0.0,0.0,0.0,0.0
1.6838357,0.0,0.0,0.0,0.0,0.0
1.7346237,0.0,0.0,0.0,0.0,0.0
1.7847104,0.0,0.0,0.0,0.0,0.0
1.8351417,0.0,0.0,0.0,0.0,0.0
1.8855209,0.0,0.0,0.0,0.0,0.0
1.9365125,0.0,0.0,0.0,0.0,0.0
1.9860349,0.0,0.0,0.0,0.0,0.0
2.0374773,0.0,0.0,0.0,0.0,0.0
2.087754,0.0,0.0,0.0,0.0,0.0
2.1385257,0.0,0.0,0.0,0.0,0.0
2.1890163,0.0,0.0,0.0,0.0,0.0
2.2392957,0.0,0.0,0.0,0.0,0.0
2.2895429,0.0,0.0,0.0,0.0,0.0
2.3405368,0.0,0.0,0.0,0.0,0.0
2.3904598,0.0,0.0,0.0,0.0,0.0
2.4415464,0.0,0.0,0.0,0.0,0.0
2.4916902,0.0,0.0,0.0,0.0,0.0
2.5417948,0.0,0.0,0.0,0.0,0.0
2.5922072,0.0,0.0,0.0,0.0,0.0
2.6428592,0.0,0.0,0.0,0.0,0.0
2.6937442,0.0,0.0,0.0,0.0,0.0
2.7436666,0.0,0.0,0.0,0.0,0.0
2.7946954,0.0,0.0,0.0,0.0,0.0
2.844758,0.0,0.0,0.0,0.0,0.0
2.8961105,0.0,0.0,0.0,0.0,0.0
2.9456809,0.0,0.0,0.0,0.0,0.0
2.9966626,0.0,0.0,0.0,0.0,0.0
3.0475485,0.0,0.0,0.0,0.0,0.0
3.0980017,0.0,0.0,0.0,0.0,0.0
3.1481788,0.0,0.0,0.0,0.0,0.0
3.1981645,0.0,0.0,0.0,0.0,0.0
3.2490997,0.0,0.0,0.0,0.0,0.0
3.2991033,0.0,0.0,0.0,0.0,0.0
3.3497295,0.0,0.0,0.0,0.0,0.0
3.4002328,0.0,0.0,0.0,0.0,0.0
3.4506066,0.0,0.0,0.0,0.0,0.0
3.501924,0.0,0.0,0.0,0.0,0.0
3.5521643,0.0,0.0,0.0,0.0,0.0
3.6026118,0.0,0.0,0.0,0.0,0.0
3.6535313,0.0,0.0,0.0,0.0,0.0
3.7029889,0.0,0.0,0.0,0.0,0.0
3.7533822,0.0,0.0,0.0,0.0,0.0
3.8048987,0.0,0.0,0.0,0.0,0.0
3.8547347,0.0,0.0,0.0,0.0,0.0
3.9050984,0.0,0.0,0.0,0.0,0.0
3.9563088,0.0,0.0,0.0,0.0,0.0
4.0060816,0.0,0.0,0.0,0.0,0.0
4.0565717,0.0,0.0,0.0,0.0,0.0
4.1074712,0.0,0.0,0.0,0.0,0.0
4.1586454,0.0,0.0,0.0,0.0,0.0
4.2085211,0.0,0.0,0.0,0.0,0.0
4.2590666,0.0,0.0,0.0,0.0,0.0
4.3101161,0.0,0.0,0.0,0.0,0.0
4.3597679,0.0,0.0,0.0,0.0,0.0
4.4108379,0.0,0.0,0.0,0.0,0.0
4.4615133,0.0,0.0,0.0,0.0,0.0
4.5113266,0.0,0.0,0.0,0.0,0.0
4.5624478,0.0,0.0,0.0,0.0,0.0
4.6122193,0.0,0.0,0.0,0.0,0.0
4.6633315,0.0,0.0,0.0,0.0,0.0
4.7135892,0.0,0.0,0.0,0.0,0.0
4.7643716,0.0,0.0,0.0,0.0,0.0
4.8150842,0.0,0.0,0.0,0.0,0.0
4.865205,0.0,0.0,0.0,0.0,0.0
4.9154186,0.0,0.0,0.0,0.0,0.0
4.9665179,0.0,0.0,0.0,0.0,0.0
5.0160165,0.0,0.0,0.0,0.0,0.0
5.0668528,0.0,0.0,0.0,0.0,0.0
5.1176417,0.0,0.0,0.0,0.0,0.0
5.1688268,0.0,0.0,0.0,0.0,0.0
5.2190878,0.0,0.0,0.0,0.0,0.0
5.269907,0.0,0.0,0.0,0.0,0.0
5.3196084,0.0,0.0,0.0,0.0,0.0
5.3706605,0.0,0.0,0.0,0.0,0.0
5.421335,0.0,0.0,0.0,0.0,0.0
5.4711299,0.0,0.0,0.0,0.0,0.0
5.5218513,0.0,0.0,0.0,0.0,0.0
5.5722411,0.0,0.0,0.0,0.0,0.0
5.6231987,0.0,0.0,0.0,0.0,0.0
5.6738813,0.0,0.0,0.0,0.0,0.0
5.7244234,0.0,0.0,0.0,0.0,0.0
5.7742784,0.0,0.0,0.0,0.0,0.0
5.8249261,0.0,0.0,0.0,0.0,0.0
5.8760023,0.0,0.0,0.0,0.0,0.0
5.9265285,0.0,0.0,0.0,0.0,0.0
5.976836,0.0,0.0,0.0,0.0,0.0
6.0268309,0.0,0.0,0.0,0.0,0.0
6.0777223,0.0,0.0,0.0,0.0,0.0
6.1278319,0.0,0.0,0.0,0.0,0.0
6.1786597,0.0,0.0,0.0,0.0,0.0
6.2288847,0.0,0.0,0.0,0.0,0.0
6.2799132,0.0,0.0,0.0,0.0,0.0
6.3296928,0.0,0.0,0.0,0.0,0.0
6.3805244,0.0,0.0,0.0,0.0,0.0
6.4309158,0.0,0.0,0.0,0.0,0.0
6.4817739,0.0,0.0,0.0,0.0,0.0
6.5319183,0.0,0.0,0.0,0.0,0.0
6.5827539,0.0,0.0,0.0,0.0,0.0
6.6334736,0.0,0.0,0.0,0.0,0.0
6.6839302,0.0,0.0,0.0,0.0,0.0
6.7342844,0.0,0.0,0.0,0.0,0.0
6.7851377,0.0,0.0,0.0,0.0,0.0
6.835459,0.0,0.0,0.0,0.0,0.0
6.8851352,0.0,0.0,0.0,0.0,0.0
6.9365208,0.0,0.0,0.0,0.0,0.0
6.9865053,0.0,0.0,0.0,0.0,0.0
7.0377123,0.0,0.0,0.0,0.0,0.0
7.0878577,0.0,0.0,0.0,0.0,0.0
7.1386878,0.0,0.0,0.0,0.0,0.0
7.1887946,0.0,0.0,0.0,0.0,0.0
7.238946,0.0,0.0,0.0,0.0,0.0
7.2894776,0.0,0.0,0.0,0.0,0.0
7.3400223,0.0,0.0,0.0,0.0,0.0
7.3927944,0.0,0.0,0.0,0.0,0.0
7.4411664,0.0,0.0,0.0,0.0,0.0
7.4918969,0.0,0.0,0.0,0.0,0.0
7.5417793,0.0,0.0,0.0,0.0,0.0
7.5924478,0.0,0.0,0.0,0.0,0.0
7.6432645,0.0,0.0,0.0,0.0,0.0
7.6940665,0.0,0.0,0.0,0.0,0.0
7.7440348,0.0,0.0,0.0,0.0,0.0
7.7942753,0.0,0.0,0.0,0.0,0.0
7.8455486,0.0,0.0,0.0,0.0,0.0
7.8958721,0.0,0.0,0.0,0.0,0.0
7.945858,0.0,0.0,0.0,0.0,0.0
7.9966614,0.0,0.0,0.0,0.0,0.0
8.047694,0.0,0.0,0.0,0.0,0.0
8.097595,0.0,0.0,0.0,0.0,0.0
8.1475961,0.0,0.0,0.0,0.0,0.0
8.1985049,0.0,0.0,0.0,0.0,0.0
8.2487762,0.0,0.0,0.0,0.0,0.0
8.2995279,0.0,0.0,0.0,0.0,0.0
8.3501809,0.0,0.0,0.0,0.0,0.0
8.400346,0.0,0.0,0.0,0.0,0.0
8.4507303,0.0,0.0,0.0,0.0,0.0
8.5016978,0.0,0.0,0.0,0.0,0.0
8.5525649,0.0,0.0,0.0,0.0,0.0
8.6028244,0.0,0.0,0.0,0.0,0.0
8.6531019,0.0,0.0,0.0,0.0,0.0
8.7032087,0.0,0.0,0.0,0.0,0.0
8.7543268,0.0,0.0,0.0,0.0,0.0
8.805007,0.0,0.0,0.0,0.0,0.0
8.8551409,0.0,0.0,0.0,0.0,0.0
8.9054255,0.0,0.0,0.0,0.0,0.0
8.9559538,0.0,0.0,0.0,0.0,0.0
9.0059884,0.0,0.0,0.0,0.0,0.0
9.0575464,0.0,0.0,0.0,0.0,0.0
9.1077511,0.0,0.0,0.0,0.0,0.0
9.1578727,0.0,0.0,0.0,0.0,0.0
9.2086391,0.0,0.0,0.0,0.0,0.0
9.2594025,0.0,0.0,0.0,0.0,0.0
9.3097625,0.0,0.0,0.0,0.0,0.0
9.3600292,0.0,0.0,0.0,0.0,0.0
9.4111502,0.0,0.0,0.0,0.0,0.0
9.4611526,0.0,0.0,0.0,0.0,0.0
9.5115256,0.0,0.0,0.0,0.0,0.0
9.5625823,0.0,0.0,0.0,0.0,0.0
9.6122954,0.0,0.0,0.0,0.0,0.0
9.6634252,0.0,0.0,0.0,0.0,0.0
9.7140527,0.0,0.0,0.0,0.0,0.0
9.7638414,0.0,0.0,0.0,0.0,0.0
9.8143141,0.0,0.0,0.0,0.0,0.0
9.8654153,0.0,0.0,0.0,0.0,0.0
9.9152162,0.0,0.0,0.0,0.0,0.0
9.9658995,0.0,0.0,0.0,0.0,0.0
10.01648,0.0,0.0,0.0,0.0,0.0
10.0674856,0.0,0.0,0.0,0.0,0.0
10.1176641,0.0,0.0,0.0,0.0,0.0
10.1675894,0.0,0.0,0.0,0.0,0.0
10.2182679,0.0,0.0,0.0,0.0,0.0
10.2687974,0.0,0.0,0.0,0.0,0.0
10.3194351,0.0,0.0,0.0,0.0,0.0
10.3702297,0.0,0.0,0.0,0.0,0.0
10.420207,0.0,0.0,0.0,0.0,0.0
10.4709492,0.0,0.0,0.0,0.0,0.0
10.5219781,0.0,0.0,0.0,0.0,0.0
10.5717404,0.0,0.0,0.0,0.0,0.0
10.6222687,0.0,0.0,0.0,0.0,0.0
10.672895,0.0,0.0,0.0,0.0,0.0
10.7237623,0.0,0.0,0.0,0.0,0.0
10.773726,0.0,0.0,0.0,0.0,0.0
10.8244176,0.0,0.0,0.0,0.0,0.0
10.8753002,0.0,0.0,0.0,0.0,0.0
10.9255462,0.0,0.0,0.0,0.0,0.0
10.9760554,0.0,0.0,0.0,0.0,0.0
11.0264082,0.0,0.0,0.0,0.0,0.0
11.0762525,0.0,0.0,0.0,0.0,0.0
11.1273952,0.0,0.0,0.0,0.0,0.0
11.1778748,0.0,0.0,0.0,0.0,0.0
11.228951,0.0,0.0,0.0,0.0,0.0
11.2785006,0.0,0.0,0.0,0.0,0.0
11.3297634,0.0,0.0,0.0,0.0,0.0
11.3795383,0.0,0.0,0.0,0.0,0.0
11.4307508,0.0,0.0,0.0,0.0,0.0
11.4807291,0.0,0.0,0.0,0.0,0.0
11.5314856,0.0,0.0,0.0,0.0,0.0
11.5820913,0.0,0.0,0.0,0.0,0.0
11.6325943,0.0,0.0,0.0,0.0,0.0
11.6827421,0.0,0.0,0.0,0.0,0.0
11.7333732,0.0,0.0,0.0,0.0,0.0
11.7836761,0.0,0.0,0.0,0.0,0.0
11.8345432,0.0,0.0,0.0,0.0,0.0
11.8849566,0.0,0.0,0.0,0.0,0.0
11.9350855,0.0,0.0,0.0,0.0,0.0
11.9858055,0.0,0.0,0.0,0.0,0.0
12.0363214,0.0,0.0,0.0,0.0,0.0
12.0874345,0.0,0.0,0.0,0.0,0.0
12.1376047,0.0,0.0,0.0,0.0,0.0
12.1885998,0.0,0.0,0.0,0.0,0.0
12.2389338,0.0,0.0,0.0,0.0,0.0
