Time (seconds),X,Y,Z
0.0,-0.2225375473499298,0.9785537123680116,0.0024399999529123
0.02,-0.2254292165436787,0.976496891144642,0.0019110904023052
0.04,-0.2239417534918586,0.9771826521371726,0.0008530112256213
0.06,-0.225092505020004,0.9752237693174732,-0.0017105576693614
0.08,-0.2266114224606661,0.9766400190228094,-0.0022051992463377
0.1,-0.2257111476568258,0.9765031898410276,-0.0015772120957341
0.12,-0.2159978838055347,0.9836469309879138,-0.0028310387105152
0.14,-0.2207086284846547,0.980235259596088,0.0024500983344656
0.16,-0.2217663453079758,0.9804960292841508,0.0043201746599035
0.18,-0.2216030598446781,0.9812585756812896,0.0043317322377127
0.2,-0.2222703998355967,0.980202348733844,0.0036072532514307
0.22,-0.2202319919217271,0.9830594593394644,0.0026573524645844
0.24,-0.220356558867497,0.9817020452456748,0.0056515705040789
0.26,-0.2244183871838621,0.9812804767198342,0.0023503025314354
0.28,-0.2286117270937653,0.9816356533217512,0.0055207929237621
0.3,-0.2291106118818635,0.981204012485539,0.0055932399043421
0.32,-0.2287312221590806,0.9766850735581318,0.0063056387311393
0.34,-0.2265410020464029,0.9740749136180004,0.0061589022030175
0.36,-0.2308737619908414,0.9742557820878632,0.0076797104758972
0.38,-0.2311378937618979,0.9748743659896412,0.0026083034746575
0.4,-0.2337471552990797,0.978572564566273,0.0033690979015706
0.42,-0.2308811801356176,0.9793893983315702,0.0078080003149807
0.44,-0.2328399250728871,0.9803096204385704,0.0091713410648044
0.46,-0.2350243186708299,0.9814743655994608,0.0063259038815314
0.48,-0.2341835707597618,0.9794974968907364,0.0103973388405708
0.5,-0.2317886578216133,0.981393348888958,0.0089927102092654
0.52,-0.2260610266765176,0.9809564409954435,0.0057537432733059
0.54,-0.2276574083844353,0.9741274113309958,-0.0001606693194975
0.56,-0.2256537066800351,0.978471014272314,0.0010146156017137
0.58,-0.2240138258423632,0.9749913549866212,-0.0012625314127568
0.6,-0.2242219059036054,0.9757704061427792,-0.0020453502177679
0.62,-0.2282362195851517,0.9830090803872013,0.0018808655102367
0.64,-0.2270609995711805,0.9834331819130352,0.0016358412142179
0.66,-0.2257853757308688,0.9832372647998076,0.0009394298114828
0.68,-0.2234918295074697,0.9826370101952452,0.001867761185178
0.7000000000000001,-0.2246068605802069,0.982547590193056,0.0013675174195746
0.72,-0.2255997027785136,0.9821508193990752,0.0013566357464095
0.74,-0.2261525499578528,0.9806472963079286,0.0031079184613522
0.76,-0.2265817813909694,0.9798425004225568,0.0043252405380305
0.78,-0.2266712605580594,0.9809581245382828,0.004074996043597
0.8,-0.2266772309863476,0.9814759129158406,0.0042210724157745
0.8200000000000001,-0.2265030133824345,0.9807037423407712,0.0052222961425821
0.84,-0.2269761671704557,0.9802919157425892,0.0055802923290332
0.86,-0.2285655641418044,0.9805014195165328,0.0048291904518424
0.88,-0.2295427380056809,0.9771375906223194,0.005131065322188
0.9,-0.2302467218938431,0.9821472080041636,0.0068064100453988
0.92,-0.2299731383073808,0.9818085450438132,0.0059310912387907
0.94,-0.2282649741105561,0.9807999558746462,0.0082088132827932
0.96,-0.2286245637374178,0.9823937878664992,0.0064003424067544
0.98,-0.2328476759387407,0.9780170188114692,0.0058681184128422
1.0,-0.2313811359403522,0.9729916053327716,0.0079007459347944
1.02,-0.2285669362582472,0.9804644373120806,0.0065958838130887
1.04,-0.2299139258410042,0.980016933254547,0.0043161892739656
1.06,-0.229926120458539,0.980886118178776,0.0045673154016446
1.08,-0.2229586347350299,0.9754481461037612,0.0052152242892188
1.1,-0.2247909307479858,0.976621389389038,0.0026179104959324
1.12,-0.2276713293899193,0.978099825762031,0.0039827975749412
1.14,-0.2236354118354282,0.9783217723489828,0.0039525217696556
1.16,-0.2240358536495693,0.9791458839256264,0.0042879262886091
1.18,-0.2228288615247528,0.9798445518250092,0.0024399999529123
1.2,-0.2230762278972507,0.9813317614898758,0.0037989454703863
1.22,-0.226496581060238,0.981301466623812,0.001989247744501
1.24,-0.225334898063795,0.9831527571972146,0.0051314994001942
1.26,-0.2238387350334944,0.9849793651932048,0.0053679998964071
1.28,-0.2245771998404661,0.9865199711734254,0.0052161313851395
1.3,-0.2225738992938796,0.9839396111056647,0.0048799999058246
1.32,-0.2214977701805579,0.9851635380298448,0.0077149853691794
1.34,-0.2223917398809029,0.984410105571344,0.0061387584198235
1.36,-0.2216280081181337,0.985178748482758,0.0074527765640992
1.38,-0.2258671286189391,0.980808203820336,0.0112569184160176
1.4,-0.2279945627899706,0.9777599753182376,0.0089276192579105
1.42,-0.2260440573235578,0.9789621114418324,0.0107542717082662
1.44,-0.2266353091752738,0.9776164005809096,0.0090377819897302
1.46,-0.2266166761369805,0.9796002785164832,0.0100925454972396
1.48,-0.2253004902803443,0.981437413055897,0.0089833212160223
1.5,-0.2267188736647848,0.9819589595665682,0.0082752657313396
1.52,-0.2232778355239421,0.9798667915102668,0.0027053521752721
1.54,-0.2226231016282069,0.9792348585773144,0.0029976162107184
1.56,-0.2235566697169007,0.9792762984331308,0.003256806244736
1.58,-0.2253840499758717,0.9804329413156608,0.0014938253066389
1.6,-0.2237892912419253,0.9764828480111324,0.0016336143743505
1.62,-0.2220639329749397,0.9805506647794304,0.0019520000787451
1.64,-0.2236587502480984,0.9795866446524704,0.0050588722103283
1.66,-0.2241047596871539,0.9793170466202256,0.0039187846801218
1.68,-0.2236861336846271,0.9804908444479612,0.0048990419056506
1.7,-0.2257543805147114,0.9841957301114788,0.0042265079676104
1.72,-0.2257362880509422,0.9847231787837736,0.0074567085508198
1.74,-0.223563634731353,0.9847776215072614,0.008883946563814
1.76,-0.2206376069117234,0.9851714821500064,0.0063738902182834
1.78,-0.2198790568535907,0.9859234929037076,0.0055222671096197
1.8,-0.2204263253087978,0.9830087977944088,0.0075879191637458
1.82,-0.2192003945663548,0.977719777153372,0.0092565479790099
1.84,-0.2222986034091101,0.9785440333178548,0.0076085116470496
1.86,-0.2236393502558698,0.9811097926723572,0.0078697493617701
1.88,-0.2252526016102865,0.9783286375592792,0.0084466136654828
1.9,-0.2256883922188367,0.9796954073614604,0.0073591956633098
1.92,-0.2241740282407305,0.980658471794177,0.0080158684837897
1.94,-0.2260543801734482,0.9788598167341396,0.0074611393299065
1.96,-0.2264117450492961,0.9833581202392072,0.0094490189331048
1.98,-0.2266597287485703,0.9828301409204372,0.0083165284024577
2.0,-0.2269077124478445,0.9823021616016668,0.0071840378718105
2.02,-0.2238334221583985,0.9797542098331108,0.00729955877807
2.04,-0.2224640956235999,0.9791682845683728,0.0059040562591581
2.06,-0.2241464022442021,0.9782852374186292,0.0071537117997655
2.08,-0.2243771421333627,0.979686914181604,0.0063623416811513
2.1,-0.2221282133806,0.980946325135326,0.0052518482025235
