Time [s],ia [A],ib [A],ic [A],ua [V],ub [V],uc [V]
0.0,-6.9573202,-1.939626801,8.896947001,27.96149635,-69.72139446,41.75989811
0.00025,-6.442344671,-2.683859913,9.126204584,33.07858658,-69.51167713,36.43309055
0.0005,-5.874228578,-3.407360854,9.281589432,37.60789871,-68.84524831,31.2373496
0.00075,-5.24915028,-4.109706971,9.35885725,41.3530426,-67.59715356,26.24411095
0.001,-4.607871732,-4.792167786,9.400039519,45.29733276,-65.94153876,20.64420599
0.00125,-3.989282121,-5.405661689,9.39494381,50.01173019,-64.99616659,14.98443639
0.0015,-3.311180577,-5.997155625,9.308336202,53.59257889,-63.182931,9.590352109
0.00175,-2.610918035,-6.564109584,9.175027619,56.88779068,-60.73249612,3.844705439
0.002,-1.893869307,-7.064636583,8.95850589,59.62121964,-58.39216042,-1.229059217
0.00225,-1.163604294,-7.548663863,8.712268157,62.14458084,-55.17333631,-6.971244533
0.0025,-0.426379187,-7.984033059,8.410412246,64.27284241,-51.65305677,-12.61978564
0.00275,0.297071464,-8.350438462,8.053366999,66.28961945,-48.30764615,-17.9819733
0.003,1.014747177,-8.667763051,7.653015874,68.02335358,-44.65246129,-23.37089229
0.00325,1.753360751,-8.945740044,7.192379293,68.7304306,-40.25752363,-28.47290697
0.0035,2.460341953,-9.162790175,6.702448222,69.51584625,-35.87612773,-33.63971852
0.00375,3.153952983,-9.316798328,6.162845346,69.78023529,-31.3851535,-38.39508179
0.004,3.879914834,-9.446267037,5.566352204,68.49462128,-25.69718541,-42.79743587
0.00425,4.503521886,-9.462767613,4.959245727,68.43462372,-21.45970833,-46.97491539
0.0045,5.147601601,-9.451767044,4.304165443,66.92133331,-16.15996216,-50.76137115
0.00475,5.770182553,-9.396341486,3.626158934,64.82337189,-10.42262092,-54.40075096
0.005,6.328028781,-9.276181526,2.948152745,63.03602982,-4.960983361,-58.07504645
0.00525,6.823324534,-9.073092123,2.249767589,61.29272079,-0.12889561,-61.16382518
0.0055,7.308995592,-8.829386344,1.520390752,58.44007874,5.227291872,-63.66737061
0.00575,7.735339798,-8.553949646,0.818609847,55.76955032,10.87588086,-66.64543119
0.006,8.107141593,-8.212507337,0.105365744,52.84144974,16.16249918,-69.00394892
0.00625,8.434502847,-7.831294341,-0.603208506,49.52691269,21.59988745,-71.12680014
0.0065,8.705610197,-7.388308667,-1.31730153,45.92228699,26.62452284,-72.54680983
0.00675,8.959518196,-6.884819526,-2.074698671,40.9668541,31.47343907,-72.44029316
0.007,9.149055753,-6.334366556,-2.814689197,35.95750427,35.97262125,-71.93012553
0.00725,9.290270249,-5.761912506,-3.528357742,30.63425636,40.62835605,-71.26261241
0.0075,9.359065768,-5.136993276,-4.222072492,25.38890648,44.60089206,-69.98979854
0.00775,9.360452734,-4.48457341,-4.875879324,20.27210045,48.30012259,-68.57222304
0.008,9.286395786,-3.795343531,-5.491052255,15.43244171,51.39249728,-66.82493899
0.00825,9.194524909,-3.101036229,-6.09348868,9.60222435,54.79910603,-64.40133038
0.0085,9.025888867,-2.384305355,-6.641583512,4.212759972,57.65590745,-61.86866742
0.00875,8.793189725,-1.654034296,-7.139155429,-0.969916463,60.11488924,-59.14497278
0.009,8.551031183,-0.958880944,-7.59215024,-6.986713886,63.39169425,-56.40498036
0.00925,8.210933444,-0.22522537,-7.985708075,-12.02029228,65.34001552,-53.31972324
0.0095,7.87024613,0.460196555,-8.330442685,-17.92838287,68.19933268,-50.27094981
0.00975,7.420238458,1.207814282,-8.62805274,-22.61770058,68.97608463,-46.35838405
0.01,6.962551658,1.944854351,-8.907406009,-28.14094543,69.66536968,-41.52442425
0.01025,6.440790875,2.691202549,-9.131993424,-33.09669495,69.36333012,-36.26663517
0.0105,5.865877353,3.413434412,-9.279311765,-37.43675995,68.66790423,-31.23114428
0.01075,5.25355209,4.120434548,-9.373986638,-41.54898834,67.42303989,-25.87405155
0.011,4.612644086,4.787239831,-9.399883916,-45.38854218,66.06305085,-20.67450867
0.01125,3.969469869,5.412159031,-9.3816289,-49.54031372,64.72086441,-15.18055069
0.0115,3.293471665,5.998152117,-9.291623782,-53.12848282,63.02528059,-9.896797773
0.01175,2.598278995,6.557914158,-9.156193153,-56.49777603,60.74901328,-4.251237248
0.012,1.876667894,7.089749675,-8.966417568,-59.33741379,57.78409953,1.553314262
0.01225,1.164506007,7.529351874,-8.693857881,-62.00423813,55.53449611,6.46974202
0.0125,0.453574677,7.956259273,-8.40983395,-64.76392365,52.37715552,12.38676813
0.01275,-0.285117162,8.335356701,-8.05023954,-66.48336029,48.68966068,17.79369961
0.013,-0.996410847,8.656489373,-7.660078526,-68.41902924,45.01564058,23.40338865
0.01325,-1.743516034,8.934466763,-7.190950728,-68.91039276,40.5627115,28.34768126
0.0135,-2.428479558,9.134169316,-6.705689758,-70.15340424,36.67717523,33.47622901
0.01375,-3.151723982,9.313141386,-6.161417403,-69.83415985,31.5036904,38.33046946
0.014,-3.855220486,9.432032026,-5.576811541,-69.06537628,26.18270723,42.88266905
0.01425,-4.533921886,9.476880214,-4.942958328,-67.77303314,21.00479256,46.76824058
0.0145,-5.182233559,9.470111167,-4.287877609,-66.17031097,15.58763094,50.58268004
0.01475,-5.78105854,9.408761187,-3.627702647,-64.64396667,10.13103216,54.51293452
