# Time (seconds),Pressure (normalized),Temp (normalized)
0.0078125,0.6485544840494785,0.4598959350585938
0.0234375,0.6483975365048357,0.4603662109375
0.0390625,0.6484186081659227,0.4604400634765625
0.0546875,0.6483946300688237,0.4594989013671875
0.0703125,0.6483099801199776,0.4602337646484375
0.0859375,0.6483804611932664,0.4603076171875
0.1015625,0.6483568464006689,0.46060150146484374
0.1171875,0.6483582996186763,0.4598959350585938
0.1328125,0.6484044392903646,0.4602044677734375
0.1484375,0.6483234223865334,0.4605865478515625
0.1640625,0.6484000796363467,0.4602337646484375
0.1796875,0.6482881818498883,0.4602337646484375
0.1953125,0.6483949933733258,0.4601016235351561
0.2109375,0.6483786446707596,0.46016052246093764
0.2265625,0.6483619326636905,0.46029296875
0.2421875,0.6483677455357143,0.46014556884765623
0.2578125,0.6483477637881324,0.4601016235351561
0.2734375,0.6483546665736607,0.46041015625
0.2890625,0.6483619326636905,0.4598959350585938
0.3046875,0.6483899071103051,0.45970458984375
0.3203125,0.6483517601376488,0.4600430297851561
0.3359375,0.6483815511067715,0.45967529296875
0.3515625,0.6483088902064739,0.46029296875
0.3671875,0.648360116141183,0.4603076171875
0.3828125,0.6483851841517857,0.4607046508789063
0.3984375,0.648423331124442,0.46013122558593766
0.4140625,0.6484149751209071,0.4603076171875
0.4296875,0.6484425862630215,0.4603662109375
0.4453125,0.6484396798270096,0.460380859375
0.4609375,0.6483582996186763,0.4602337646484375
0.4765625,0.6484302339099702,0.4604400634765625
0.4921875,0.6484411330450142,0.4594256591796875
0.5078125,0.6483052571614584,0.4597784423828125
0.5234375,0.648360116141183,0.45999908447265625
0.5390625,0.6483917236328118,0.45982269287109373
0.5546875,0.6483964465913319,0.459205322265625
0.5703125,0.6483481270926332,0.4594256591796875
0.5859375,0.6486184256417404,0.4595281982421875
0.6015625,0.6484988984607515,0.4594256591796875
0.6171875,0.6486107962472099,0.45970458984375
0.6328125,0.6486685616629464,0.4592196655273439
0.6484375,0.6486322312127977,0.4592196655273439
0.6640625,0.6488171532040551,0.4595281982421875
0.6796875,0.6489824567522321,0.4595281982421875
0.6953125,0.6487473987397694,0.45936676025390627
0.7109375,0.6488087972005215,0.4594989013671875
0.7265625,0.648697262718564,0.45982269287109373
0.7421875,0.6486769176664806,0.460380859375
0.7578125,0.6487281436011905,0.4605572509765625
0.7734375,0.6486805507114956,0.4607046508789063
0.7890625,0.6491201491582961,0.460733642578125
0.8046875,0.648910885765439,0.461424560546875
0.8203125,0.648697262718564,0.46177734375
0.8359375,0.6490685599190849,0.46229217529296873
0.8515625,0.6487601143973214,0.46240966796875
0.8671875,0.6488963535853794,0.46229217529296873
0.8828125,0.6490442185174858,0.4628063964843749
0.8984375,0.6487815493629092,0.463482666015625
0.9140625,0.6489548456101191,0.46429077148437486
0.9296875,0.6487535749162954,0.46527587890625
0.9453125,0.6487822759719122,0.46606964111328125
0.9609375,0.6488509405226928,0.46745147705078127
0.9765625,0.6487615676153273,0.46802490234375
0.9921875,0.6486344110398072,0.46821563720703124
1.0078125,0.6487513950892857,0.469229736328125
1.0234375,0.6487699236188617,0.46949432373046873
1.0390625,0.6486565726143974,0.47008239746093766
1.0546875,0.6486834571475074,0.470538330078125
1.0703125,0.648788815452939,0.47089111328125
1.0859375,0.6489715576171882,0.47121429443359375
1.1015625,0.6485893612816214,0.471978759765625
1.1171875,0.6488709222702753,0.4724346923828125
1.1328125,0.6485824584960938,0.47337493896484373
1.1484375,0.6486536661783854,0.47375762939453125
1.1640625,0.6486089797247023,0.47386016845703127
1.1796875,0.648695809500558,0.4744631958007812
1.1953125,0.6486867268880215,0.4750506591796875
1.2109375,0.6486067998976928,0.47549163818359375
1.2265625,0.6487452189127604,0.476182861328125
1.2421875,0.6486874534970238,0.47666809082031236
1.2578125,0.6486235119047619,0.476990966796875
1.2734375,0.6485007149832596,0.47706481933593764
1.2890625,0.6486867268880215,0.4780642700195312
1.3046875,0.6485308692568824,0.47812316894531237
1.3203125,0.6486129760742188,0.47884307861328124
1.3359375,0.6487441289992559,0.4789755249023439
1.3515625,0.648575919015067,0.47957855224609375
1.3671875,0.6486093430292039,0.47957855224609375
1.3828125,0.6485741024925595,0.48035736083984376
1.3984375,0.648681640625,0.48035736083984376
1.4140625,0.6485359555199033,0.481121826171875
1.4296875,0.6486289614722842,0.48172424316406237
1.4453125,0.6490144275483631,0.481900634765625
1.4609375,0.6485835484095975,0.48237091064453125
1.4765625,0.6485519409179688,0.48240081787109373
1.4921875,0.6485592070079985,0.483311767578125
1.5078125,0.648672194707962,0.4830621337890624
1.5234375,0.6485868181501117,0.4834881591796875
1.5390625,0.6486278715587798,0.48401733398437485
1.5546875,0.6487183343796503,0.48416473388671877
1.5703125,0.6487201509021571,0.4849435424804687
1.5859375,0.648696536109561,0.4856341552734375
1.6015625,0.6485530308314739,0.4856048583984375
1.6171875,0.6485457647414428,0.48585479736328124
1.6328125,0.648727053687686,0.4862371826171875
1.6484375,0.648651123046875,0.48656036376953127
1.6640625,0.6485810052780878,0.48686889648437487
1.6796875,0.6485646565755215,0.48672241210937484
1.6953125,0.6486518496558786,0.4876483154296875
1.7109375,0.6485828218005952,0.488133544921875
1.7265625,0.6485192435128349,0.48867706298828123
1.7421875,0.6488542102632069,0.4890155029296875
1.7578125,0.6486921764555431,0.4888973999023439
1.7734375,0.6487186976841525,0.4896328735351561
1.7890625,0.64866928827195,0.48986755371093765
1.8046875,0.648733229864212,0.49038238525390626
1.8203125,0.6486700148809523,0.49066131591796874
1.8359375,0.648421877906436,0.49069122314453123
1.8515625,0.648482913062686,0.49105834960937483
1.8671875,0.6485730125790551,0.491072998046875
1.8828125,0.648544674827939,0.49201416015625
1.8984375,0.6487292335146949,0.49208740234375
1.9140625,0.6488909040178571,0.49189605712890627
1.9296875,0.6486100696382069,0.4923077392578125
1.9453125,0.6487339564732143,0.49199920654296875
1.9609375,0.6486227852957596,0.4930282592773439
1.9765625,0.6487553914388021,0.49285186767578126
1.9921875,0.6487419491722477,0.49298431396484377
2.0078125,0.6486089797247023,0.49354248046875
2.0234375,0.6486700148809523,0.49416015625
2.0390625,0.6486507597423735,0.49361602783203123
2.0546875,0.6484651111421131,0.4938806152343749
2.0703125,0.6486144292922247,0.49492462158203127
2.0859375,0.6485770089285714,0.49482147216796873
2.1015625,0.6487139747256324,0.4949685668945312
2.1171875,0.648773193359375,0.4950860595703124
2.1328125,0.6486071632021949,0.49499786376953125
2.1484375,0.6486060732886905,0.494556884765625
2.1640625,0.6485395885649181,0.49564453125
2.1796875,0.6486478533063617,0.4953356933593749
2.1953125,0.6486394973028273,0.49577667236328127
2.2109375,0.6486176990327381,0.4961737060546875
2.2265625,0.6485348656063988,0.49655609130859374
2.2421875,0.6486289614722842,0.4969232177734375
2.2578125,0.6487383161272321,0.4971295166015625
