# Time (seconds),f0
0.0078125,953.764892578125
0.0234375,953.7208251953125
0.0390625,953.7113037109375
0.0546875,953.7315673828125
0.0703125,953.7127685546875
0.0859375,953.7271118164062
0.1015625,953.7337036132812
0.1171875,953.7573852539062
0.1328125,953.7788696289062
0.1484375,953.7957763671875
0.1640625,953.7794799804688
0.1796875,953.7848510742188
0.1953125,953.7889404296875
0.2109375,953.80224609375
0.2265625,953.8011474609375
0.2421875,953.7991333007812
0.2578125,953.8223876953125
0.2734375,953.7835693359375
0.2890625,953.8046875
0.3046875,953.7864379882812
0.3203125,953.8145141601562
0.3359375,953.8148803710938
0.3515625,953.8175659179688
0.3671875,953.8148803710938
0.3828125,953.8365478515625
0.3984375,953.8364868164062
0.4140625,953.8556518554688
0.4296875,953.8613891601562
0.4453125,953.895751953125
0.4609375,953.9110717773438
0.4765625,953.9533081054688
0.4921875,953.9569091796875
0.5078125,953.9539794921875
0.5234375,953.9900512695312
0.5390625,953.9375
0.5546875,953.9846801757812
0.5703125,953.9400634765625
0.5859375,953.9595947265625
0.6015625,953.9601440429688
0.6171875,953.97021484375
0.6328125,953.9196166992188
0.6484375,953.9935913085938
0.6640625,953.9917602539062
0.6796875,953.9338989257812
0.6953125,953.9735717773438
0.7109375,953.9454956054688
0.7265625,954.0029296875
0.7421875,953.9451904296875
0.7578125,954.07177734375
0.7734375,954.0025634765625
0.7890625,953.9680786132812
0.8046875,954.0942993164062
0.8203125,954.0358276367188
0.8359375,954.0577392578125
0.8515625,954.0260620117188
0.8671875,953.952880859375
0.8828125,953.9093017578125
0.8984375,954.0062866210938
0.9140625,954.0422973632812
0.9296875,954.0009765625
0.9453125,953.8772583007812
0.9609375,953.9570922851562
0.9765625,953.9204711914062
0.9921875,953.9144287109375
1.0078125,953.8909912109375
1.0234375,953.89208984375
1.0390625,953.86083984375
1.0546875,953.9724731445312
1.0703125,954.0281982421875
1.0859375,953.9028930664062
1.1015625,953.8983154296875
1.1171875,953.9483642578125
1.1328125,953.964111328125
1.1484375,954.0250854492188
1.1640625,953.9002075195312
1.1796875,953.8717041015625
1.1953125,954.0137939453125
1.2109375,953.9208374023438
1.2265625,953.8905029296875
1.2421875,953.8905029296875
1.2578125,953.884765625
1.2734375,953.9551391601562
1.2890625,953.9694213867188
1.3046875,953.8983154296875
1.3203125,953.9130249023438
1.3359375,953.9750366210938
1.3515625,953.9450073242188
1.3671875,953.8965454101562
1.3828125,954.0294799804688
1.3984375,954.046630859375
1.4140625,953.9627685546875
1.4296875,954.0376586914062
1.4453125,953.9489135742188
1.4609375,953.954833984375
1.4765625,953.9959106445312
1.4921875,953.9182739257812
1.5078125,953.9822998046875
1.5234375,953.9398193359375
1.5390625,953.9027099609375
1.5546875,953.972412109375
1.5703125,953.8743286132812
1.5859375,953.9071044921875
1.6015625,953.9249877929688
1.6171875,953.9154663085938
1.6328125,953.9102783203125
1.6484375,953.8832397460938
1.6640625,953.9205932617188
1.6796875,953.8983154296875
1.6953125,953.9276123046875
1.7109375,953.9501342773438
1.7265625,953.9688720703125
1.7421875,953.9549560546875
1.7578125,953.9322509765625
1.7734375,953.9119262695312
1.7890625,953.9276123046875
1.8046875,953.950927734375
1.8203125,953.9214477539062
1.8359375,953.9077758789062
1.8515625,953.9457397460938
1.8671875,953.948974609375
1.8828125,953.8960571289062
1.8984375,953.8990478515625
1.9140625,953.872314453125
1.9296875,953.8604736328125
1.9453125,953.8768310546875
1.9609375,953.850830078125
1.9765625,953.8419189453125
1.9921875,953.841064453125
2.0078125,953.8656616210938
2.0234375,953.8496704101562
2.0390625,953.8441772460938
2.0546875,953.833984375
2.0703125,953.8359985351562
2.0859375,953.8447265625
2.1015625,953.8427124023438
2.1171875,953.8429565429688
2.1328125,953.8460693359375
2.1484375,953.8338623046875
2.1640625,953.8510131835938
2.1796875,953.8385620117188
2.1953125,953.8209228515625
2.2109375,953.8414916992188
2.2265625,953.8309326171875
2.2421875,953.8451538085938
2.2578125,953.8344116210938
2.2734375,953.8349609375
2.2890625,953.8370361328125
2.3046875,953.8521728515625
2.3203125,953.8487548828125
2.3359375,953.830810546875
2.3515625,953.8370361328125
2.3671875,953.863037109375
2.3828125,953.8602905273438
2.3984375,953.8451538085938
2.4140625,953.8402099609375
2.4296875,953.8265991210938
2.4453125,953.844482421875
2.4609375,953.8709106445312
2.4765625,953.8487548828125
2.4921875,953.8423461914062
2.5078125,953.8452758789062
2.5234375,953.8546142578125
2.5390625,953.8555297851562
2.5546875,953.8560180664062
2.5703125,953.8635864257812
2.5859375,953.8434448242188
2.6015625,953.8424682617188
2.6171875,953.8591918945312
2.6328125,953.8662109375
2.6484375,953.8558349609375
2.6640625,953.8380126953125
2.6796875,953.8505249023438
2.6953125,953.8491821289062
2.7109375,953.8701171875
2.7265625,953.8468627929688
2.7421875,953.83544921875
2.7578125,953.8496704101562
2.7734375,953.8490600585938
2.7890625,953.8661499023438
2.8046875,953.8494262695312
2.8203125,953.850341796875
2.8359375,953.8572998046875
2.8515625,953.861083984375
2.8671875,953.8410034179688
2.8828125,953.8418579101562
2.8984375,953.8433227539062
2.9140625,953.856689453125
2.9296875,953.8497924804688
2.9453125,953.852294921875
2.9609375,953.8594970703125
2.9765625,953.8612060546875
2.9921875,953.853271484375
3.0078125,953.8665161132812
3.0234375,953.8663940429688
3.0390625,953.8544311523438
3.0546875,953.8563232421875
3.0703125,953.8546752929688
3.0859375,953.8704223632812
3.1015625,953.8617553710938
3.1171875,953.8582763671875
3.1328125,953.859130859375
3.1484375,953.8555297851562
3.1640625,953.85107421875
3.1796875,953.8642578125
3.1953125,953.8635864257812
3.2109375,953.862548828125
3.2265625,953.8524169921875
3.2421875,953.857177734375
3.2578125,953.8466796875
3.2734375,953.867919921875
3.2890625,953.861083984375
3.3046875,953.8606567382812
3.3203125,953.8517456054688
3.3359375,953.8646850585938
3.3515625,953.8748779296875
3.3671875,953.8650512695312
3.3828125,953.8896484375
3.3984375,953.8883666992188
3.4140625,953.8826904296875
3.4296875,953.9104614257812
3.4453125,953.884765625
3.4609375,953.8735961914062
3.4765625,953.9129638671875
3.4921875,953.9072265625
3.5078125,953.94873046875
3.5234375,953.9375610351562
3.5390625,953.9562377929688
3.5546875,953.9125366210938
3.5703125,953.9310913085938
3.5859375,954.0192260742188
3.6015625,954.02685546875
3.6171875,954.0060424804688
3.6328125,953.987060546875
3.6484375,953.9692993164062
3.6640625,953.8724975585938
3.6796875,953.9412231445312
3.6953125,953.9514770507812
3.7109375,954.0012817382812
3.7265625,953.9286499023438
3.7421875,953.9143676757812
3.7578125,953.8909301757812
3.7734375,953.9295043945312
3.7890625,953.9407348632812
3.8046875,953.9019165039062
3.8203125,953.8826293945312
3.8359375,953.9481201171875
3.8515625,953.9949951171875
3.8671875,953.9329223632812
3.8828125,953.9290161132812
3.8984375,953.9688110351562
3.9140625,953.9190673828125
3.9296875,954.0003662109375
3.9453125,953.9574584960938
3.9609375,953.948974609375
3.9765625,954.0096435546875
3.9921875,953.9899291992188
4.0078125,953.9535522460938
4.0234375,953.9207763671875
4.0390625,953.983154296875
4.0546875,953.9407348632812
4.0703125,953.9660034179688
4.0859375,954.0603637695312
4.1015625,953.978271484375
4.1171875,953.9840698242188
4.1328125,953.98193359375
4.1484375,954.0005493164062
4.1640625,954.0179443359375
4.1796875,954.0123291015625
4.1953125,953.97802734375
4.2109375,953.9620971679688
4.2265625,954.0235595703125
4.2421875,954.0846557617188
4.2578125,954.0313110351562
4.2734375,954.0333251953125
4.2890625,954.0023803710938
4.3046875,953.9844360351562
4.3203125,954.0514526367188
4.3359375,953.9387817382812
4.3515625,953.97802734375
4.3671875,953.999267578125
4.3828125,953.9793701171875
4.3984375,953.9830322265625
4.4140625,953.9520263671875
4.4296875,953.9533081054688
4.4453125,953.9652709960938
4.4609375,953.9540405273438
4.4765625,953.94482421875
4.4921875,953.958984375
4.5078125,953.9595947265625
4.5234375,953.9435424804688
4.5390625,953.9520263671875
4.5546875,953.9389038085938
4.5703125,953.972412109375
4.5859375,953.9203491210938
4.6015625,953.9786987304688
4.6171875,953.9274291992188
4.6328125,953.919189453125
4.6484375,953.9153442382812
4.6640625,953.9219970703125
4.6796875,953.9534912109375
4.6953125,953.9205322265625
4.7109375,953.9562377929688
4.7265625,953.9191284179688
4.7421875,953.9210205078125
4.7578125,953.90576171875
4.7734375,953.8955078125
4.7890625,953.8927001953125
4.8046875,953.8699951171875
4.8203125,953.8862915039062
4.8359375,953.8739013671875
4.8515625,953.8658447265625
4.8671875,953.8600463867188
4.8828125,953.86474609375
4.8984375,953.8607788085938
4.9140625,953.8723754882812
4.9296875,953.856689453125
4.9453125,953.8618774414062
4.9609375,953.8681640625
4.9765625,953.871826171875
4.9921875,953.8641967773438
5.0078125,953.8801879882812
5.0234375,953.8695068359375
5.0390625,953.8609008789062
5.0546875,953.8546142578125
5.0703125,953.8649291992188
5.0859375,953.8605346679688
5.1015625,953.8622436523438
5.1171875,953.8692626953125
5.1328125,953.8772583007812
5.1484375,953.8634643554688
5.1640625,953.8659057617188
5.1796875,953.8522338867188
5.1953125,953.8507690429688
5.2109375,953.8623046875
5.2265625,953.8748168945312
5.2421875,953.8703002929688
5.2578125,953.8574829101562
5.2734375,953.8624267578125
5.2890625,953.8697509765625
5.3046875,953.8551635742188
5.3203125,953.8667602539062
5.3359375,953.8660888671875
5.3515625,953.8574829101562
5.3671875,953.8663940429688
5.3828125,953.8615112304688
5.3984375,953.8700561523438
5.4140625,953.86669921875
5.4296875,953.8651123046875
5.4453125,953.8644409179688
5.4609375,953.8596801757812
5.4765625,953.8602294921875
5.4921875,953.85546875
5.5078125,953.859375
5.5234375,953.8678588867188
5.5390625,953.8713989257812
5.5546875,953.865234375
5.5703125,953.85888671875
5.5859375,953.8645629882812
5.6015625,953.8616943359375
5.6171875,953.86083984375
5.6328125,953.8745727539062
5.6484375,953.8656616210938
5.6640625,953.8657836914062
5.6796875,953.8485717773438
5.6953125,953.8792114257812
5.7109375,953.8634643554688
5.7265625,953.871826171875
5.7421875,953.8707885742188
5.7578125,953.8617553710938
5.7734375,953.8563232421875
5.7890625,953.8607788085938
5.8046875,953.8658447265625
5.8203125,953.86474609375
5.8359375,953.861328125
5.8515625,953.8659057617188
5.8671875,953.847412109375
5.8828125,953.8619384765625
5.8984375,953.8589477539062
5.9140625,953.8560180664062
5.9296875,953.8618774414062
5.9453125,953.8676147460938
5.9609375,953.8448486328125
5.9765625,953.8575439453125
5.9921875,953.862548828125
6.0078125,953.8558349609375
6.0234375,953.8582763671875
6.0390625,953.8775634765625
6.0546875,953.876953125
6.0703125,953.8532104492188
6.0859375,953.8753662109375
6.1015625,953.8563232421875
6.1171875,953.8741455078125
6.1328125,953.8518676757812
6.1484375,953.8709716796875
6.1640625,953.8430786132812
6.1796875,953.870361328125
6.1953125,953.8702392578125
6.2109375,953.8681640625
6.2265625,953.8624877929688
6.2421875,953.8688354492188
6.2578125,953.8842163085938
6.2734375,953.8541870117188
6.2890625,953.8475341796875
6.3046875,953.874755859375
6.3203125,953.8853149414062
6.3359375,953.888671875
6.3515625,953.88623046875
6.3671875,953.9053955078125
6.3828125,953.9373168945312
6.3984375,953.8981323242188
6.4140625,953.9110107421875
6.4296875,953.931640625
6.4453125,953.9461669921875
6.4609375,953.9404296875
6.4765625,953.9223022460938
6.4921875,953.9185791015625
6.5078125,953.9902954101562
6.5234375,953.9071655273438
6.5390625,953.9908447265625
6.5546875,953.9991455078125
6.5703125,953.9904174804688
6.5859375,953.9788208007812
6.6015625,953.9925537109375
6.6171875,953.9880981445312
6.6328125,954.0486450195312
6.6484375,954.01171875
6.6640625,954.0166015625
6.6796875,954.0484008789062
6.6953125,953.997314453125
6.7109375,953.9774780273438
6.7265625,953.9443359375
6.7421875,953.9509887695312
6.7578125,953.9701538085938
6.7734375,953.9277954101562
6.7890625,953.9708862304688
6.8046875,953.96484375
6.8203125,953.9563598632812
6.8359375,953.9305419921875
6.8515625,953.9606323242188
6.8671875,953.9697265625
6.8828125,953.925537109375
6.8984375,953.9593505859375
6.9140625,953.9536743164062
6.9296875,953.9886474609375
6.9453125,953.9855346679688
6.9609375,953.9605102539062
6.9765625,953.9842529296875
6.9921875,953.9671020507812
7.0078125,953.9551391601562
7.0234375,953.9707641601562
7.0390625,953.9613647460938
7.0546875,953.9829711914062
7.0703125,953.9470825195312
7.0859375,953.9660034179688
7.1015625,953.9284057617188
7.1171875,953.9606323242188
7.1328125,953.9699096679688
7.1484375,953.9666748046875
7.1640625,953.9569091796875
7.1796875,953.9573974609375
7.1953125,953.9796752929688
7.2109375,953.9645385742188
7.2265625,953.9430541992188
7.2421875,953.9683227539062
7.2578125,953.965576171875
7.2734375,953.9409790039062
7.2890625,953.9231567382812
7.3046875,953.9219970703125
7.3203125,953.9701538085938
