t,i
0.00000000,-8.062
0.00000500,-8.026
0.00001000,-8.001
0.00001500,-7.967
0.00002000,-7.930
0.00002500,-7.891
0.00003000,-7.883
0.00003500,-7.878
0.00004000,-7.870
0.00004500,-7.869
0.00005000,-7.867
0.00005500,-7.869
0.00006000,-7.869
0.00006500,-7.849
0.00007000,-7.838
0.00007500,-7.823
0.00008000,-7.799
0.00008500,-7.754
0.00009000,-7.735
0.00009500,-7.704
0.00010000,-7.656
0.00010500,-7.624
0.00011000,-7.648
0.00011500,-7.635
0.00012000,-7.627
0.00012500,-7.609
0.00013000,-7.600
0.00013500,-7.592
0.00014000,-7.598
0.00014500,-7.582
0.00015000,-7.577
0.00015500,-7.571
0.00016000,-7.548
0.00016500,-7.508
0.00017000,-7.489
0.00017500,-7.452
0.00018000,-7.416
0.00018500,-7.416
0.00019000,-7.413
0.00019500,-7.413
0.00020000,-7.413
0.00020500,-7.410
0.00021000,-7.411
0.00021500,-7.398
0.00022000,-7.376
0.00022500,-7.347
0.00023000,-7.329
0.00023500,-7.312
0.00024000,-7.286
0.00024500,-7.252
0.00025000,-7.225
0.00025500,-7.184
0.00026000,-7.170
0.00026500,-7.163
0.00027000,-7.154
0.00027500,-7.146
0.00028000,-7.134
0.00028500,-7.128
0.00029000,-7.128
0.00029500,-7.117
0.00030000,-7.102
0.00030500,-7.062
0.00031000,-7.051
0.00031500,-7.030
0.00032000,-6.993
0.00032500,-6.967
0.00033000,-6.940
0.00033500,-6.925
0.00034000,-6.924
0.00034500,-6.906
0.00035000,-6.901
0.00035500,-6.904
0.00036000,-6.920
0.00036500,-6.909
0.00037000,-6.898
0.00037500,-6.877
0.00038000,-6.848
0.00038500,-6.814
0.00039000,-6.801
0.00039500,-6.772
0.00040000,-6.745
0.00040500,-6.730
0.00041000,-6.714
0.00041500,-6.692
0.00042000,-6.676
0.00042500,-6.653
0.00043000,-6.626
0.00043500,-6.616
0.00044000,-6.624
0.00044500,-6.618
0.00045000,-6.610
0.00045500,-6.584
0.00046000,-6.555
0.00046500,-6.524
0.00047000,-6.499
0.00047500,-6.460
0.00048000,-6.426
0.00048500,-6.433
0.00049000,-6.426
0.00049500,-6.421
0.00050000,-6.408
0.00050500,-6.415
0.00051000,-6.405
0.00051500,-6.405
0.00052000,-6.389
0.00052500,-6.376
0.00053000,-6.359
0.00053500,-6.333
0.00054000,-6.296
0.00054500,-6.268
0.00055000,-6.238
0.00055500,-6.194
0.00056000,-6.199
0.00056500,-6.207
0.00057000,-6.201
0.00057500,-6.193
0.00058000,-6.180
0.00058500,-6.169
0.00059000,-6.177
0.00059500,-6.173
0.00060000,-6.161
0.00060500,-6.156
0.00061000,-6.143
0.00061500,-6.120
0.00062000,-6.088
0.00062500,-6.064
0.00063000,-6.029
0.00063500,-6.019
0.00064000,-6.008
0.00064500,-6.006
0.00065000,-6.003
0.00065500,-6.004
0.00066000,-6.011
0.00066500,-6.012
0.00067000,-6.003
0.00067500,-5.977
0.00068000,-5.954
0.00068500,-5.942
0.00069000,-5.926
0.00069500,-5.890
0.00070000,-5.861
0.00070500,-5.835
0.00071000,-5.813
0.00071500,-5.810
0.00072000,-5.790
0.00072500,-5.779
0.00073000,-5.771
0.00073500,-5.763
0.00074000,-5.752
0.00074500,-5.766
0.00075000,-5.769
0.00075500,-5.753
0.00076000,-5.726
0.00076500,-5.716
0.00077000,-5.695
0.00077500,-5.670
0.00078000,-5.649
0.00078500,-5.631
0.00079000,-5.621
0.00079500,-5.608
0.00080000,-5.602
0.00080500,-5.589
0.00081000,-5.610
0.00081500,-5.602
0.00082000,-5.576
0.00082500,-5.571
0.00083000,-5.546
0.00083500,-5.517
0.00084000,-5.481
0.00084500,-5.457
0.00085000,-5.433
0.00085500,-5.409
0.00086000,-5.393
0.00086500,-5.391
0.00087000,-5.380
0.00087500,-5.359
0.00088000,-5.327
0.00088500,-5.323
0.00089000,-5.320
0.00089500,-5.330
0.00090000,-5.325
0.00090500,-5.328
0.00091000,-5.314
0.00091500,-5.286
0.00092000,-5.261
0.00092500,-5.237
0.00093000,-5.212
0.00093500,-5.201
0.00094000,-5.193
0.00094500,-5.174
0.00095000,-5.175
0.00095500,-5.156
0.00096000,-5.132
0.00096500,-5.133
0.00097000,-5.142
0.00097500,-5.130
0.00098000,-5.117
0.00098500,-5.103
0.00099000,-5.082
0.00099500,-5.047
0.00100000,-5.019
0.00100500,-4.989
0.00101000,-4.968
0.00101500,-4.972
0.00102000,-4.966
0.00102500,-4.953
0.00103000,-4.939
0.00103500,-4.919
0.00104000,-4.905
0.00104500,-4.919
0.00105000,-4.924
0.00105500,-4.927
0.00106000,-4.921
0.00106500,-4.905
0.00107000,-4.887
0.00107500,-4.858
0.00108000,-4.836
0.00108500,-4.808
0.00109000,-4.803
0.00109500,-4.799
0.00110000,-4.813
0.00110500,-4.824
0.00111000,-4.836
0.00111500,-4.803
0.00112000,-4.794
0.00112500,-4.768
0.00113000,-4.750
0.00113500,-4.731
0.00114000,-4.717
0.00114500,-4.697
0.00115000,-4.663
0.00115500,-4.641
0.00116000,-4.612
0.00116500,-4.605
0.00117000,-4.596
0.00117500,-4.585
0.00118000,-4.597
0.00118500,-4.583
0.00119000,-4.568
0.00119500,-4.554
0.00120000,-4.567
0.00120500,-4.552
0.00121000,-4.541
0.00121500,-4.519
0.00122000,-4.507
0.00122500,-4.488
0.00123000,-4.467
0.00123500,-4.438
0.00124000,-4.419
0.00124500,-4.396
0.00125000,-4.382
0.00125500,-4.358
0.00126000,-4.361
0.00126500,-4.340
0.00127000,-4.325
0.00127500,-4.321
0.00128000,-4.321
0.00128500,-4.317
0.00129000,-4.292
0.00129500,-4.272
0.00130000,-4.259
0.00130500,-4.240
0.00131000,-4.227
0.00131500,-4.208
0.00132000,-4.195
0.00132500,-4.177
0.00133000,-4.172
0.00133500,-4.158
0.00134000,-4.153
0.00134500,-4.155
0.00135000,-4.160
0.00135500,-4.151
0.00136000,-4.155
0.00136500,-4.137
0.00137000,-4.114
0.00137500,-4.089
0.00138000,-4.065
0.00138500,-4.055
0.00139000,-4.047
0.00139500,-4.028
0.00140000,-4.026
0.00140500,-4.005
0.00141000,-3.982
0.00141500,-3.962
0.00142000,-3.965
0.00142500,-3.976
0.00143000,-3.974
0.00143500,-3.960
0.00144000,-3.941
0.00144500,-3.913
0.00145000,-3.891
0.00145500,-3.863
0.00146000,-3.838
0.00146500,-3.842
0.00147000,-3.846
0.00147500,-3.834
0.00148000,-3.846
0.00148500,-3.830
0.00149000,-3.810
0.00149500,-3.801
0.00150000,-3.815
0.00150500,-3.815
0.00151000,-3.818
0.00151500,-3.799
0.00152000,-3.783
0.00152500,-3.760
0.00153000,-3.738
0.00153500,-3.706
0.00154000,-3.688
0.00154500,-3.681
0.00155000,-3.669
0.00155500,-3.654
0.00156000,-3.646
0.00156500,-3.652
0.00157000,-3.649
0.00157500,-3.660
0.00158000,-3.638
0.00158500,-3.628
0.00159000,-3.620
0.00159500,-3.606
0.00160000,-3.582
0.00160500,-3.562
0.00161000,-3.532
0.00161500,-3.511
0.00162000,-3.504
0.00162500,-3.490
0.00163000,-3.485
0.00163500,-3.472
0.00164000,-3.474
0.00164500,-3.467
0.00165000,-3.445
0.00165500,-3.471
0.00166000,-3.448
0.00166500,-3.445
0.00167000,-3.430
0.00167500,-3.419
0.00168000,-3.395
0.00168500,-3.376
0.00169000,-3.342
0.00169500,-3.322
0.00170000,-3.308
0.00170500,-3.290
0.00171000,-3.274
0.00171500,-3.281
0.00172000,-3.306
0.00172500,-3.305
0.00173000,-3.287
0.00173500,-3.273
0.00174000,-3.240
0.00174500,-3.227
0.00175000,-3.208
0.00175500,-3.194
0.00176000,-3.181
0.00176500,-3.160
0.00177000,-3.141
0.00177500,-3.124
0.00178000,-3.110
0.00178500,-3.089
0.00179000,-3.097
0.00179500,-3.103
0.00180000,-3.113
0.00180500,-3.115
0.00181000,-3.100
0.00181500,-3.084
0.00182000,-3.062
0.00182500,-3.042
0.00183000,-3.021
0.00183500,-3.010
0.00184000,-2.999
0.00184500,-2.981
0.00185000,-2.962
0.00185500,-2.980
0.00186000,-2.968
0.00186500,-2.968
0.00187000,-2.967
0.00187500,-2.971
0.00188000,-2.962
0.00188500,-2.947
0.00189000,-2.930
0.00189500,-2.904
0.00190000,-2.886
0.00190500,-2.865
0.00191000,-2.839
0.00191500,-2.827
0.00192000,-2.833
0.00192500,-2.815
0.00193000,-2.794
0.00193500,-2.783
0.00194000,-2.783
0.00194500,-2.782
0.00195000,-2.791
0.00195500,-2.796
0.00196000,-2.783
0.00196500,-2.777
0.00197000,-2.756
0.00197500,-2.740
0.00198000,-2.719
0.00198500,-2.703
0.00199000,-2.680
0.00199500,-2.677
0.00200000,-2.672
0.00200500,-2.659
0.00201000,-2.645
0.00201500,-2.664
0.00202000,-2.670
0.00202500,-2.653
0.00203000,-2.637
0.00203500,-2.616
0.00204000,-2.614
0.00204500,-2.604
0.00205000,-2.579
0.00205500,-2.563
0.00206000,-2.538
0.00206500,-2.511
0.00207000,-2.501
0.00207500,-2.493
0.00208000,-2.482
0.00208500,-2.484
0.00209000,-2.461
0.00209500,-2.471
0.00210000,-2.476
0.00210500,-2.474
0.00211000,-2.447
0.00211500,-2.439
0.00212000,-2.431
0.00212500,-2.418
0.00213000,-2.389
0.00213500,-2.384
0.00214000,-2.358
0.00214500,-2.332
0.00215000,-2.328
0.00215500,-2.340
0.00216000,-2.316
0.00216500,-2.353
0.00217000,-2.337
0.00217500,-2.331
0.00218000,-2.320
0.00218500,-2.305
0.00219000,-2.286
0.00219500,-2.268
0.00220000,-2.262
0.00220500,-2.250
0.00221000,-2.229
0.00221500,-2.220
0.00222000,-2.204
0.00222500,-2.183
0.00223000,-2.163
0.00223500,-2.152
0.00224000,-2.134
0.00224500,-2.142
0.00225000,-2.179
0.00225500,-2.162
0.00226000,-2.150
0.00226500,-2.138
0.00227000,-2.109
0.00227500,-2.091
0.00228000,-2.076
0.00228500,-2.062
0.00229000,-2.049
0.00229500,-2.047
0.00230000,-2.038
0.00230500,-2.036
0.00231000,-2.015
0.00231500,-2.009
0.00232000,-2.020
0.00232500,-2.028
0.00233000,-2.017
0.00233500,-2.006
0.00234000,-1.991
0.00234500,-1.970
0.00235000,-1.959
0.00235500,-1.943
0.00236000,-1.915
0.00236500,-1.903
0.00237000,-1.901
0.00237500,-1.893
0.00238000,-1.872
0.00238500,-1.859
0.00239000,-1.856
0.00239500,-1.856
0.00240000,-1.858
0.00240500,-1.859
0.00241000,-1.848
0.00241500,-1.832
0.00242000,-1.817
0.00242500,-1.798
0.00243000,-1.779
0.00243500,-1.761
0.00244000,-1.729
0.00244500,-1.719
0.00245000,-1.709
0.00245500,-1.703
0.00246000,-1.682
0.00246500,-1.684
0.00247000,-1.705
0.00247500,-1.703
0.00248000,-1.685
0.00248500,-1.674
0.00249000,-1.663
0.00249500,-1.666
0.00250000,-1.640
0.00250500,-1.613
0.00251000,-1.602
0.00251500,-1.581
0.00252000,-1.555
0.00252500,-1.534
0.00253000,-1.529
0.00253500,-1.518
0.00254000,-1.497
0.00254500,-1.479
0.00255000,-1.476
0.00255500,-1.503
0.00256000,-1.503
0.00256500,-1.484
0.00257000,-1.484
0.00257500,-1.470
0.00258000,-1.453
0.00258500,-1.439
0.00259000,-1.423
0.00259500,-1.399
0.00260000,-1.383
0.00260500,-1.371
0.00261000,-1.367
0.00261500,-1.379
0.00262000,-1.392
0.00262500,-1.405
0.00263000,-1.391
0.00263500,-1.378
0.00264000,-1.352
0.00264500,-1.334
0.00265000,-1.325
0.00265500,-1.318
0.00266000,-1.294
0.00266500,-1.276
0.00267000,-1.260
0.00267500,-1.230
0.00268000,-1.214
0.00268500,-1.191
0.00269000,-1.170
0.00269500,-1.162
0.00270000,-1.159
0.00270500,-1.164
0.00271000,-1.157
0.00271500,-1.167
0.00272000,-1.152
0.00272500,-1.135
0.00273000,-1.127
0.00273500,-1.112
0.00274000,-1.099
0.00274500,-1.093
0.00275000,-1.075
0.00275500,-1.041
0.00276000,-1.046
0.00276500,-1.053
0.00277000,-1.048
0.00277500,-1.065
0.00278000,-1.074
0.00278500,-1.053
0.00279000,-1.049
0.00279500,-1.022
0.00280000,-1.004
0.00280500,-0.982
0.00281000,-0.959
0.00281500,-0.942
0.00282000,-0.935
0.00282500,-0.921
0.00283000,-0.903
0.00283500,-0.879
0.00284000,-0.858
0.00284500,-0.832
0.00285000,-0.822
0.00285500,-0.851
0.00286000,-0.858
0.00286500,-0.861
0.00287000,-0.848
0.00287500,-0.816
0.00288000,-0.806
0.00288500,-0.797
0.00289000,-0.776
0.00289500,-0.761
0.00290000,-0.760
0.00290500,-0.766
0.00291000,-0.776
0.00291500,-0.785
0.00292000,-0.808
0.00292500,-0.790
0.00293000,-0.766
0.00293500,-0.758
0.00294000,-0.744
0.00294500,-0.745
0.00295000,-0.715
0.00295500,-0.694
0.00296000,-0.674
0.00296500,-0.663
0.00297000,-0.626
0.00297500,-0.605
0.00298000,-0.599
0.00298500,-0.587
0.00299000,-0.586
0.00299500,-0.581
0.00300000,-0.560
0.00300500,-0.539
0.00301000,-0.523
0.00301500,-0.528
0.00302000,-0.526
0.00302500,-0.518
0.00303000,-0.504
0.00303500,-0.488
0.00304000,-0.483
0.00304500,-0.462
0.00305000,-0.441
0.00305500,-0.433
0.00306000,-0.422
0.00306500,-0.423
0.00307000,-0.422
0.00307500,-0.405
0.00308000,-0.397
0.00308500,-0.386
0.00309000,-0.388
0.00309500,-0.380
0.00310000,-0.375
0.00310500,-0.359
0.00311000,-0.339
0.00311500,-0.327
0.00312000,-0.315
0.00312500,-0.288
0.00313000,-0.261
0.00313500,-0.240
0.00314000,-0.246
0.00314500,-0.243
0.00315000,-0.230
0.00315500,-0.225
0.00316000,-0.232
0.00316500,-0.233
0.00317000,-0.201
0.00317500,-0.182
0.00318000,-0.167
0.00318500,-0.159
0.00319000,-0.146
0.00319500,-0.140
0.00320000,-0.124
0.00320500,-0.100
0.00321000,-0.092
0.00321500,-0.090
0.00322000,-0.075
0.00322500,-0.075
0.00323000,-0.075
0.00323500,-0.077
0.00324000,-0.082
0.00324500,-0.058
0.00325000,-0.030
0.00325500,-0.008
0.00326000,-0.006
0.00326500,0.026
0.00327000,0.029
0.00327500,0.039
0.00328000,0.063
0.00328500,0.036
0.00329000,0.037
0.00329500,0.037
0.00330000,0.036
0.00330500,0.044
0.00331000,0.029
0.00331500,0.028
0.00332000,0.018
0.00332500,0.028
0.00333000,0.034
0.00333500,0.039
0.00334000,0.031
0.00334500,0.040
0.00335000,0.029
0.00335500,0.023
0.00336000,0.024
0.00336500,0.029
0.00337000,0.028
0.00337500,0.031
0.00338000,0.040
0.00338500,0.036
0.00339000,0.031
0.00339500,0.023
0.00340000,0.016
0.00340500,0.028
0.00341000,0.026
0.00341500,0.026
0.00342000,0.032
0.00342500,0.039
0.00343000,0.034
0.00343500,0.020
0.00344000,0.024
0.00344500,0.020
0.00345000,0.026
0.00345500,0.031
0.00346000,0.028
0.00346500,0.039
0.00347000,0.042
0.00347500,0.021
0.00348000,0.023
0.00348500,0.026
0.00349000,0.029
0.00349500,0.031
0.00350000,0.040
0.00350500,0.047
0.00351000,0.032
0.00351500,0.031
0.00352000,0.023
0.00352500,0.021
0.00353000,0.028
0.00353500,0.032
0.00354000,0.028
0.00354500,0.045
0.00355000,0.039
0.00355500,0.028
0.00356000,0.029
0.00356500,0.026
0.00357000,0.026
0.00357500,0.039
0.00358000,0.037
0.00358500,0.039
0.00359000,0.026
0.00359500,0.036
0.00360000,0.024
0.00360500,0.024
0.00361000,0.026
0.00361500,0.023
0.00362000,0.028
0.00362500,0.039
0.00363000,0.047
0.00363500,0.036
0.00364000,0.031
0.00364500,0.024
0.00365000,0.031
0.00365500,0.028
0.00366000,0.031
0.00366500,0.034
0.00367000,0.040
0.00367500,0.032
0.00368000,0.031
0.00368500,0.028
0.00369000,0.034
0.00369500,0.023
0.00370000,0.036
0.00370500,0.040
0.00371000,0.040
0.00371500,0.029
0.00372000,0.032
0.00372500,0.031
0.00373000,0.032
0.00373500,0.026
0.00374000,0.024
0.00374500,0.039
0.00375000,0.047
0.00375500,0.032
0.00376000,0.029
0.00376500,0.024
0.00377000,0.018
0.00377500,0.021
0.00378000,0.032
0.00378500,0.034
0.00379000,0.036
0.00379500,0.040
0.00380000,0.040
0.00380500,0.026
0.00381000,0.032
0.00381500,0.031
0.00382000,0.034
0.00382500,0.037
0.00383000,0.037
0.00383500,0.037
0.00384000,0.039
0.00384500,0.029
0.00385000,0.023
0.00385500,0.028
0.00386000,0.040
0.00386500,0.029
0.00387000,0.039
0.00387500,0.039
0.00388000,0.037
0.00388500,0.032
0.00389000,0.029
0.00389500,0.026
0.00390000,0.032
0.00390500,0.034
0.00391000,0.037
0.00391500,0.040
0.00392000,0.036
0.00392500,0.031
0.00393000,0.026
0.00393500,0.026
0.00394000,0.031
0.00394500,0.031
0.00395000,0.039
0.00395500,0.044
0.00396000,0.044
0.00396500,0.039
0.00397000,0.023
0.00397500,0.020
0.00398000,0.026
0.00398500,0.037
0.00399000,0.032
0.00399500,0.039
0.00400000,0.045
0.00400500,0.032
0.00401000,0.026
0.00401500,0.029
0.00402000,0.029
