Time (seconds),Left,Center,Up,Right,Down
0.0169952,0.0,0.0,0.0,0.0,0.0
0.0680113,0.0,0.0,0.0,0.0,0.0
0.118387,0.0,0.0,0.0,0.0,0.0
0.1697435,0.0,0.0,0.0,0.0,0.0
0.219667,0.0,0.0,0.0,0.0,0.0
0.270678,0.0,0.0,0.0,0.0,0.0
0.3211038,0.0,0.0,0.0,0.0,0.0
0.3724453,0.0,0.0,0.0,0.0,0.0
0.4229128,0.0,0.0,0.0,0.0,0.0
0.4736876,0.0,0.0,0.0,0.0,0.0
0.5243433,0.0,0.0,0.0,0.0,0.0
0.5748024,0.0,0.0,0.0,0.0,0.0
0.6255169,0.0,0.0,0.0,0.0,0.0
0.6755736,0.0,0.0,0.0,0.0,0.0
0.7270927,0.0,0.0,0.0,0.0,0.0
0.7781081,0.0,0.0,0.0,0.0,0.0
0.8284354,0.0,0.0,0.0,0.0,0.0
0.8789651,0.0,0.0,0.0,0.0,0.0
0.9293382,0.0,0.0,0.0,0.0,0.0
0.9802818,0.0,0.0,0.0,0.0,0.0
1.0306208,0.0,0.0,0.0,0.0,0.0
1.081249,0.0,0.0,0.0,0.0,0.0
1.1326737,0.0,0.0,0.0,0.0,0.0
1.1827352,0.0,0.0,0.0,0.0,0.0
1.2338815,0.0,0.0,0.0,0.0,0.0
1.2842562,0.0,0.0,0.0,0.0,0.0
1.3351705,0.0,0.0,0.0,0.0,0.0
1.3857248,0.0,0.0,0.0,0.0,0.0
1.4361029,0.0,0.4355555,0.5844445,0.7155555,0.0
1.486433,0.4822222,0.7177778,0.7355555,0.6177778,0.0
1.5376592,0.52,0.2111111,0.3044444,0.0,0.0
1.5881248,0.0,0.0,0.0,0.0,0.0
1.639523,0.0,0.0,0.0,0.0,0.0
1.6894829,0.0,0.0,0.0,0.0,0.0
1.7403672,0.0,0.0,0.0,0.0,0.0
1.7912405,0.0,0.0,0.0,0.0,0.0
1.842011,0.0,0.0,0.0,0.0,0.0
1.8923953,0.0,0.0,0.0,0.0,0.0
1.9436989,0.0,0.0,0.0,0.0,0.0
1.9940267,0.0,0.0,0.0,0.0,0.0
2.0449088,0.0,0.0,0.0,0.0,0.0
2.0953197,0.0,0.0,0.0,0.0,0.0
2.1453142,0.0,0.0,0.0,0.0,0.0
2.1969078,0.0,0.0,0.0,0.0,0.0
2.2474184,0.0,0.0,0.0,0.0,0.0
2.2972565,0.0,0.0,0.0,0.0,0.0
2.3487132,0.0,0.0,0.0,0.0,0.0
2.3987458,0.0,0.0,0.0,0.0,0.0
2.4497292,0.0,0.0,0.0,0.0,0.0
2.5005586,0.0,0.0,0.0,0.6644444,0.0
2.5506153,0.0,0.1311111,0.0,0.7955555,0.0
2.6020033,0.1133333,0.6822222,0.5466667,0.8111111,0.5111111
2.6527035,0.7022222,0.7466667,0.3088889,0.2111111,0.62
2.7036359,0.1911111,0.0866667,0.0,0.0,0.0666667
