# Time (seconds),f0
0.0078125,952.848876953125
0.0234375,952.8836669921875
0.0390625,952.9161376953125
0.0546875,952.9085083007812
0.0703125,952.9073486328125
0.0859375,952.8942260742188
0.1015625,952.9076538085938
0.1171875,952.9049682617188
0.1328125,952.9076538085938
0.1484375,952.9080810546875
0.1640625,952.8980102539062
0.1796875,952.902099609375
0.1953125,952.90771484375
0.2109375,952.9135131835938
0.2265625,952.8973999023438
0.2421875,952.8900756835938
0.2578125,952.908203125
0.2734375,952.8895874023438
0.2890625,952.9026489257812
0.3046875,952.91162109375
0.3203125,952.8839721679688
0.3359375,952.9169921875
0.3515625,952.9085083007812
0.3671875,952.9026489257812
0.3828125,952.9119873046875
0.3984375,952.9083251953125
0.4140625,952.8836669921875
0.4296875,952.8853759765625
0.4453125,952.919677734375
0.4609375,952.9090576171875
0.4765625,952.895751953125
0.4921875,952.9158325195312
0.5078125,952.9054565429688
0.5234375,952.909912109375
0.5390625,952.890380859375
0.5546875,952.8959350585938
0.5703125,952.9133911132812
0.5859375,952.9080810546875
0.6015625,952.9171142578125
0.6171875,952.9116821289062
0.6328125,952.9190673828125
0.6484375,952.8907470703125
0.6640625,952.9104614257812
0.6796875,952.9140625
0.6953125,952.8901977539062
0.7109375,952.8812255859375
0.7265625,952.9155883789062
0.7421875,952.909912109375
0.7578125,952.914794921875
0.7734375,952.9111328125
0.7890625,952.912109375
0.8046875,952.9197998046875
0.8203125,952.9022216796875
0.8359375,952.9188232421875
0.8515625,952.9366455078125
0.8671875,952.9403076171875
0.8828125,952.9553833007812
0.8984375,952.959716796875
0.9140625,952.9362182617188
0.9296875,952.9299926757812
0.9453125,952.9478149414062
0.9609375,952.9553833007812
0.9765625,952.9622192382812
0.9921875,952.9464721679688
1.0078125,953.0062866210938
1.0234375,953.001953125
1.0390625,952.9819946289062
1.0546875,952.9612426757812
1.0703125,952.9501342773438
1.0859375,952.9979248046875
1.1015625,952.9605102539062
1.1171875,952.9769897460938
1.1328125,952.9559326171875
1.1484375,952.9274291992188
1.1640625,952.9434204101562
1.1796875,952.9625854492188
1.1953125,952.9420776367188
1.2109375,952.9822387695312
1.2265625,952.9578857421875
1.2421875,952.9514770507812
1.2578125,952.9961547851562
1.2734375,952.944091796875
1.2890625,952.9732055664062
1.3046875,952.9750366210938
1.3203125,952.9807739257812
1.3359375,953.0081787109375
1.3515625,952.9880981445312
1.3671875,952.9598999023438
1.3828125,952.9978637695312
1.3984375,953.0517578125
1.4140625,952.9713745117188
1.4296875,952.971923828125
1.4453125,952.992919921875
1.4609375,952.9732055664062
1.4765625,953.0040283203125
1.4921875,952.9915161132812
1.5078125,952.9902954101562
1.5234375,952.9644165039062
1.5390625,952.9876098632812
1.5546875,952.9705200195312
1.5703125,952.9912109375
1.5859375,952.9888916015625
1.6015625,953.0014038085938
1.6171875,952.993408203125
1.6328125,953.0001220703125
1.6484375,952.9677734375
1.6640625,952.9850463867188
1.6796875,953.0357666015625
1.6953125,953.0347290039062
1.7109375,953.020751953125
1.7265625,952.9954223632812
1.7421875,953.0313110351562
1.7578125,953.0213623046875
1.7734375,952.962646484375
1.7890625,953.0416259765625
1.8046875,953.0061645507812
1.8203125,952.993408203125
1.8359375,952.9696044921875
1.8515625,953.0042724609375
1.8671875,952.9552001953125
1.8828125,952.9860229492188
1.8984375,953.0167236328125
1.9140625,952.9885864257812
1.9296875,952.9696655273438
1.9453125,952.9797973632812
1.9609375,952.9766845703125
1.9765625,952.9642944335938
1.9921875,952.9822387695312
2.0078125,952.9885864257812
2.0234375,953.049560546875
2.0390625,952.9816284179688
2.0546875,952.9964599609375
2.0703125,953.046630859375
2.0859375,952.9658203125
2.1015625,953.01123046875
2.1171875,952.9845581054688
2.1328125,952.9970092773438
2.1484375,952.9822998046875
2.1640625,952.9805297851562
2.1796875,953.0166015625
2.1953125,952.9663696289062
2.2109375,953.015625
2.2265625,953.022705078125
2.2421875,953.0048828125
2.2578125,952.9939575195312
2.2734375,953.0166015625
2.2890625,952.9878540039062
2.3046875,952.9646606445312
2.3203125,953.0641479492188
2.3359375,953.0158081054688
2.3515625,952.9855346679688
2.3671875,952.979248046875
2.3828125,953.0707397460938
2.3984375,952.9878540039062
2.4140625,952.9808959960938
2.4296875,953.0095825195312
2.4453125,952.9822387695312
2.4609375,953.0165405273438
2.4765625,953.022705078125
2.4921875,952.982421875
2.5078125,952.9830322265625
2.5234375,952.9949951171875
2.5390625,952.9894409179688
2.5546875,952.9797973632812
2.5703125,953.0132446289062
2.5859375,952.9746704101562
2.6015625,952.9552612304688
2.6171875,952.9680786132812
2.6328125,952.9568481445312
2.6484375,952.9522705078125
2.6640625,952.9459838867188
2.6796875,952.9481811523438
2.6953125,952.947021484375
2.7109375,952.9385986328125
2.7265625,952.9380493164062
2.7421875,952.939453125
2.7578125,952.9401245117188
2.7734375,952.9415283203125
2.7890625,952.9278564453125
2.8046875,952.9338989257812
2.8203125,952.9175415039062
2.8359375,952.930908203125
2.8515625,952.93701171875
2.8671875,952.9096069335938
2.8828125,952.9201049804688
2.8984375,952.9326171875
2.9140625,952.9188232421875
2.9296875,952.9373168945312
2.9453125,952.939208984375
2.9609375,952.9255981445312
2.9765625,952.9186401367188
2.9921875,952.9006958007812
3.0078125,952.923828125
3.0234375,952.920654296875
3.0390625,952.927490234375
3.0546875,952.9295654296875
3.0703125,952.9158325195312
3.0859375,952.9207763671875
3.1015625,952.9281005859375
3.1171875,952.9077758789062
3.1328125,952.9075317382812
3.1484375,952.91552734375
3.1640625,952.902099609375
3.1796875,952.907958984375
3.1953125,952.9130859375
3.2109375,952.9219970703125
3.2265625,952.904052734375
3.2421875,952.9214477539062
3.2578125,952.9197998046875
3.2734375,952.9262084960938
3.2890625,952.9044799804688
3.3046875,952.9193725585938
3.3203125,952.9118041992188
3.3359375,952.8938598632812
3.3515625,952.904296875
3.3671875,952.9113159179688
3.3828125,952.899169921875
3.3984375,952.9025268554688
3.4140625,952.900146484375
3.4296875,952.905517578125
3.4453125,952.9026489257812
3.4609375,952.9075317382812
3.4765625,952.9035034179688
3.4921875,952.8992919921875
3.5078125,952.9142456054688
3.5234375,952.9112548828125
3.5390625,952.921142578125
3.5546875,952.9010009765625
3.5703125,952.9119873046875
3.5859375,952.8989868164062
3.6015625,952.8985595703125
3.6171875,952.9002075195312
3.6328125,952.9083251953125
3.6484375,952.91357421875
3.6640625,952.8959350585938
3.6796875,952.9097290039062
3.6953125,952.914794921875
3.7109375,952.906982421875
3.7265625,952.9017944335938
3.7421875,952.9043579101562
3.7578125,952.9019165039062
3.7734375,952.89794921875
3.7890625,952.9126586914062
3.8046875,952.9298095703125
3.8203125,952.9012451171875
3.8359375,952.91552734375
3.8515625,952.9013671875
3.8671875,952.8986206054688
3.8828125,952.8987426757812
3.8984375,952.9022216796875
3.9140625,952.9077758789062
3.9296875,952.9414672851562
3.9453125,952.971923828125
3.9609375,953.0043334960938
3.9765625,952.9603881835938
3.9921875,952.9622192382812
4.0078125,952.9710693359375
4.0234375,952.9586791992188
4.0390625,952.9435424804688
4.0546875,952.9367065429688
4.0703125,952.9583129882812
4.0859375,952.9996948242188
4.1015625,952.98583984375
