t,i
0.00000000,7.932
0.00000500,7.929
0.00001000,7.915
0.00001500,7.910
0.00002000,7.880
0.00002500,7.820
0.00003000,7.830
0.00003500,7.818
0.00004000,7.827
0.00004500,7.803
0.00005000,7.778
0.00005500,7.749
0.00006000,7.749
0.00006500,7.712
0.00007000,7.706
0.00007500,7.695
0.00008000,7.675
0.00008500,7.678
0.00009000,7.646
0.00009500,7.609
0.00010000,7.607
0.00010500,7.617
0.00011000,7.613
0.00011500,7.566
0.00012000,7.538
0.00012500,7.516
0.00013000,7.529
0.00013500,7.511
0.00014000,7.484
0.00014500,7.460
0.00015000,7.438
0.00015500,7.423
0.00016000,7.400
0.00016500,7.392
0.00017000,7.379
0.00017500,7.366
0.00018000,7.319
0.00018500,7.305
0.00019000,7.315
0.00019500,7.289
0.00020000,7.250
0.00020500,7.241
0.00021000,7.230
0.00021500,7.218
0.00022000,7.201
0.00022500,7.165
0.00023000,7.161
0.00023500,7.158
0.00024000,7.140
0.00024500,7.085
0.00025000,7.095
0.00025500,7.071
0.00026000,7.055
0.00026500,7.046
0.00027000,7.027
0.00027500,7.000
0.00028000,6.959
0.00028500,6.968
0.00029000,6.918
0.00029500,6.910
0.00030000,6.891
0.00030500,6.893
0.00031000,6.874
0.00031500,6.845
0.00032000,6.838
0.00032500,6.794
0.00033000,6.745
0.00033500,6.740
0.00034000,6.754
0.00034500,6.713
0.00035000,6.705
0.00035500,6.687
0.00036000,6.690
0.00036500,6.655
0.00037000,6.640
0.00037500,6.600
0.00038000,6.590
0.00038500,6.543
0.00039000,6.503
0.00039500,6.475
0.00040000,6.473
0.00040500,6.455
0.00041000,6.445
0.00041500,6.445
0.00042000,6.409
0.00042500,6.391
0.00043000,6.396
0.00043500,6.372
0.00044000,6.339
0.00044500,6.330
0.00045000,6.329
0.00045500,6.310
0.00046000,6.263
0.00046500,6.249
0.00047000,6.225
0.00047500,6.211
0.00048000,6.189
0.00048500,6.187
0.00049000,6.175
0.00049500,6.132
0.00050000,6.114
0.00050500,6.108
0.00051000,6.096
0.00051500,6.055
0.00052000,6.039
0.00052500,6.017
0.00053000,5.989
0.00053500,5.988
0.00054000,5.993
0.00054500,5.964
0.00055000,5.943
0.00055500,5.906
0.00056000,5.907
0.00056500,5.885
0.00057000,5.888
0.00057500,5.851
0.00058000,5.810
0.00058500,5.787
0.00059000,5.781
0.00059500,5.756
0.00060000,5.751
0.00060500,5.716
0.00061000,5.704
0.00061500,5.657
0.00062000,5.656
0.00062500,5.655
0.00063000,5.635
0.00063500,5.600
0.00064000,5.578
0.00064500,5.572
0.00065000,5.541
0.00065500,5.513
0.00066000,5.502
0.00066500,5.483
0.00067000,5.463
0.00067500,5.450
0.00068000,5.428
0.00068500,5.382
0.00069000,5.385
0.00069500,5.343
0.00070000,5.319
0.00070500,5.311
0.00071000,5.261
0.00071500,5.232
0.00072000,5.238
0.00072500,5.198
0.00073000,5.194
0.00073500,5.157
0.00074000,5.139
