t,i
0.00000000,-0.607
0.00000500,-0.607
0.00001000,-0.606
0.00001500,-0.624
0.00002000,-0.632
0.00002500,-0.629
0.00003000,-0.612
0.00003500,-0.627
0.00004000,-0.640
0.00004500,-0.611
0.00005000,-0.611
0.00005500,-0.643
0.00006000,-0.643
0.00006500,-0.624
0.00007000,-0.627
0.00007500,-0.634
0.00008000,-0.631
0.00008500,-0.619
0.00009000,-0.609
0.00009500,-0.631
0.00010000,-0.644
0.00010500,-0.628
0.00011000,-0.613
0.00011500,-0.635
0.00012000,-0.634
0.00012500,-0.617
0.00013000,-0.608
0.00013500,-0.622
0.00014000,-0.617
0.00014500,-0.623
0.00015000,-0.619
0.00015500,-0.610
0.00016000,-0.622
0.00016500,-0.610
0.00017000,-0.593
0.00017500,-0.599
0.00018000,-0.600
0.00018500,-0.579
0.00019000,-0.569
0.00019500,-0.578
0.00020000,-0.567
0.00020500,-0.548
0.00021000,-0.540
0.00021500,-0.536
0.00022000,-0.520
0.00022500,-0.505
0.00023000,-0.481
0.00023500,-0.469
0.00024000,-0.459
0.00024500,-0.443
0.00025000,-0.419
0.00025500,-0.426
0.00026000,-0.424
0.00026500,-0.402
0.00027000,-0.395
0.00027500,-0.395
0.00028000,-0.378
0.00028500,-0.364
0.00029000,-0.362
0.00029500,-0.354
0.00030000,-0.354
0.00030500,-0.353
0.00031000,-0.348
0.00031500,-0.340
0.00032000,-0.336
0.00032500,-0.299
0.00033000,-0.298
0.00033500,-0.300
0.00034000,-0.285
0.00034500,-0.265
0.00035000,-0.266
0.00035500,-0.263
0.00036000,-0.246
0.00036500,-0.234
0.00037000,-0.223
0.00037500,-0.215
0.00038000,-0.214
0.00038500,-0.193
0.00039000,-0.188
0.00039500,-0.188
0.00040000,-0.184
0.00040500,-0.165
0.00041000,-0.170
0.00041500,-0.159
0.00042000,-0.145
0.00042500,-0.143
0.00043000,-0.150
0.00043500,-0.144
0.00044000,-0.140
0.00044500,-0.138
0.00045000,-0.132
0.00045500,-0.139
0.00046000,-0.139
0.00046500,-0.123
0.00047000,-0.120
0.00047500,-0.130
0.00048000,-0.122
0.00048500,-0.127
0.00049000,-0.178
0.00049500,-0.221
0.00050000,-0.251
0.00050500,-0.292
0.00051000,-0.325
0.00051500,-0.340
0.00052000,-0.349
0.00052500,-0.336
0.00053000,-0.318
0.00053500,-0.303
0.00054000,-0.272
0.00054500,-0.221
0.00055000,-0.185
0.00055500,-0.147
0.00056000,-0.096
0.00056500,-0.061
0.00057000,-0.050
0.00057500,-0.032
0.00058000,-0.027
0.00058500,-0.042
0.00059000,-0.055
0.00059500,-0.077
0.00060000,-0.086
0.00060500,-0.081
0.00061000,-0.088
0.00061500,-0.103
0.00062000,-0.093
0.00062500,-0.096
0.00063000,-0.112
0.00063500,-0.110
0.00064000,-0.092
0.00064500,-0.071
0.00065000,-0.044
0.00065500,-0.021
0.00066000,-0.002
0.00066500,0.011
0.00067000,0.015
0.00067500,-0.002
0.00068000,-0.003
0.00068500,0.016
0.00069000,0.013
0.00069500,0.020
0.00070000,0.041
0.00070500,0.054
0.00071000,0.044
0.00071500,0.043
0.00072000,0.061
0.00072500,0.070
0.00073000,0.085
0.00073500,0.104
0.00074000,0.129
0.00074500,0.155
0.00075000,0.164
0.00075500,0.160
0.00076000,0.177
0.00076500,0.191
0.00077000,0.186
0.00077500,0.191
0.00078000,0.210
0.00078500,0.214
0.00079000,0.208
0.00079500,0.205
0.00080000,0.209
0.00080500,0.216
0.00081000,0.225
0.00081500,0.227
0.00082000,0.235
0.00082500,0.249
0.00083000,0.247
0.00083500,0.239
0.00084000,0.252
0.00084500,0.259
0.00085000,0.263
0.00085500,0.279
