t,i
0.00000000,6.911
0.00000500,6.906
0.00001000,6.879
0.00001500,6.872
0.00002000,6.852
0.00002500,6.835
0.00003000,6.835
0.00003500,6.788
0.00004000,6.789
0.00004500,6.760
0.00005000,6.760
0.00005500,6.754
0.00006000,6.735
0.00006500,6.716
0.00007000,6.686
0.00007500,6.669
0.00008000,6.656
0.00008500,6.642
0.00009000,6.629
0.00009500,6.615
0.00010000,6.609
0.00010500,6.574
0.00011000,6.556
0.00011500,6.534
0.00012000,6.513
0.00012500,6.487
0.00013000,6.483
0.00013500,6.469
0.00014000,6.442
0.00014500,6.455
0.00015000,6.426
0.00015500,6.418
0.00016000,6.396
0.00016500,6.379
0.00017000,6.364
0.00017500,6.339
0.00018000,6.324
0.00018500,6.309
0.00019000,6.304
0.00019500,6.289
0.00020000,6.279
0.00020500,6.275
0.00021000,6.243
0.00021500,6.220
0.00022000,6.200
0.00022500,6.181
0.00023000,6.150
0.00023500,6.141
0.00024000,6.131
0.00024500,6.131
0.00025000,6.091
0.00025500,6.082
0.00026000,6.067
0.00026500,6.042
0.00027000,6.039
0.00027500,6.030
0.00028000,6.014
0.00028500,5.998
0.00029000,5.990
0.00029500,5.976
0.00030000,5.960
0.00030500,5.934
0.00031000,5.937
0.00031500,5.902
0.00032000,5.877
0.00032500,5.875
0.00033000,5.886
0.00033500,5.876
0.00034000,5.852
0.00034500,5.840
0.00035000,5.834
0.00035500,5.784
0.00036000,5.795
0.00036500,5.769
0.00037000,5.776
0.00037500,5.740
0.00038000,5.727
0.00038500,5.700
0.00039000,5.691
0.00039500,5.668
0.00040000,5.640
0.00040500,5.630
0.00041000,5.602
0.00041500,5.596
0.00042000,5.591
0.00042500,5.580
0.00043000,5.548
0.00043500,5.515
0.00044000,5.496
0.00044500,5.491
0.00045000,5.477
0.00045500,5.484
0.00046000,5.478
0.00046500,5.453
0.00047000,5.406
0.00047500,5.400
0.00048000,5.370
0.00048500,5.339
0.00049000,5.385
0.00049500,5.351
0.00050000,5.314
0.00050500,5.325
0.00051000,5.300
0.00051500,5.270
0.00052000,5.262
0.00052500,5.226
0.00053000,5.218
0.00053500,5.222
0.00054000,5.214
0.00054500,5.179
0.00055000,5.198
0.00055500,5.177
0.00056000,5.168
0.00056500,5.128
0.00057000,5.110
0.00057500,5.085
0.00058000,5.082
0.00058500,5.049
0.00059000,5.048
0.00059500,5.013
0.00060000,5.000
0.00060500,4.976
0.00061000,4.999
0.00061500,4.979
0.00062000,4.923
0.00062500,4.922
0.00063000,4.928
0.00063500,4.887
0.00064000,4.884
0.00064500,4.869
0.00065000,4.864
0.00065500,4.839
0.00066000,4.829
0.00066500,4.815
0.00067000,4.792
0.00067500,4.791
0.00068000,4.752
0.00068500,4.764
0.00069000,4.759
0.00069500,4.731
0.00070000,4.725
0.00070500,4.722
0.00071000,4.699
0.00071500,4.681
0.00072000,4.675
0.00072500,4.626
0.00073000,4.607
0.00073500,4.614
