Time (seconds),Left,Center,Up,Right,Down
0.0160105,0.0,0.0,0.0,0.0,0.0
0.0660236,0.0,0.0,0.0,0.0,0.0
0.116318,0.0,0.0,0.0,0.0,0.0
0.1657155,0.0,0.0,0.0,0.0,0.0
0.2157953,0.0,0.0,0.0,0.0,0.0
0.2651987,0.0,0.0,0.0,0.0,0.0
0.3149199,0.0,0.0,0.0,0.0,0.0
0.3644853,0.0,0.0,0.0,0.0,0.0
0.4151847,0.0,0.0,0.0,0.0,0.0
0.4647098,0.0,0.0,0.0,0.0,0.0
0.5138085,0.0,0.0,0.0,0.0,0.0
0.5644071,0.0,0.0,0.0,0.0,0.0
0.6138756,0.0,0.0,0.0,0.0,0.0
0.6631062,0.0,0.0,0.0,0.0,0.0
0.7129576,0.0,0.0,0.0,0.0,0.0
0.7624958,0.0,0.0,0.0,0.0,0.0
0.8126152,0.0,0.0,0.0,0.0,0.0
0.8628404,0.0,0.0,0.0,0.0,0.0
0.9124086,0.0,0.0,0.0,0.0,0.0
0.9616551,0.0,0.0,0.0,0.0,0.0
1.011734,0.0,0.0,0.0,0.0,0.0
1.061744,0.0,0.0,0.0,0.0,0.0
1.1111786,0.0,0.0,0.0,0.0,0.0
1.1611793,0.0,0.0,0.0,0.0,0.0
1.2109365,0.0,0.0,0.0,0.0,0.0
1.2609682,0.0,0.0,0.0,0.0,0.0
1.3108885,0.0,0.0,0.0,0.0,0.0
1.360409,0.0,0.0,0.0,0.0,0.0
1.4100792,0.0,0.0,0.0,0.0,0.0
1.4596028,0.0,0.0,0.0,0.0,0.0
1.5096047,0.0,0.48,0.7044445,0.8133333,0.0
1.5598335,0.0,0.8355556,0.8644444,0.9177778,0.0
1.6100976,0.1222222,0.8822222,0.8844444,0.9311111,0.0
1.6590216,0.82,0.8866667,0.8866667,0.3955556,0.0
1.7094643,0.2466667,0.1311111,0.1555556,0.0,0.0
1.759603,0.0,0.0,0.0,0.0,0.0
1.8088195,0.0,0.0,0.0,0.0,0.0
1.858469,0.0,0.0,0.0,0.0,0.0
1.9083154,0.0,0.0,0.0,0.0,0.0
