Time [s],ia [A],ib [A],ic [A],ua [V],ub [V],uc [V]
0.0,10.92156251,-5.835955061,-5.085607452,27.61249924,52.21302378,-79.82552302
0.00025,10.89869135,-5.076490243,-5.822201104,22.04509163,56.44039178,-78.48548341
0.0005,10.80045715,-4.256945415,-6.543511731,16.35198975,59.70970758,-76.06169732
0.00075,10.6389656,-3.437400972,-7.201564626,10.67432785,63.12027704,-73.79460489
0.001,10.43505652,-2.60643209,-7.82862443,4.401522636,66.49448116,-70.89600379
0.00125,10.17001075,-1.776310133,-8.393700622,-1.856969476,69.80360958,-67.94664011
0.0015,9.87310056,-0.952957279,-8.920143281,-8.786640167,73.25241574,-64.46577557
0.00175,9.477338832,-0.109295919,-9.368042913,-14.77975368,75.70799073,-60.92823705
0.002,9.056933073,0.728441831,-9.785374904,-21.52283287,78.07851221,-56.55567934
0.00225,8.564759441,1.560256265,-10.12501571,-27.71460152,79.8867295,-52.17212799
0.0025,7.999244996,2.423380389,-10.42262539,-33.5025177,80.28374855,-46.78123085
0.00275,7.377275234,3.289465821,-10.66674106,-39.02662659,79.78830346,-40.76167688
0.003,6.702121982,4.122126919,-10.8242489,-44.00591278,78.98216462,-34.97625184
0.00325,6.00139403,4.924747145,-10.92614117,-49.08725739,77.88638521,-28.79912782
0.0035,5.263667256,5.70917486,-10.97284212,-53.95344925,76.07447532,-22.12102607
0.00375,4.476487651,6.433945408,-10.91043306,-57.85584641,74.12316476,-16.26731835
0.004,3.696741585,7.097789674,-10.79453126,-62.15943909,72.37657489,-10.2171358
0.00425,2.89354123,7.73116936,-10.62471059,-66.16459656,69.93402412,-3.769427565
0.0045,2.047765813,8.329856841,-10.37762265,-69.20973206,66.63437673,2.575355322
0.00475,1.189049712,8.868462863,-10.05751258,-71.75094604,63.08553042,8.665415625
0.005,0.323409085,9.368990267,-9.692399353,-73.97843933,58.83753871,15.14090062
0.00525,-0.483983983,9.770089046,-9.286105062,-77.02593231,55.45783228,21.56810003
0.0055,-1.316159201,10.12506937,-8.808910173,-78.98805237,51.27357344,27.71447893
0.00575,-2.17992212,10.43012509,-8.250202969,-79.51647186,46.2478549,33.26861697
0.006,-3.024742571,10.68779246,-7.663049894,-79.81793213,40.65703291,39.16089921
0.00625,-3.822271315,10.87014879,-7.047877479,-80.3080368,35.20016992,45.10786688
0.0065,-4.622172841,10.97973168,-6.35755884,-79.58216095,29.44200934,50.14015161
0.00675,-5.40698287,11.03304186,-5.626058986,-78.09254456,23.18672617,54.90581838
0.007,-6.157657254,11.01273383,-4.855076574,-76.09262848,16.89714791,59.19548057
0.00725,-6.8499935,10.91965216,-4.069658664,-74.11640167,10.74530385,63.37109782
0.0075,-7.484029599,10.74194865,-3.25791905,-71.9784317,4.975060995,67.00337071
0.00775,-8.051669438,10.48978271,-2.438113271,-69.87510681,-0.513217509,70.38832432
0.008,-8.610473942,10.21349748,-1.603023537,-66.57730865,-7.059565172,73.63687383
0.00825,-9.10366093,9.883057154,-0.779396224,-63.2621727,-13.64257335,76.90474605
0.0085,-9.519872896,9.466726763,0.053146133,-59.92405319,-19.52295517,79.44700836
0.00875,-9.870464492,8.996238632,0.87422586,-56.43854141,-25.31264145,81.75118286
0.009,-10.20557792,8.458902122,1.746675797,-51.33568954,-31.06789953,82.40358908
0.00925,-10.46146806,7.87290917,2.588558894,-46.36615372,-36.57666678,82.9428205
0.0095,-10.67040325,7.236565851,3.433837403,-40.63535309,-41.95489657,82.59024966
0.00975,-10.8192079,6.555374901,4.263832995,-34.49762344,-47.11060168,81.60822512
0.01,-10.86797326,5.828912227,5.039061034,-28.98268509,-51.63611796,80.61880305
0.01025,-10.90704975,5.080448457,5.826601293,-21.88614273,-56.52671794,78.41286067
0.0105,-10.82061788,4.285866866,6.534751017,-16.06600571,-60.35888098,76.42488668
0.01075,-10.68289759,3.467168265,7.215729321,-9.76325798,-63.97157961,73.73483759
0.011,-10.47600829,2.638738247,7.837270045,-3.573968172,-67.38252015,70.95648832
0.01125,-10.20676481,1.794653682,8.41211113,2.689863682,-70.40639433,67.71653065
0.0115,-9.870037407,0.945069097,8.924968311,8.775115013,-73.06883226,64.29371724
0.01175,-9.488628794,0.12510102,9.363527774,14.96905518,-76.07566624,61.10661107
0.012,-9.059732306,-0.712636874,9.77236918,21.49090767,-78.38771218,56.89680451
0.01225,-8.573975458,-1.558836881,10.13281234,27.95764923,-79.97441103,52.0167618
0.0125,-7.999982975,-2.425768938,10.42575191,33.55221176,-80.23564494,46.68343318
0.01275,-7.367392852,-3.289738676,10.65713153,38.77969742,-79.69972516,40.92002774
0.013,-6.697763079,-4.123669154,10.82143223,43.90902328,-78.90891626,34.99989298
0.01325,-6.002963776,-4.922059179,10.92502296,49.11252213,-77.93560192,28.82307979
0.0135,-5.249509721,-5.700985559,10.95049528,53.52297211,-76.1122977,22.5893256
0.01375,-4.486506341,-6.418986117,10.90549246,58.00669861,-74.47028757,16.46358896
0.014,-3.694918687,-7.095946027,10.79086471,62.09793091,-72.39250102,10.29457011
0.01425,-2.884959779,-7.73948199,10.62444177,65.99874878,-69.70784185,3.709093071
0.0145,-2.042152459,-8.336898621,10.37905108,69.10915375,-66.45126535,-2.657888401
0.01475,-1.172869632,-8.88946725,10.06233688,71.47216034,-62.55714897,-8.915011371
0.015,-0.313542361,-9.37391692,9.687459281,73.7408371,-58.65385275,-15.08698435
0.01525,0.497656823,-9.779246477,9.281589654,76.7148056,-55.1648051,-21.55000051
0.0155,1.329009072,-10.12661201,8.797602937,78.63681793,-51.12910362,-27.50771431
0.01575,2.168126097,-10.438013,8.2698869,79.85636902,-46.16566299,-33.69070603
0.016,3.010839065,-10.69145065,7.680611581,80.18558502,-40.66918733,-39.51639769
0.01625,3.835532333,-10.87592243,7.040390092,79.97938538,-34.97166923,-45.00771614
0.0165,4.646823574,-11.00666019,6.359836618,79.10370636,-28.72736319,-50.37634317
0.01675,5.396487391,-11.03331476,5.636827365,78.33400726,-23.22942756,-55.1045797
0.017,6.142058111,-11.01554564,4.873487528,76.48995209,-16.93093571,-59.55901638
0.01725,6.833154978,-10.91230857,4.07915359,74.47590637,-10.981421,-63.49448537
0.0175,7.475623452,-10.75195327,3.276329822,72.2484436,-4.823464285,-67.42497932
0.01775,8.060641397,-10.50782494,2.447183547,69.74800873,0.948120401,-70.69612913
0.018,8.572457945,-10.19176893,1.619310985,67.39054871,6.398632114,-73.78918082
0.01825,9.07115448,-9.863866739,0.792712259,63.96097946,13.06236553,-77.02334499
0.0185,9.499197077,-9.46403708,-0.035159997,60.44292831,19.33662021,-79.77954853
0.01875,9.872599405,-9.027397828,-0.845201577,56.61152649,25.93678172,-82.54830821
0.019,10.2178555,-8.503599987,-1.714255518,51.3379097,32.0359276,-83.37383729
0.01925,10.49336492,-7.890950897,-2.602414027,45.64694595,37.20025671,-82.84720266
0.0195,10.68577523,-7.245723914,-3.440051313,40.27118301,42.29463058,-82.5658136
0.01975,10.83291774,-6.553955566,-4.278962172,34.09035492,47.23999689,-81.33035181
0.02,10.87787458,-5.82410848,-5.0537661,28.64296722,51.67136079,-80.31432802
0.02025,10.85035266,-5.059143237,-5.791209418,23.17388153,55.75425825,-78.92813978
0.0205,10.79699095,-4.277253952,-6.519736998,16.59352493,60.06259388,-76.65611881
0.02075,10.62834722,-3.438670361,-7.189676857,10.9651947,63.06641348,-74.03160818
0.021,10.43627186,-2.623779758,-7.812492097,4.502449512,66.83401062,-71.33646013
0.02125,10.18146133,-1.779694864,-8.401766462,-2.129966021,69.9603855,-67.83041948
0.0215,9.87992502,-0.943649328,-8.936275692,-9.036150932,73.13574223,-64.09959129
0.02175,9.508308758,-0.11606577,-9.392242987,-15.54991436,76.07108214,-60.52116778
0.022,9.051002474,0.732250143,-9.783252617,-21.40961647,77.97034764,-56.56073117
0.02225,8.542340142,1.584373368,-10.12671351,-27.31437492,79.26930894,-51.95493401
