t,i
0.00000000,8.561
0.00000500,8.585
0.00001000,8.593
0.00001500,8.605
0.00002000,8.619
0.00002500,8.627
0.00003000,8.655
0.00003500,8.685
0.00004000,8.701
0.00004500,8.701
0.00005000,8.708
0.00005500,8.722
0.00006000,8.738
0.00006500,8.758
0.00007000,8.777
0.00007500,8.790
0.00008000,8.809
0.00008500,8.832
0.00009000,8.835
0.00009500,8.835
0.00010000,8.853
0.00010500,8.878
0.00011000,8.896
0.00011500,8.917
0.00012000,8.930
0.00012500,8.931
0.00013000,8.956
0.00013500,8.970
0.00014000,8.980
0.00014500,8.985
0.00015000,9.002
0.00015500,9.028
0.00016000,9.051
0.00016500,9.070
0.00017000,9.075
0.00017500,9.084
0.00018000,9.096
0.00018500,9.113
0.00019000,9.138
0.00019500,9.155
0.00020000,9.183
0.00020500,9.197
0.00021000,9.204
0.00021500,9.210
0.00022000,9.213
0.00022500,9.224
0.00023000,9.236
0.00023500,9.257
0.00024000,9.270
0.00024500,9.276
0.00025000,9.284
0.00025500,9.289
0.00026000,9.307
0.00026500,9.318
0.00027000,9.329
0.00027500,9.344
0.00028000,9.365
0.00028500,9.387
0.00029000,9.410
0.00029500,9.419
0.00030000,9.429
0.00030500,9.435
0.00031000,9.456
0.00031500,9.477
0.00032000,9.498
0.00032500,9.514
0.00033000,9.524
0.00033500,9.529
0.00034000,9.530
0.00034500,9.534
0.00035000,9.553
0.00035500,9.567
0.00036000,9.579
0.00036500,9.585
0.00037000,9.590
0.00037500,9.592
0.00038000,9.592
0.00038500,9.612
0.00039000,9.617
0.00039500,9.629
0.00040000,9.640
0.00040500,9.659
0.00041000,9.678
0.00041500,9.703
0.00042000,9.707
0.00042500,9.706
0.00043000,9.720
0.00043500,9.732
0.00044000,9.744
0.00044500,9.767
0.00045000,9.778
0.00045500,9.791
0.00046000,9.791
0.00046500,9.788
0.00047000,9.791
0.00047500,9.802
0.00048000,9.809
0.00048500,9.806
0.00049000,9.825
0.00049500,9.825
0.00050000,9.825
0.00050500,9.827
0.00051000,9.846
0.00051500,9.854
0.00052000,9.859
