Time (seconds),Left,Center,Up,Right,Down
0.0170197,0.0,0.0,0.0,0.0,0.0
0.0666363,0.0,0.0,0.0,0.0,0.0
0.1169345,0.0,0.0,0.0,0.0,0.0
0.1667788,0.0,0.0,0.0,0.0,0.0
0.2158966,0.0,0.0,0.0,0.0,0.0
0.2655907,0.0,0.0,0.0,0.0,0.0
0.3160949,0.0,0.0,0.0,0.0,0.0
0.3660793,0.0,0.0,0.0,0.0,0.0
0.4150758,0.0,0.0,0.0,0.0,0.0
0.4646695,0.0,0.0,0.0,0.0,0.0
0.5145438,0.0,0.0,0.0,0.0,0.0
0.5644846,0.0,0.0,0.0,0.0,0.0
0.614882,0.0,0.0,0.0,0.0,0.0
0.6645586,0.0,0.0,0.0,0.0,0.0
0.7141373,0.0,0.0,0.0,0.0,0.0
0.7639356,0.0,0.0,0.0,0.0,0.0
0.8134646,0.0,0.0,0.0,0.0,0.0
0.8628869,0.0,0.0,0.0,0.0,0.0
0.9128518,0.0,0.0,0.0,0.0,0.0
0.9627283,0.0,0.0,0.0,0.0,0.0
1.012361,0.0,0.0,0.0,0.0,0.0
1.0627687,0.0,0.0,0.0,0.0,0.0
1.1121423,0.0,0.0,0.0,0.0,0.0
1.1619949,0.0,0.0,0.0,0.0,0.0
1.2117755,0.0,0.0,0.0,0.0,0.0
1.2615507,0.0,0.0,0.0,0.0,0.0
1.3117127,0.0,0.0,0.0,0.0,0.0
1.3613741,0.0,0.0,0.0,0.0,0.0
1.4110177,0.0,0.0,0.0,0.0,0.0
1.460757,0.0,0.0,0.0,0.0,0.0
1.5108421,0.0755556,0.0,0.0,0.0,0.0
1.5602205,0.2044444,0.0,0.0,0.0,0.0
1.6105518,0.48,0.0,0.0,0.0,0.0
1.6603513,0.6688889,0.0,0.0,0.0,0.0
1.7096694,0.9133334,0.72,0.74,0.0711111,0.0
1.7601855,0.5355555,0.8755556,0.8955556,0.8488889,0.2777778
1.8102748,0.0733333,0.2311111,0.2111111,0.4844444,0.0
1.859632,0.0,0.0,0.0,0.0711111,0.0
1.9099951,0.0,0.0,0.0,0.0,0.0
1.9588315,0.0,0.0,0.0,0.0,0.0
2.0093033,0.0,0.0,0.0,0.0,0.0
2.0588605,0.0,0.0,0.0,0.0,0.0
2.1085715,0.0,0.0,0.0,0.0,0.0
2.158174,0.0,0.0,0.0,0.0,0.0
2.2084241,0.0,0.0,0.0,0.0,0.0
2.257556,0.0,0.0,0.0,0.0,0.0
2.308336,0.0,0.0,0.0,0.0,0.0
2.3575742,0.0,0.0,0.0,0.0,0.0
2.4075727,0.0,0.0,0.0,0.0,0.0
2.4569888,0.0,0.0,0.0,0.0,0.0
2.5070376,0.0,0.0,0.0,0.0,0.0
2.5565381,0.0,0.0,0.0,0.0,0.0
2.6064165,0.0,0.0,0.0,0.0,0.0
2.655968,0.0,0.0,0.0,0.0,0.0
2.7059996,0.0,0.0,0.0,0.0,0.0
2.755723,0.0,0.0,0.0,0.0,0.0
2.8053105,0.1377778,0.0,0.0,0.0,0.0
2.8556542,0.7866667,0.1577778,0.5333334,0.0,0.0
2.9052947,0.5044444,0.8022223,0.8688889,0.6488889,0.0
2.9553399,0.0711111,0.2066667,0.2488889,0.46,0.0
3.0047104,0.0,0.0,0.0,0.0688889,0.0
3.0549309,0.0,0.0,0.0,0.0,0.0
3.1047475,0.0,0.0,0.0,0.0,0.0
3.1550083,0.0,0.0,0.0,0.0,0.0
3.2047598,0.0,0.0,0.0,0.0,0.0
3.2542753,0.0,0.0,0.0,0.0,0.0
3.3039949,0.0,0.0,0.0,0.0,0.0
3.3542831,0.0,0.0,0.0,0.0,0.0
3.4027171,0.0,0.0,0.0,0.0,0.0
3.4534874,0.0,0.0,0.0,0.0,0.0
3.5027018,0.0,0.0,0.0,0.0,0.0
3.5526831,0.0,0.0,0.0,0.0,0.0
