t,i
0.00000000,-0.805
0.00000500,-0.813
0.00001000,-0.704
0.00001500,-0.768
0.00002000,-0.776
0.00002500,-0.768
0.00003000,-0.771
0.00003500,-0.800
0.00004000,-0.789
0.00004500,-0.757
0.00005000,-0.803
0.00005500,-0.798
0.00006000,-0.794
0.00006500,-0.797
0.00007000,-0.773
0.00007500,-0.733
0.00008000,-0.739
0.00008500,-0.765
0.00009000,-0.789
0.00009500,-0.778
0.00010000,-0.760
0.00010500,-0.757
0.00011000,-0.771
0.00011500,-0.754
0.00012000,-0.719
0.00012500,-0.735
0.00013000,-0.738
0.00013500,-0.789
0.00014000,-0.795
0.00014500,-0.782
0.00015000,-0.701
0.00015500,-0.727
0.00016000,-0.778
0.00016500,-0.816
0.00017000,-0.755
0.00017500,-0.752
0.00018000,-0.762
0.00018500,-0.800
0.00019000,-0.728
0.00019500,-0.750
0.00020000,-0.744
0.00020500,-0.816
0.00021000,-0.728
0.00021500,-0.789
0.00022000,-0.786
0.00022500,-0.747
0.00023000,-0.712
0.00023500,-0.743
0.00024000,-0.733
0.00024500,-0.749
0.00025000,-0.741
0.00025500,-0.704
0.00026000,-0.715
0.00026500,-0.778
0.00027000,-0.768
0.00027500,-0.782
0.00028000,-0.711
0.00028500,-0.698
0.00029000,-0.672
0.00029500,-0.683
0.00030000,-0.750
0.00030500,-0.762
0.00031000,-0.800
0.00031500,-0.714
0.00032000,-0.712
0.00032500,-0.749
0.00033000,-0.717
0.00033500,-0.703
0.00034000,-0.738
0.00034500,-0.690
0.00035000,-0.735
0.00035500,-0.707
0.00036000,-0.722
0.00036500,-0.760
0.00037000,-0.723
0.00037500,-0.691
0.00038000,-0.687
0.00038500,-0.738
0.00039000,-0.749
0.00039500,-0.731
0.00040000,-0.744
0.00040500,-0.754
0.00041000,-0.739
0.00041500,-0.760
0.00042000,-0.728
0.00042500,-0.723
0.00043000,-0.757
0.00043500,-0.717
0.00044000,-0.749
0.00044500,-0.794
0.00045000,-0.750
0.00045500,-0.723
0.00046000,-0.747
0.00046500,-0.693
0.00047000,-0.688
0.00047500,-0.743
0.00048000,-0.690
0.00048500,-0.725
0.00049000,-0.685
0.00049500,-0.683
0.00050000,-0.717
0.00050500,-0.707
0.00051000,-0.669
0.00051500,-0.757
0.00052000,-0.743
0.00052500,-0.677
0.00053000,-0.628
0.00053500,-0.680
0.00054000,-0.637
0.00054500,-0.651
0.00055000,-0.720
0.00055500,-0.655
0.00056000,-0.679
0.00056500,-0.746
0.00057000,-0.688
0.00057500,-0.752
0.00058000,-0.704
0.00058500,-0.699
0.00059000,-0.712
0.00059500,-0.738
0.00060000,-0.688
0.00060500,-0.659
0.00061000,-0.589
0.00061500,-0.644
0.00062000,-0.659
0.00062500,-0.679
0.00063000,-0.674
0.00063500,-0.711
0.00064000,-0.687
