t,i
0.00000000,2.671
0.00000500,2.652
0.00001000,2.653
0.00001500,2.643
0.00002000,2.632
0.00002500,2.626
0.00003000,2.628
0.00003500,2.595
0.00004000,2.592
0.00004500,2.564
0.00005000,2.578
0.00005500,2.566
0.00006000,2.544
0.00006500,2.545
0.00007000,2.518
0.00007500,2.506
0.00008000,2.522
0.00008500,2.526
0.00009000,2.517
0.00009500,2.506
0.00010000,2.469
0.00010500,2.477
0.00011000,2.474
0.00011500,2.453
0.00012000,2.427
0.00012500,2.416
0.00013000,2.418
0.00013500,2.387
0.00014000,2.387
0.00014500,2.386
0.00015000,2.346
0.00015500,2.365
0.00016000,2.353
0.00016500,2.348
0.00017000,2.334
0.00017500,2.323
0.00018000,2.303
0.00018500,2.317
0.00019000,2.311
0.00019500,2.307
0.00020000,2.289
0.00020500,2.250
0.00021000,2.255
0.00021500,2.239
0.00022000,2.257
0.00022500,2.258
0.00023000,2.233
0.00023500,2.224
0.00024000,2.214
0.00024500,2.200
0.00025000,2.194
0.00025500,2.189
0.00026000,2.183
0.00026500,2.174
0.00027000,2.157
0.00027500,2.164
0.00028000,2.134
0.00028500,2.130
0.00029000,2.121
0.00029500,2.111
0.00030000,2.103
0.00030500,2.090
0.00031000,2.084
0.00031500,2.055
0.00032000,2.043
0.00032500,2.040
0.00033000,2.035
0.00033500,2.031
0.00034000,2.007
0.00034500,1.990
0.00035000,1.998
0.00035500,1.992
0.00036000,1.956
0.00036500,1.960
0.00037000,1.957
0.00037500,1.942
0.00038000,1.945
0.00038500,1.940
0.00039000,1.967
0.00039500,1.922
0.00040000,1.903
0.00040500,1.910
0.00041000,1.889
0.00041500,1.882
0.00042000,1.858
0.00042500,1.856
0.00043000,1.881
0.00043500,1.861
0.00044000,1.839
0.00044500,1.843
0.00045000,1.838
0.00045500,1.824
0.00046000,1.825
0.00046500,1.822
0.00047000,1.811
0.00047500,1.806
0.00048000,1.784
0.00048500,1.791
0.00049000,1.778
0.00049500,1.759
0.00050000,1.765
0.00050500,1.748
0.00051000,1.740
0.00051500,1.733
0.00052000,1.723
0.00052500,1.715
0.00053000,1.714
0.00053500,1.698
0.00054000,1.708
0.00054500,1.677
0.00055000,1.691
0.00055500,1.689
0.00056000,1.674
0.00056500,1.660
0.00057000,1.641
0.00057500,1.647
0.00058000,1.645
0.00058500,1.645
0.00059000,1.632
0.00059500,1.628
0.00060000,1.616
0.00060500,1.593
0.00061000,1.617
0.00061500,1.599
0.00062000,1.590
0.00062500,1.553
0.00063000,1.559
0.00063500,1.564
0.00064000,1.572
0.00064500,1.568
0.00065000,1.557
0.00065500,1.543
0.00066000,1.527
0.00066500,1.503
0.00067000,1.506
0.00067500,1.511
0.00068000,1.486
0.00068500,1.477
0.00069000,1.467
0.00069500,1.448
0.00070000,1.465
0.00070500,1.468
0.00071000,1.445
0.00071500,1.459
0.00072000,1.403
0.00072500,1.411
0.00073000,1.412
0.00073500,1.401
0.00074000,1.406
0.00074500,1.398
0.00075000,1.392
0.00075500,1.374
0.00076000,1.371
0.00076500,1.366
0.00077000,1.347
0.00077500,1.341
0.00078000,1.346
0.00078500,1.338
0.00079000,1.309
0.00079500,1.287
0.00080000,1.310
0.00080500,1.282
0.00081000,1.290
0.00081500,1.283
0.00082000,1.257
0.00082500,1.247
0.00083000,1.253
0.00083500,1.238
0.00084000,1.233
0.00084500,1.240
0.00085000,1.207
0.00085500,1.215
0.00086000,1.187
0.00086500,1.179
0.00087000,1.179
0.00087500,1.162
0.00088000,1.152
0.00088500,1.151
0.00089000,1.148
0.00089500,1.143
0.00090000,1.145
0.00090500,1.127
0.00091000,1.111
0.00091500,1.111
0.00092000,1.091
0.00092500,1.072
0.00093000,1.081
0.00093500,1.097
0.00094000,1.072
0.00094500,1.067
0.00095000,1.020
0.00095500,1.036
0.00096000,1.020
0.00096500,1.030
0.00097000,1.025
0.00097500,1.014
0.00098000,0.996
0.00098500,0.988
0.00099000,0.985
0.00099500,0.976
0.00100000,0.968
0.00100500,0.957
0.00101000,0.951
0.00101500,0.947
0.00102000,0.937
0.00102500,0.937
0.00103000,0.925
0.00103500,0.906
0.00104000,0.894
0.00104500,0.871
0.00105000,0.885
0.00105500,0.862
0.00106000,0.848
0.00106500,0.839
0.00107000,0.810
0.00107500,0.802
0.00108000,0.797
0.00108500,0.778
0.00109000,0.778
0.00109500,0.783
0.00110000,0.767
0.00110500,0.751
0.00111000,0.742
0.00111500,0.733
0.00112000,0.730
0.00112500,0.695
0.00113000,0.707
0.00113500,0.720
0.00114000,0.721
0.00114500,0.665
0.00115000,0.658
0.00115500,0.653
0.00116000,0.644
0.00116500,0.649
0.00117000,0.635
0.00117500,0.622
0.00118000,0.604
0.00118500,0.600
0.00119000,0.585
0.00119500,0.552
0.00120000,0.548
0.00120500,0.541
0.00121000,0.536
0.00121500,0.523
0.00122000,0.518
0.00122500,0.498
0.00123000,0.458
0.00123500,0.446
0.00124000,0.459
0.00124500,0.448
0.00125000,0.432
0.00125500,0.424
0.00126000,0.407
0.00126500,0.416
0.00127000,0.436
0.00127500,0.399
0.00128000,0.366
0.00128500,0.360
0.00129000,0.364
0.00129500,0.358
0.00130000,0.343
0.00130500,0.309
0.00131000,0.322
0.00131500,0.298
0.00132000,0.275
0.00132500,0.267
0.00133000,0.234
0.00133500,0.220
0.00134000,0.232
0.00134500,0.224
0.00135000,0.217
0.00135500,0.217
0.00136000,0.184
0.00136500,0.178
0.00137000,0.168
0.00137500,0.169
0.00138000,0.148
0.00138500,0.141
0.00139000,0.149
0.00139500,0.105
0.00140000,0.093
0.00140500,0.073
0.00141000,0.066
0.00141500,0.040
0.00142000,0.053
0.00142500,0.059
0.00143000,0.016
0.00143500,0.026
0.00144000,0.020
0.00144500,-0.008
0.00145000,-0.012
0.00145500,-0.037
0.00146000,-0.060
0.00146500,-0.061
0.00147000,-0.081
0.00147500,-0.086
0.00148000,-0.109
0.00148500,-0.107
0.00149000,-0.111
0.00149500,-0.132
0.00150000,-0.124
0.00150500,-0.155
0.00151000,-0.155
0.00151500,-0.158
0.00152000,-0.172
0.00152500,-0.191
0.00153000,-0.191
0.00153500,-0.210
0.00154000,-0.233
0.00154500,-0.265
0.00155000,-0.271
0.00155500,-0.268
0.00156000,-0.250
0.00156500,-0.262
0.00157000,-0.272
0.00157500,-0.284
0.00158000,-0.316
0.00158500,-0.317
0.00159000,-0.326
0.00159500,-0.357
0.00160000,-0.390
0.00160500,-0.386
0.00161000,-0.417
0.00161500,-0.420
0.00162000,-0.409
0.00162500,-0.423
0.00163000,-0.459
0.00163500,-0.448
0.00164000,-0.469
0.00164500,-0.478
0.00165000,-0.490
0.00165500,-0.519
0.00166000,-0.524
0.00166500,-0.528
0.00167000,-0.537
0.00167500,-0.553
0.00168000,-0.562
0.00168500,-0.568
0.00169000,-0.600
0.00169500,-0.606
0.00170000,-0.610
0.00170500,-0.613
0.00171000,-0.636
0.00171500,-0.658
0.00172000,-0.653
0.00172500,-0.667
0.00173000,-0.675
0.00173500,-0.700
0.00174000,-0.699
0.00174500,-0.719
0.00175000,-0.743
0.00175500,-0.752
0.00176000,-0.754
0.00176500,-0.765
0.00177000,-0.771
0.00177500,-0.794
0.00178000,-0.827
0.00178500,-0.833
0.00179000,-0.842
0.00179500,-0.851
0.00180000,-0.832
0.00180500,-0.857
0.00181000,-0.890
0.00181500,-0.928
0.00182000,-0.925
0.00182500,-0.942
0.00183000,-0.952
0.00183500,-0.966
0.00184000,-0.976
0.00184500,-0.980
0.00185000,-1.005
0.00185500,-1.013
0.00186000,-1.017
0.00186500,-1.040
0.00187000,-1.046
0.00187500,-1.053
0.00188000,-1.061
0.00188500,-1.083
0.00189000,-1.103
0.00189500,-1.119
0.00190000,-1.113
0.00190500,-1.133
0.00191000,-1.168
0.00191500,-1.165
0.00192000,-1.185
0.00192500,-1.180
0.00193000,-1.182
0.00193500,-1.199
0.00194000,-1.208
0.00194500,-1.228
0.00195000,-1.250
0.00195500,-1.255
0.00196000,-1.245
0.00196500,-1.270
0.00197000,-1.271
0.00197500,-1.305
0.00198000,-1.316
0.00198500,-1.319
0.00199000,-1.314
0.00199500,-1.354
0.00200000,-1.338
0.00200500,-1.378
0.00201000,-1.360
0.00201500,-1.383
0.00202000,-1.390
0.00202500,-1.396
0.00203000,-1.433
0.00203500,-1.436
0.00204000,-1.438
0.00204500,-1.485
0.00205000,-1.483
0.00205500,-1.475
0.00206000,-1.473
0.00206500,-1.498
0.00207000,-1.504
0.00207500,-1.508
0.00208000,-1.524
0.00208500,-1.536
0.00209000,-1.540
0.00209500,-1.538
0.00210000,-1.554
0.00210500,-1.571
0.00211000,-1.582
0.00211500,-1.589
0.00212000,-1.602
0.00212500,-1.618
0.00213000,-1.602
0.00213500,-1.632
0.00214000,-1.642
0.00214500,-1.633
0.00215000,-1.651
0.00215500,-1.649
0.00216000,-1.673
0.00216500,-1.663
0.00217000,-1.658
0.00217500,-1.690
0.00218000,-1.704
0.00218500,-1.711
0.00219000,-1.721
0.00219500,-1.707
0.00220000,-1.716
0.00220500,-1.760
0.00221000,-1.769
0.00221500,-1.781
0.00222000,-1.782
0.00222500,-1.779
0.00223000,-1.787
0.00223500,-1.791
0.00224000,-1.800
0.00224500,-1.803
0.00225000,-1.792
0.00225500,-1.803
0.00226000,-1.835
0.00226500,-1.845
0.00227000,-1.832
0.00227500,-1.848
0.00228000,-1.847
0.00228500,-1.856
0.00229000,-1.879
0.00229500,-1.869
0.00230000,-1.871
0.00230500,-1.887
0.00231000,-1.903
0.00231500,-1.899
0.00232000,-1.901
0.00232500,-1.935
0.00233000,-1.928
0.00233500,-1.935
0.00234000,-1.902
0.00234500,-1.920
0.00235000,-1.941
0.00235500,-1.962
0.00236000,-1.976
0.00236500,-2.006
0.00237000,-1.986
0.00237500,-1.981
0.00238000,-1.971
0.00238500,-1.992
0.00239000,-2.008
0.00239500,-2.020
0.00240000,-2.019
0.00240500,-2.028
0.00241000,-2.051
0.00241500,-2.035
0.00242000,-2.048
0.00242500,-2.072
0.00243000,-2.080
0.00243500,-2.098
0.00244000,-2.072
0.00244500,-2.095
0.00245000,-2.122
0.00245500,-2.117
0.00246000,-2.123
0.00246500,-2.126
0.00247000,-2.135
0.00247500,-2.131
0.00248000,-2.150
0.00248500,-2.140
0.00249000,-2.156
0.00249500,-2.162
0.00250000,-2.157
0.00250500,-2.150
0.00251000,-2.148
0.00251500,-2.141
0.00252000,-2.186
0.00252500,-2.206
0.00253000,-2.205
0.00253500,-2.215
0.00254000,-2.206
0.00254500,-2.228
0.00255000,-2.214
0.00255500,-2.229
0.00256000,-2.220
0.00256500,-2.215
0.00257000,-2.239
0.00257500,-2.240
0.00258000,-2.236
0.00258500,-2.258
0.00259000,-2.262
0.00259500,-2.283
0.00260000,-2.263
0.00260500,-2.257
0.00261000,-2.266
0.00261500,-2.297
0.00262000,-2.277
0.00262500,-2.282
0.00263000,-2.297
0.00263500,-2.280
0.00264000,-2.297
0.00264500,-2.301
0.00265000,-2.319
0.00265500,-2.322
0.00266000,-2.328
0.00266500,-2.362
0.00267000,-2.335
0.00267500,-2.346
0.00268000,-2.365
0.00268500,-2.354
0.00269000,-2.363
0.00269500,-2.384
0.00270000,-2.369
0.00270500,-2.358
0.00271000,-2.376
0.00271500,-2.372
0.00272000,-2.382
0.00272500,-2.380
0.00273000,-2.395
0.00273500,-2.419
0.00274000,-2.422
0.00274500,-2.426
0.00275000,-2.439
0.00275500,-2.436
0.00276000,-2.415
0.00276500,-2.454
0.00277000,-2.459
0.00277500,-2.474
0.00278000,-2.459
0.00278500,-2.458
0.00279000,-2.466
0.00279500,-2.471
0.00280000,-2.491
0.00280500,-2.499
0.00281000,-2.513
0.00281500,-2.527
0.00282000,-2.534
0.00282500,-2.546
0.00283000,-2.553
0.00283500,-2.564
0.00284000,-2.563
0.00284500,-2.564
0.00285000,-2.580
0.00285500,-2.567
0.00286000,-2.583
0.00286500,-2.585
0.00287000,-2.609
0.00287500,-2.608
0.00288000,-2.601
0.00288500,-2.588
0.00289000,-2.621
0.00289500,-2.612
0.00290000,-2.648
0.00290500,-2.650
0.00291000,-2.655
0.00291500,-2.643
0.00292000,-2.661
0.00292500,-2.667
0.00293000,-2.686
0.00293500,-2.699
0.00294000,-2.703
