t,i
0.00000000,1.212
0.00000500,1.225
0.00001000,1.245
0.00001500,1.266
0.00002000,1.274
0.00002500,1.282
0.00003000,1.280
0.00003500,1.293
0.00004000,1.306
0.00004500,1.323
0.00005000,1.336
0.00005500,1.344
0.00006000,1.361
0.00006500,1.377
0.00007000,1.373
0.00007500,1.377
0.00008000,1.393
0.00008500,1.412
0.00009000,1.431
0.00009500,1.447
0.00010000,1.455
0.00010500,1.462
0.00011000,1.464
0.00011500,1.484
0.00012000,1.488
0.00012500,1.507
0.00013000,1.513
0.00013500,1.533
0.00014000,1.549
0.00014500,1.563
0.00015000,1.562
0.00015500,1.568
0.00016000,1.586
0.00016500,1.602
0.00017000,1.612
0.00017500,1.626
0.00018000,1.637
0.00018500,1.649
0.00019000,1.662
0.00019500,1.666
0.00020000,1.678
0.00020500,1.684
0.00021000,1.702
0.00021500,1.721
0.00022000,1.737
0.00022500,1.745
0.00023000,1.747
0.00023500,1.750
0.00024000,1.771
0.00024500,1.777
0.00025000,1.787
0.00025500,1.800
0.00026000,1.824
0.00026500,1.834
0.00027000,1.835
0.00027500,1.839
0.00028000,1.848
0.00028500,1.871
0.00029000,1.880
0.00029500,1.892
0.00030000,1.903
0.00030500,1.922
0.00031000,1.926
0.00031500,1.937
0.00032000,1.946
0.00032500,1.951
0.00033000,1.955
0.00033500,1.977
0.00034000,1.998
0.00034500,2.008
0.00035000,2.008
0.00035500,2.011
0.00036000,2.025
0.00036500,2.037
0.00037000,2.046
0.00037500,2.058
0.00038000,2.070
0.00038500,2.107
0.00039000,2.107
0.00039500,2.107
0.00040000,2.103
0.00040500,2.114
0.00041000,2.135
0.00041500,2.151
0.00042000,2.162
0.00042500,2.175
0.00043000,2.186
0.00043500,2.194
0.00044000,2.204
0.00044500,2.214
0.00045000,2.220
0.00045500,2.230
0.00046000,2.249
0.00046500,2.265
0.00047000,2.280
0.00047500,2.275
0.00048000,2.285
0.00048500,2.293
0.00049000,2.314
0.00049500,2.317
0.00050000,2.326
0.00050500,2.341
0.00051000,2.357
0.00051500,2.368
0.00052000,2.371
0.00052500,2.368
0.00053000,2.376
0.00053500,2.391
0.00054000,2.410
0.00054500,2.428
0.00055000,2.436
0.00055500,2.429
0.00056000,2.439
0.00056500,2.460
0.00057000,2.465
0.00057500,2.473
0.00058000,2.484
0.00058500,2.503
0.00059000,2.528
0.00059500,2.539
0.00060000,2.528
0.00060500,2.532
0.00061000,2.541
0.00061500,2.568
0.00062000,2.582
0.00062500,2.590
0.00063000,2.592
0.00063500,2.607
0.00064000,2.629
