t,i
0.00000000,-5.470
0.00000500,-5.478
0.00001000,-5.499
0.00001500,-5.517
0.00002000,-5.538
0.00002500,-5.554
0.00003000,-5.570
0.00003500,-5.587
0.00004000,-5.599
0.00004500,-5.607
0.00005000,-5.618
0.00005500,-5.644
0.00006000,-5.671
0.00006500,-5.686
0.00007000,-5.700
0.00007500,-5.718
0.00008000,-5.729
0.00008500,-5.736
0.00009000,-5.748
0.00009500,-5.779
0.00010000,-5.802
0.00010500,-5.814
0.00011000,-5.832
0.00011500,-5.847
0.00012000,-5.863
0.00012500,-5.876
0.00013000,-5.882
0.00013500,-5.911
0.00014000,-5.930
0.00014500,-5.943
0.00015000,-5.966
0.00015500,-5.982
0.00016000,-5.996
0.00016500,-6.004
0.00017000,-6.024
0.00017500,-6.037
0.00018000,-6.062
0.00018500,-6.085
0.00019000,-6.104
0.00019500,-6.120
0.00020000,-6.133
0.00020500,-6.144
0.00021000,-6.156
0.00021500,-6.172
0.00022000,-6.201
0.00022500,-6.220
0.00023000,-6.236
0.00023500,-6.260
0.00024000,-6.273
0.00024500,-6.283
0.00025000,-6.294
0.00025500,-6.313
0.00026000,-6.333
0.00026500,-6.354
0.00027000,-6.378
0.00027500,-6.391
0.00028000,-6.407
0.00028500,-6.423
0.00029000,-6.437
0.00029500,-6.450
0.00030000,-6.468
0.00030500,-6.489
0.00031000,-6.518
0.00031500,-6.531
0.00032000,-6.547
0.00032500,-6.557
0.00033000,-6.573
0.00033500,-6.589
0.00034000,-6.606
0.00034500,-6.629
0.00035000,-6.656
0.00035500,-6.672
0.00036000,-6.689
0.00036500,-6.701
0.00037000,-6.714
0.00037500,-6.729
0.00038000,-6.745
0.00038500,-6.771
0.00039000,-6.795
0.00039500,-6.814
0.00040000,-6.827
0.00040500,-6.843
0.00041000,-6.851
0.00041500,-6.870
0.00042000,-6.885
0.00042500,-6.912
0.00043000,-6.935
0.00043500,-6.954
0.00044000,-6.967
0.00044500,-6.986
0.00045000,-6.999
0.00045500,-7.012
0.00046000,-7.023
0.00046500,-7.052
0.00047000,-7.083
0.00047500,-7.096
0.00048000,-7.104
0.00048500,-7.125
0.00049000,-7.141
0.00049500,-7.151
0.00050000,-7.171
0.00050500,-7.194
0.00051000,-7.215
0.00051500,-7.239
0.00052000,-7.255
0.00052500,-7.268
0.00053000,-7.283
0.00053500,-7.299
0.00054000,-7.307
0.00054500,-7.329
0.00055000,-7.358
0.00055500,-7.381
0.00056000,-7.395
0.00056500,-7.415
0.00057000,-7.426
0.00057500,-7.436
0.00058000,-7.450
0.00058500,-7.474
0.00059000,-7.497
0.00059500,-7.524
0.00060000,-7.543
0.00060500,-7.556
0.00061000,-7.571
0.00061500,-7.590
0.00062000,-7.595
0.00062500,-7.617
0.00063000,-7.640
0.00063500,-7.667
0.00064000,-7.687
0.00064500,-7.700
0.00065000,-7.719
0.00065500,-7.730
0.00066000,-7.740
0.00066500,-7.759
0.00067000,-7.788
0.00067500,-7.806
0.00068000,-7.823
0.00068500,-7.848
0.00069000,-7.862
0.00069500,-7.875
0.00070000,-7.893
0.00070500,-7.902
0.00071000,-7.925
0.00071500,-7.955
0.00072000,-7.973
0.00072500,-7.986
0.00073000,-8.015
0.00073500,-8.021
0.00074000,-8.039
0.00074500,-8.049
0.00075000,-8.075
0.00075500,-8.102
0.00076000,-8.120
0.00076500,-8.139
0.00077000,-8.157
0.00077500,-8.173
0.00078000,-8.182
0.00078500,-8.205
0.00079000,-8.213
0.00079500,-8.252
0.00080000,-8.263
0.00080500,-8.290
0.00081000,-8.306
0.00081500,-8.324
0.00082000,-8.334
0.00082500,-8.347
0.00083000,-8.369
0.00083500,-8.395
0.00084000,-8.416
0.00084500,-8.430
0.00085000,-8.456
0.00085500,-8.474
0.00086000,-8.487
0.00086500,-8.500
0.00087000,-8.519
0.00087500,-8.538
0.00088000,-8.570
0.00088500,-8.590
0.00089000,-8.607
0.00089500,-8.620
0.00090000,-8.635
0.00090500,-8.646
0.00091000,-8.669
0.00091500,-8.694
0.00092000,-8.719
0.00092500,-8.738
0.00093000,-8.754
0.00093500,-8.775
0.00094000,-8.789
0.00094500,-8.804
0.00095000,-8.823
0.00095500,-8.841
0.00096000,-8.870
0.00096500,-8.888
0.00097000,-8.907
0.00097500,-8.920
0.00098000,-8.944
0.00098500,-8.954
0.00099000,-8.971
0.00099500,-8.987
0.00100000,-9.016
0.00100500,-9.040
0.00101000,-9.060
0.00101500,-9.078
0.00102000,-9.094
0.00102500,-9.100
0.00103000,-9.119
0.00103500,-9.134
0.00104000,-9.163
0.00104500,-9.189
0.00105000,-9.208
0.00105500,-9.222
0.00106000,-9.238
0.00106500,-9.253
0.00107000,-9.266
0.00107500,-9.280
0.00108000,-9.309
0.00108500,-9.332
0.00109000,-9.350
0.00109500,-9.366
0.00110000,-9.383
0.00110500,-9.393
0.00111000,-9.412
0.00111500,-9.424
0.00112000,-9.449
0.00112500,-9.480
0.00113000,-9.491
0.00113500,-9.511
0.00114000,-9.527
0.00114500,-9.543
0.00115000,-9.551
0.00115500,-9.554
0.00116000,-9.583
0.00116500,-9.612
0.00117000,-9.633
0.00117500,-9.651
0.00118000,-9.660
0.00118500,-9.676
0.00119000,-9.694
0.00119500,-9.694
0.00120000,-9.721
0.00120500,-9.746
0.00121000,-9.765
0.00121500,-9.775
0.00122000,-9.791
0.00122500,-9.808
0.00123000,-9.816
0.00123500,-9.828
0.00124000,-9.845
0.00124500,-9.871
0.00125000,-9.890
0.00125500,-9.903
0.00126000,-9.918
0.00126500,-9.934
0.00127000,-9.944
0.00127500,-9.952
0.00128000,-9.961
0.00128500,-9.987
0.00129000,-10.011
0.00129500,-10.026
0.00130000,-10.043
0.00130500,-10.047
0.00131000,-10.064
0.00131500,-10.071
0.00132000,-10.080
0.00132500,-10.100
0.00133000,-10.119
0.00133500,-10.137
0.00134000,-10.154
0.00134500,-10.163
0.00135000,-10.174
0.00135500,-10.174
0.00136000,-10.200
0.00136500,-10.206
0.00137000,-10.230
0.00137500,-10.245
0.00138000,-10.259
0.00138500,-10.270
0.00139000,-10.278
0.00139500,-10.285
0.00140000,-10.296
0.00140500,-10.311
0.00141000,-10.332
0.00141500,-10.343
0.00142000,-10.362
0.00142500,-10.380
0.00143000,-10.383
0.00143500,-10.390
0.00144000,-10.401
0.00144500,-10.415
0.00145000,-10.436
0.00145500,-10.438
0.00146000,-10.459
0.00146500,-10.470
0.00147000,-10.484
0.00147500,-10.488
0.00148000,-10.488
0.00148500,-10.502
0.00149000,-10.520
0.00149500,-10.531
0.00150000,-10.552
0.00150500,-10.562
0.00151000,-10.570
0.00151500,-10.575
0.00152000,-10.581
0.00152500,-10.596
0.00153000,-10.612
0.00153500,-10.623
0.00154000,-10.636
0.00154500,-10.649
0.00155000,-10.649
0.00155500,-10.654
0.00156000,-10.657
0.00156500,-10.663
0.00157000,-10.681
0.00157500,-10.691
0.00158000,-10.708
0.00158500,-10.726
0.00159000,-10.724
0.00159500,-10.728
0.00160000,-10.736
0.00160500,-10.736
0.00161000,-10.744
0.00161500,-10.753
0.00162000,-10.771
0.00162500,-10.779
0.00163000,-10.781
0.00163500,-10.787
0.00164000,-10.787
0.00164500,-10.792
0.00165000,-10.800
0.00165500,-10.815
0.00166000,-10.826
0.00166500,-10.832
0.00167000,-10.840
0.00167500,-10.847
0.00168000,-10.852
0.00168500,-10.863
0.00169000,-10.864
0.00169500,-10.874
0.00170000,-10.890
0.00170500,-10.901
0.00171000,-10.887
0.00171500,-10.895
