Time [s],ia [A],ib [A],ic [A],ua [V],ub [V],uc [V]
0.0,-4.839182474,-5.639213301,10.47839577,52.97121048,-72.87526241,19.90405193
0.00025,-4.098146024,-6.325058341,10.42320437,57.15978622,-70.97905571,13.81926948
0.0005,-3.323429704,-6.969862374,10.29329208,60.75790787,-68.6206964,7.862788538
0.00075,-2.533244551,-7.560933739,10.09417829,64.03038025,-66.08027877,2.049898519
0.001,-1.750539802,-8.104617368,9.85515717,67.50917816,-63.32117486,-4.188003299
0.00125,-0.908331847,-8.629260762,9.537592609,69.52239227,-59.22943165,-10.29296062
0.0015,-0.084134106,-9.081978147,9.166112253,71.58018494,-55.29541477,-16.28477016
0.00175,0.681347826,-9.448382148,8.767034322,74.53166199,-52.03285023,-22.49881176
0.002,1.486852585,-9.780939037,8.294086452,76.05670166,-47.67027779,-28.38642387
0.00225,2.283625527,-10.06018532,7.776559791,77.15577698,-42.87891057,-34.2768664
0.0025,3.112414466,-10.28823612,7.175821654,76.64674377,-37.27625055,-39.37049322
0.00275,3.880745731,-10.44266787,6.561922142,76.66387939,-31.93668051,-44.72719888
0.003,4.642500966,-10.53363475,5.891133784,75.75870514,-26.25388472,-49.50482042
0.00325,5.376006929,-10.56748191,5.191474984,74.42903137,-20.25698182,-54.17204956
0.0035,6.043197018,-10.50274741,4.459550394,73.26286316,-15.01078349,-58.25207967
0.00375,6.710108852,-10.39528037,3.685171515,70.8395462,-8.98976923,-61.84977697
0.004,7.313984174,-10.22350273,2.90951856,68.54282379,-3.078154328,-65.46466946
0.00425,7.865859728,-9.986988836,2.121129108,65.99466705,2.768226575,-68.76289363
0.0045,8.355970611,-9.686587683,1.330617072,63.37635422,8.454576754,-71.83093097
0.00475,8.788101458,-9.332876535,0.544775077,60.59341812,14.16152025,-74.75493837
0.005,9.197830593,-8.94997054,-0.247860053,56.81856155,20.55532723,-77.37388879
0.00525,9.531041286,-8.472290887,-1.058750399,52.92168808,25.93719143,-78.85887951
0.0055,9.841024578,-7.958647262,-1.882377316,47.88690567,31.72855734,-79.61546301
0.00575,10.08073994,-7.384500257,-2.696239682,42.7177124,37.04051424,-79.75822664
0.006,10.28025685,-6.771428429,-3.508828425,36.75117874,42.41073584,-79.16191458
0.00625,10.37936981,-6.095737752,-4.283632053,31.36838913,46.85138012,-78.21976925
0.0065,10.42130406,-5.380699318,-5.040604743,25.60177803,51.01320826,-76.6149863
0.00675,10.40173735,-4.648313116,-5.753424232,19.72185516,55.17360136,-74.89545652
0.007,10.28383069,-3.870655451,-6.413175236,14.49904537,58.42426425,-72.92330962
0.00725,10.11927757,-3.076919743,-7.042357826,8.814562798,61.57867825,-70.39324105
0.0075,9.919037099,-2.290799836,-7.628237262,2.574095011,65.0506755,-67.62477051
0.00775,9.665766433,-1.493256497,-8.172509936,-3.880119801,68.23788833,-64.35776853
0.008,9.323845596,-0.672019273,-8.651826323,-9.658248901,70.52106811,-60.8628192
0.00825,8.963554176,0.115369837,-9.078924014,-16.12436104,73.37983671,-57.25547567
0.0085,8.520515352,0.914606134,-9.435121487,-21.87074852,75.35941978,-53.48867126
0.00875,8.051592721,1.717649327,-9.769242048,-28.25654221,76.90131694,-48.64477473
0.009,7.488465327,2.533809387,-10.02227471,-33.48038483,77.19648551,-43.71610068
0.00925,6.881241919,3.366893545,-10.24813546,-38.78826141,76.41071615,-37.62245474
0.0095,6.218680792,4.157243959,-10.37592475,-43.35050201,75.46164799,-32.11114597
0.00975,5.562353782,4.908669822,-10.4710236,-48.71308517,74.622194,-25.90910883
0.01,4.834242901,5.649518434,-10.48376134,-52.93877792,72.67085845,-19.73208053
0.01025,4.07964486,6.342555834,-10.42220069,-56.82242966,70.53373519,-13.71130554
0.0105,3.340890031,6.950973507,-10.29186354,-61.09437561,69.12426801,-8.029892399
0.01075,2.521050057,7.560237529,-10.08128759,-63.72665787,66.02569281,-2.29903494
0.011,1.731169686,8.11661397,-9.847783656,-67.10668945,62.97228491,4.134404541
0.01125,0.922469107,8.63152644,-9.553995547,-69.92527771,59.30748069,10.61779702
0.0115,0.107977861,9.067319449,-9.17529731,-72.11972046,55.76444396,16.35527649
0.01175,-0.690537451,9.457417288,-8.766879836,-74.38426208,51.81225956,22.57200253
