t,i
0.00000000,-2.161
0.00000500,-2.135
0.00001000,-2.150
0.00001500,-2.127
0.00002000,-2.109
0.00002500,-2.112
0.00003000,-2.084
0.00003500,-2.038
0.00004000,-2.045
0.00004500,-2.000
0.00005000,-1.991
0.00005500,-1.974
0.00006000,-1.963
0.00006500,-1.948
0.00007000,-1.967
0.00007500,-1.933
0.00008000,-1.925
0.00008500,-1.898
0.00009000,-1.895
0.00009500,-1.859
0.00010000,-1.841
0.00010500,-1.822
0.00011000,-1.791
0.00011500,-1.792
0.00012000,-1.766
0.00012500,-1.772
0.00013000,-1.742
0.00013500,-1.704
0.00014000,-1.701
0.00014500,-1.696
0.00015000,-1.677
0.00015500,-1.657
0.00016000,-1.638
0.00016500,-1.639
0.00017000,-1.602
0.00017500,-1.601
0.00018000,-1.574
0.00018500,-1.554
0.00019000,-1.551
0.00019500,-1.512
0.00020000,-1.510
0.00020500,-1.506
0.00021000,-1.506
0.00021500,-1.465
0.00022000,-1.475
0.00022500,-1.437
0.00023000,-1.416
0.00023500,-1.408
0.00024000,-1.386
0.00024500,-1.361
0.00025000,-1.371
0.00025500,-1.331
0.00026000,-1.337
0.00026500,-1.291
0.00027000,-1.279
0.00027500,-1.253
0.00028000,-1.244
0.00028500,-1.215
0.00029000,-1.195
0.00029500,-1.185
0.00030000,-1.167
0.00030500,-1.166
0.00031000,-1.149
0.00031500,-1.145
0.00032000,-1.105
0.00032500,-1.075
0.00033000,-1.053
0.00033500,-1.045
0.00034000,-1.004
0.00034500,-0.986
0.00035000,-0.975
0.00035500,-0.979
0.00036000,-0.966
0.00036500,-0.913
0.00037000,-0.887
0.00037500,-0.852
0.00038000,-0.820
0.00038500,-0.790
0.00039000,-0.776
0.00039500,-0.760
0.00040000,-0.737
0.00040500,-0.707
0.00041000,-0.686
0.00041500,-0.685
0.00042000,-0.657
0.00042500,-0.630
0.00043000,-0.602
0.00043500,-0.594
0.00044000,-0.567
0.00044500,-0.535
0.00045000,-0.516
0.00045500,-0.487
0.00046000,-0.471
0.00046500,-0.452
0.00047000,-0.449
0.00047500,-0.413
0.00048000,-0.422
0.00048500,-0.410
0.00049000,-0.392
0.00049500,-0.381
0.00050000,-0.385
0.00050500,-0.370
0.00051000,-0.360
0.00051500,-0.359
0.00052000,-0.358
0.00052500,-0.353
0.00053000,-0.350
0.00053500,-0.337
0.00054000,-0.343
0.00054500,-0.329
0.00055000,-0.358
0.00055500,-0.351
0.00056000,-0.362
0.00056500,-0.345
0.00057000,-0.333
0.00057500,-0.343
0.00058000,-0.337
0.00058500,-0.327
0.00059000,-0.324
0.00059500,-0.331
